count,aX,aY,aZ,gX,gY,gZ
70,-0.074,-0.174,-1.87,-50.598,334.29,-22.522
71,-0.038,-0.275,-2.008,-40.833,317.627,-20.02
72,0.012,-0.308,-2.16,-28.381,300.049,-13
73,0.053,-0.29,-2.258,-15.686,283.997,-4.089
74,0.089,-0.206,-2.409,-6.104,266.907,5.676
75,0.125,-0.061,-2.531,-0.305,248.352,14.771
76,0.174,0.076,-2.645,0.916,224.976,19.653
77,0.214,0.192,-2.682,-2.991,196.838,20.569
78,0.256,0.287,-2.631,-8.118,167.114,18.311
79,0.3,0.338,-2.514,-13.306,138.794,13.123
80,0.341,0.319,-2.372,-16.052,114.685,5.981
81,0.376,0.229,-2.25,-16.846,95.825,-1.526
82,0.383,0.079,-2.172,-14.465,81.665,-7.263
83,0.37,-0.073,-2.139,-9.46,70.984,-9.888
84,0.353,-0.165,-2.125,-5.554,60.303,-7.996
85,0.345,-0.156,-2.09,-3.052,47.913,-2.319
86,0.344,-0.056,-2.025,-1.282,33.936,4.578
87,0.356,0.074,-1.926,-0.549,18.555,9.521
88,0.363,0.176,-1.801,-1.038,4.089,10.071
89,0.361,0.212,-1.664,-1.892,-7.69,6.775
90,0.354,0.193,-1.518,-3.662,-17.273,2.136
91,0.351,0.142,-1.369,-5.554,-24.658,-2.502
92,0.344,0.082,-1.214,-6.897,-29.175,-5.432
93,0.354,0.029,-1.066,-7.507,-30.701,-7.08
94,0.358,-0.016,-0.958,-6.226,-28.503,-7.568
95,0.36,-0.054,-0.891,-4.028,-23.56,-7.08
96,0.352,-0.083,-0.868,-2.441,-17.639,-5.92
97,0.341,-0.091,-0.885,-1.221,-11.23,-4.028
98,0.342,-0.079,-0.918,0.244,-6.592,-1.404
99,0.335,-0.059,-0.963,1.404,-3.54,0.977
100,0.323,-0.032,-0.997,2.625,-2.502,2.93
101,0.322,0.004,-1.009,4.028,-2.808,4.395
102,0.324,0.041,-1.003,4.822,-3.662,5.066
103,0.321,0.072,-0.992,4.883,-4.639,4.761
104,0.327,0.098,-0.979,4.272,-5.127,3.723
105,0.332,0.108,-0.973,3.479,-4.883,2.197
106,0.331,0.105,-0.973,2.075,-4.456,0.183
107,0.338,0.079,-0.984,0.427,-3.784,-1.953
108,0.339,0.032,-0.996,-1.709,-3.296,-3.662
109,0.337,-0.008,-1.002,-2.563,-3.357,-4.272
110,0.337,-0.024,-1.006,-2.319,-3.784,-3.357
111,0.336,-0.02,-1.003,-1.16,-4.089,-1.831
112,0.334,-0.012,-0.993,0.488,-4.333,-0.61
113,0.337,-0.003,-0.974,1.221,-4.517,0.366
114,0.341,0.014,-0.961,0.427,-4.089,1.038
115,0.345,0.035,-0.961,0.305,-2.869,1.587
116,0.345,0.053,-0.974,0.183,-1.099,1.709
117,0.345,0.063,-0.995,0.244,0.183,1.221
118,0.34,0.053,-1.01,0,0.916,0.122
119,0.337,0.024,-1.024,-0.916,1.099,-1.099

1,0.346,0.133,-2.441,4.456,30.09,7.568
2,0.335,0.186,-2.743,3.54,17.334,7.08
3,0.312,0.219,-3.004,1.587,-3.357,4.944
4,0.273,0.215,-3.223,2.075,-30.823,0.916
5,0.223,0.194,-3.369,1.709,-65.979,-3.174
6,0.128,0.166,-3.378,0.732,-107.422,-5.798
7,0.021,0.158,-3.267,-0.244,-152.161,-8.179
8,-0.076,0.172,-3.041,0.549,-196.716,-10.071
9,-0.141,0.185,-2.727,1.709,-239.685,-12.268
10,-0.164,0.164,-2.296,2.014,-279.602,-15.686
11,-0.146,0.095,-1.944,10.071,-302.795,-19.897
12,-0.118,-0.022,-1.673,16.296,-314.575,-24.048
13,-0.14,-0.168,-1.46,22.522,-318.542,-26.367
14,-0.152,-0.284,-1.315,26.306,-319.031,-25.452
15,-0.121,-0.33,-1.205,26.367,-318.359,-20.325
16,-0.147,-0.302,-1.107,24.048,-318.42,-13.184
17,-0.179,-0.202,-1.013,19.714,-321.472,-6.042
18,-0.169,-0.064,-0.899,15.625,-326.233,-1.343
19,-0.187,0.057,-0.772,13.794,-331.238,0.305
20,-0.198,0.142,-0.621,12.634,-336.243,-1.77
21,-0.183,0.166,-0.463,12.512,-341.064,-6.958
22,-0.196,0.138,-0.287,13.428,-345.337,-13.977
23,-0.192,0.062,-0.111,16.357,-346.741,-20.691
24,-0.156,-0.035,0.081,18.372,-345.886,-26.001
25,-0.126,-0.119,0.245,22.156,-337.463,-28.931
26,-0.12,-0.193,0.373,27.1,-326.538,-29.602
27,-0.092,-0.226,0.506,19.836,-314.941,-27.1
28,-0.074,-0.226,0.625,13.55,-301.88,-23.132
29,-0.065,-0.191,0.728,6.714,-287.659,-18.127
30,-0.056,-0.135,0.832,2.869,-273.499,-13.855
31,-0.031,-0.067,0.943,-0.793,-260.376,-10.559
32,-0.001,-0.001,1.05,-4.333,-246.155,-9.216
33,0.022,0.039,1.158,-6.104,-229.797,-9.644
34,0.042,0.045,1.259,-7.263,-211.67,-11.658
35,0.076,0.034,1.362,-8.667,-192.627,-13.672
36,0.116,0.011,1.45,-10.132,-171.57,-14.893
37,0.145,-0.027,1.513,-9.705,-147.217,-15.32
38,0.173,-0.076,1.548,-8.667,-120.972,-14.954
39,0.199,-0.11,1.563,-7.935,-94.299,-13.306
40,0.225,-0.129,1.545,-6.836,-66.65,-10.254
41,0.247,-0.14,1.496,-5.981,-38.757,-7.08
42,0.259,-0.152,1.408,-4.456,-12.451,-4.7
43,0.271,-0.166,1.303,-3.235,10.864,-1.892
44,0.266,-0.179,1.174,-2.441,32.837,1.343
45,0.252,-0.192,1.059,-2.502,49.316,4.7
46,0.241,-0.192,0.964,-3.296,61.157,8.85
47,0.231,-0.175,0.9,-4.272,69.458,13.489
48,0.221,-0.131,0.876,-4.822,74.402,18.372
49,0.221,-0.061,0.896,-4.395,78.552,23.01
50,0.233,0.022,0.936,-3.418,84.473,26.672
51,0.246,0.107,0.984,-2.258,92.896,28.625
52,0.262,0.182,1.017,-0.488,103.76,28.809
53,0.281,0.235,1.025,0.977,118.774,26.978
54,0.297,0.254,0.997,2.869,136.353,23.682
55,0.3,0.22,0.925,2.747,156.128,18.799
56,0.299,0.146,0.825,1.282,176.453,13.733
57,0.294,0.054,0.702,1.465,195.862,9.888
58,0.283,-0.033,0.573,2.441,212.219,8.484
59,0.273,-0.085,0.455,2.991,226.135,9.521
60,0.276,-0.092,0.34,2.869,237.854,12.573
61,0.277,-0.062,0.22,1.648,248.047,16.235
62,0.276,-0.017,0.102,-0.244,257.385,19.104
63,0.271,0.03,-0.005,-2.38,264.221,20.691
64,0.265,0.072,-0.108,-4.944,269.714,20.996
65,0.266,0.1,-0.2,-7.629,274.17,19.958
66,0.273,0.119,-0.29,-10.254,278.198,18.25
67,0.28,0.134,-0.397,-11.536,283.447,16.113
68,0.28,0.132,-0.521,-11.169,288.818,13.916
69,0.275,0.097,-0.663,-10.376,292.542,10.925
70,0.26,0.041,-0.819,-10.071,294.189,8.179
71,0.235,-0.021,-0.984,-8.057,294.678,6.775
72,0.217,-0.066,-1.132,-6.226,289.917,7.141
73,0.202,-0.07,-1.297,-3.906,281.921,10.071
74,0.185,-0.007,-1.402,-4.944,268.372,14.343
75,0.215,0.095,-1.435,-9.46,247.559,17.944
76,0.256,0.209,-1.465,-14.648,232.361,18.738
77,0.289,0.293,-1.48,-18.616,218.75,15.93
78,0.318,0.326,-1.508,-21.667,207.703,10.071
79,0.327,0.308,-1.547,-23.621,198.303,2.502
80,0.319,0.254,-1.584,-24.109,188.782,-4.517
81,0.326,0.177,-1.6,-22.705,177.673,-10.071
82,0.324,0.087,-1.595,-18.25,166.626,-14.282
83,0.331,0.005,-1.566,-13.062,155.884,-16.357
84,0.337,-0.044,-1.547,-8.362,147.583,-15.564
85,0.336,-0.055,-1.542,-5.188,140.747,-13
86,0.337,-0.046,-1.563,-4.089,135.254,-10.01
87,0.34,-0.025,-1.611,-5.066,130.981,-7.507
88,0.343,-0.006,-1.697,-7.751,127.747,-5.676
89,0.359,-0.005,-1.805,-11.414,122.986,-5.249
90,0.366,-0.035,-1.939,-13.672,116.821,-5.371
91,0.36,-0.084,-2.076,-15.076,107.056,-5.31
92,0.349,-0.13,-2.169,-14.343,92.773,-4.578
93,0.354,-0.149,-2.206,-12.756,75.195,-2.014
94,0.365,-0.122,-2.181,-9.705,55.725,2.197
95,0.373,-0.055,-2.113,-5.981,36.743,6.531
96,0.383,0.033,-2.009,-2.38,19.043,9.888
97,0.393,0.119,-1.872,-0.549,2.747,10.925
98,0.4,0.176,-1.721,-0.305,-10.742,9.827
99,0.401,0.193,-1.57,-1.465,-21.667,6.714
100,0.397,0.181,-1.423,-2.075,-29.236,3.235
101,0.397,0.151,-1.282,-2.014,-33.691,-0.244
102,0.392,0.122,-1.161,-1.709,-35.217,-2.686
103,0.395,0.11,-1.061,-1.648,-34.485,-3.845
104,0.398,0.101,-0.994,-1.953,-31.616,-4.517
105,0.386,0.091,-0.954,-2.319,-27.649,-4.944
106,0.386,0.086,-0.932,-2.686,-23.743,-5.371
107,0.386,0.07,-0.922,-2.686,-20.081,-5.859
108,0.384,0.048,-0.926,-2.563,-16.602,-6.531
109,0.382,0.025,-0.936,-2.991,-13.855,-6.836
110,0.381,0.002,-0.951,-3.418,-12.268,-6.653
111,0.374,-0.012,-0.966,-4.15,-11.719,-6.104
112,0.369,-0.016,-0.971,-4.883,-11.902,-5.371
113,0.366,-0.011,-0.958,-5.249,-12.939,-4.761
114,0.368,0,-0.933,-5.188,-13.794,-3.906
115,0.368,0.017,-0.903,-4.456,-14.099,-3.113
116,0.366,0.032,-0.877,-3.845,-13.55,-2.991
117,0.367,0.036,-0.858,-2.808,-12.573,-3.296
118,0.367,0.023,-0.851,-1.77,-10.803,-3.845
119,0.368,0.002,-0.852,-1.221,-8.423,-4.15

1,0.48,0.069,-2.179,-2.075,6.226,2.075
2,0.466,0.065,-2.338,-2.991,-5.432,1.099
3,0.457,0.047,-2.462,-2.625,-20.325,0
4,0.441,0.026,-2.565,-0.427,-38.025,-0.671
5,0.427,0.005,-2.645,1.282,-58.533,-0.671
6,0.379,-0.005,-2.698,2.686,-81.421,0.061
7,0.315,0.015,-2.702,3.479,-106.812,1.831
8,0.253,0.077,-2.65,2.441,-133.545,3.845
9,0.204,0.171,-2.562,2.197,-160.278,5.371
10,0.161,0.249,-2.443,2.197,-185.852,4.395
11,0.121,0.275,-2.314,3.113,-208.984,0
12,0.064,0.253,-2.17,3.723,-230.835,-5.981
13,0.004,0.201,-1.992,3.54,-252.686,-11.78
14,-0.032,0.129,-1.8,4.883,-271.606,-16.724
15,-0.067,0.045,-1.585,6.348,-287.292,-20.142
16,-0.072,-0.063,-1.383,7.08,-298.95,-22.461
17,-0.076,-0.185,-1.207,6.409,-306.824,-23.56
18,-0.11,-0.277,-1.041,3.357,-312.744,-21.851
19,-0.157,-0.308,-0.893,-0.061,-317.932,-16.968
20,-0.156,-0.272,-0.739,-0.732,-322.937,-10.559
21,-0.17,-0.193,-0.605,-0.916,-327.087,-5.249
22,-0.195,-0.107,-0.444,-0.671,-333.679,-2.014
23,-0.191,-0.048,-0.281,1.16,-339.172,-1.343
24,-0.175,-0.031,-0.117,5.127,-340.698,-3.113
25,-0.162,-0.06,0.042,8.118,-340.454,-5.554
26,-0.139,-0.117,0.173,9.949,-334.045,-7.935
27,-0.12,-0.172,0.3,12.878,-325.928,-9.277
28,-0.124,-0.209,0.414,17.151,-317.871,-9.033
29,-0.11,-0.209,0.548,12.695,-309.998,-6.531
30,-0.08,-0.183,0.716,6.104,-302.979,-3.54
31,-0.066,-0.155,0.87,1.587,-292.175,-0.671
32,-0.031,-0.125,1.045,-1.099,-279.053,1.587
33,0.021,-0.085,1.233,-4.517,-263.367,3.662
34,0.071,-0.05,1.4,-6.165,-241.455,5.493
35,0.116,-0.012,1.527,-7.324,-213.867,6.836
36,0.155,0.036,1.608,-8.667,-182.19,8.057
37,0.202,0.085,1.64,-10.071,-148.437,8.667
38,0.249,0.105,1.619,-10.925,-114.38,8.057
39,0.29,0.104,1.543,-11.475,-80.627,6.348
40,0.318,0.081,1.429,-11.475,-49.927,4.944
41,0.335,0.053,1.294,-10.864,-23.437,4.028
42,0.363,0.027,1.152,-8.362,-1.038,4.211
43,0.384,0.013,1.014,-4.7,15.869,5.493
44,0.386,0.011,0.887,-1.282,30.09,7.202
45,0.385,0.015,0.772,0.305,39.673,8.789
46,0.378,0.033,0.68,1.221,45.41,10.376
47,0.374,0.055,0.626,0.916,47.058,11.597
48,0.371,0.084,0.609,0.122,46.387,12.39
49,0.369,0.109,0.632,-0.671,44.495,12.573
50,0.366,0.129,0.681,-1.343,44.006,12.146
51,0.36,0.157,0.756,-1.343,44.434,11.902
52,0.372,0.194,0.843,-0.977,46.997,11.353
53,0.392,0.229,0.923,0.183,53.894,9.888
54,0.409,0.249,0.995,1.587,64.453,7.507
55,0.427,0.253,1.032,2.686,79.163,4.15
56,0.44,0.233,1.03,2.869,97.595,-0.061
57,0.435,0.186,0.979,3.052,118.164,-4.028
58,0.422,0.109,0.903,2.258,137.085,-7.629
59,0.397,0.012,0.807,0.671,155.457,-10.559
60,0.373,-0.087,0.712,-0.122,171.936,-11.475
61,0.367,-0.16,0.637,-0.427,185.059,-9.46
62,0.361,-0.201,0.548,1.587,198.181,-5.493
63,0.347,-0.208,0.458,3.479,210.632,-0.427
64,0.326,-0.164,0.363,4.944,221.558,6.042
65,0.311,-0.08,0.275,6.409,231.018,12.329
66,0.291,0.019,0.197,7.324,238.22,17.029
67,0.273,0.128,0.132,6.714,244.141,19.348
68,0.267,0.236,0.083,5.005,248.596,19.348
69,0.278,0.3,0.024,3.967,254.822,16.052
70,0.276,0.291,-0.058,3.723,263.184,9.705
71,0.278,0.199,-0.172,3.052,273.682,1.648
72,0.268,0.041,-0.323,3.845,285.889,-5.005
73,0.232,-0.137,-0.507,7.507,299.072,-8.484
74,0.185,-0.286,-0.743,9.155,308.167,-7.202
75,0.154,-0.331,-0.95,0.061,308.105,-0.671
76,0.139,-0.251,-1.161,-3.723,304.504,9.338
77,0.134,-0.083,-1.331,-7.69,292.725,18.677
78,0.169,0.11,-1.469,-11.169,274.536,23.621
79,0.209,0.288,-1.511,-15.259,251.099,22.888
80,0.256,0.398,-1.506,-18.066,228.699,16.174
81,0.295,0.396,-1.467,-18.311,210.205,5.432
82,0.32,0.281,-1.423,-16.724,196.411,-6.409
83,0.326,0.09,-1.392,-14.221,187.866,-16.174
84,0.317,-0.109,-1.388,-12.146,183.044,-21.057
85,0.305,-0.254,-1.42,-10.498,180.42,-19.958
86,0.296,-0.299,-1.487,-9.155,180.054,-13.245
87,0.29,-0.243,-1.609,-7.629,180.908,-4.15
88,0.285,-0.115,-1.753,-8.789,175.964,4.761
89,0.29,0.034,-1.871,-11.047,164.856,10.498
90,0.311,0.148,-1.983,-13.367,152.649,10.925
91,0.336,0.194,-2.066,-14.709,138,7.507
92,0.358,0.171,-2.111,-14.343,122.192,1.77
93,0.37,0.095,-2.13,-12.878,105.774,-3.418
94,0.386,0.003,-2.125,-9.888,89.233,-6.409
95,0.399,-0.083,-2.1,-5.737,74.28,-7.202
96,0.406,-0.147,-2.063,-2.38,60.486,-5.737
97,0.405,-0.167,-2.019,-0.122,47.058,-2.625
98,0.401,-0.137,-1.972,1.587,34.485,2.502
99,0.401,-0.065,-1.912,1.709,22.095,7.629
100,0.399,0.027,-1.825,0.549,9.644,11.23
101,0.4,0.116,-1.717,-1.404,-1.831,12.573
102,0.409,0.177,-1.595,-3.418,-11.78,11.475
103,0.407,0.199,-1.471,-4.517,-19.897,8.606
104,0.408,0.193,-1.347,-4.15,-25.33,5.005
105,0.405,0.169,-1.237,-2.747,-28.32,1.648
106,0.407,0.149,-1.144,-1.16,-29.48,-0.671
107,0.405,0.129,-1.071,-0.427,-28.931,-2.563
108,0.403,0.107,-1.019,-0.61,-27.344,-4.089
109,0.397,0.082,-0.984,-1.648,-25.391,-4.944
110,0.39,0.057,-0.959,-2.93,-23.254,-5.249
111,0.392,0.031,-0.943,-3.967,-21.545,-5.493
112,0.385,0.006,-0.932,-3.967,-19.592,-5.432
113,0.384,-0.007,-0.923,-3.723,-17.883,-5.005
114,0.379,-0.004,-0.911,-3.54,-16.663,-3.967
115,0.375,0.017,-0.893,-2.991,-15.93,-2.563
116,0.377,0.044,-0.869,-2.808,-15.503,-1.831
117,0.38,0.064,-0.844,-2.991,-14.893,-1.831
118,0.38,0.07,-0.823,-3.113,-13.55,-2.502
119,0.381,0.065,-0.811,-3.052,-10.925,-3.54

1,0.457,0.02,-2.241,1.953,5.31,0.427
2,0.431,-0.017,-2.396,1.709,-9.216,-0.061
3,0.419,-0.031,-2.506,1.709,-27.771,0.916
4,0.4,-0.021,-2.559,2.625,-49.805,2.563
5,0.372,0.015,-2.554,2.93,-74.097,4.333
6,0.341,0.07,-2.504,3.174,-98.511,5.615
7,0.305,0.144,-2.411,2.258,-122.192,5.859
8,0.259,0.216,-2.288,1.465,-144.409,4.822
9,0.259,0.238,-2.167,2.014,-164.185,1.099
10,0.254,0.175,-2.076,3.418,-179.81,-4.578
11,0.23,0.055,-2.036,6.348,-191.65,-9.705
12,0.177,-0.066,-2.02,10.315,-202.637,-12.512
13,0.118,-0.145,-1.993,14.832,-216.858,-12.085
14,0.074,-0.173,-1.941,18.677,-233.826,-9.216
15,0.007,-0.161,-1.84,21.484,-253.601,-5.737
16,-0.068,-0.119,-1.684,21.912,-275.818,-3.235
17,-0.126,-0.075,-1.457,20.508,-297.668,-1.465
18,-0.148,-0.051,-1.196,17.273,-316.589,-1.465
19,-0.17,-0.07,-0.927,13.123,-330.688,-2.991
20,-0.152,-0.114,-0.715,10.193,-337.524,-4.517
21,-0.153,-0.167,-0.531,8.911,-341.736,-5.127
22,-0.189,-0.197,-0.372,6.958,-342.773,-4.517
23,-0.183,-0.184,-0.222,5.981,-340.82,-1.77
24,-0.169,-0.129,-0.079,5.798,-339.783,2.075
25,-0.169,-0.047,0.049,4.578,-335.815,5.188
26,-0.173,0.035,0.182,1.892,-331.97,6.531
27,-0.176,0.097,0.318,0.732,-327.942,5.676
28,-0.167,0.141,0.477,-0.732,-324.707,3.357
29,-0.155,0.147,0.659,-1.404,-321.167,-0.305
30,-0.117,0.119,0.866,-1.282,-314.697,-4.578
31,-0.069,0.08,1.082,-4.333,-303.223,-7.629
32,-0.013,0.046,1.291,-7.568,-285.583,-9.277
33,0.051,0.03,1.467,-10.986,-259.827,-8.972
34,0.115,0.022,1.591,-12.146,-228.943,-7.812
35,0.168,0.022,1.667,-11.841,-194.153,-6.104
36,0.223,0.029,1.701,-11.047,-158.081,-4.761
37,0.265,0.045,1.672,-10.071,-121.399,-3.113
38,0.292,0.068,1.574,-8.728,-84.534,-1.648
39,0.321,0.087,1.452,-7.935,-52.795,-0.732
40,0.343,0.101,1.281,-6.836,-24.292,-0.122
41,0.36,0.109,1.108,-5.981,-2.014,-0.183
42,0.367,0.119,0.952,-5.859,12.695,-0.671
43,0.382,0.124,0.828,-5.615,21.729,-1.648
44,0.398,0.109,0.742,-5.737,25.696,-3.174
45,0.397,0.061,0.682,-5.31,27.832,-4.761
46,0.393,-0.004,0.668,-4.883,27.649,-5.249
47,0.385,-0.052,0.699,-4.578,26.245,-4.639
48,0.377,-0.067,0.76,-3.235,26.123,-1.953
49,0.383,-0.043,0.851,-1.953,27.1,1.831
50,0.387,0.023,0.932,-1.831,32.959,6.042
51,0.401,0.104,0.998,-1.831,42.786,8.972
52,0.413,0.176,1.043,-1.77,55.725,9.399
53,0.428,0.224,1.069,-1.282,71.716,7.996
54,0.437,0.24,1.071,-0.549,89.783,5.432
55,0.441,0.225,1.037,0.793,109.314,1.77
56,0.442,0.18,0.964,1.404,129.822,-2.014
57,0.437,0.114,0.845,2.319,150.696,-4.7
58,0.432,0.036,0.689,3.479,171.753,-5.798
59,0.42,-0.026,0.526,2.625,187.988,-5.554
60,0.405,-0.047,0.366,2.502,200.378,-3.784
61,0.413,-0.027,0.223,1.709,207.642,-0.549
62,0.432,0.029,0.099,0.183,211.304,2.563
63,0.454,0.097,-0.006,-0.916,212.585,4.333
64,0.47,0.147,-0.102,-1.099,211.914,3.906
65,0.489,0.174,-0.181,-1.038,210.083,1.404
66,0.504,0.161,-0.238,-1.038,206.604,-2.686
67,0.505,0.105,-0.289,-1.16,203.247,-6.287
68,0.508,0.028,-0.327,-1.221,200.195,-9.338
69,0.506,-0.043,-0.349,-1.16,197.388,-10.071
70,0.505,-0.084,-0.367,-0.61,195.923,-8.484
71,0.511,-0.073,-0.38,-0.977,195.679,-5.432
72,0.522,-0.017,-0.402,-1.404,197.144,-2.38
73,0.516,0.036,-0.447,-2.014,200.867,-0.732
74,0.501,0.064,-0.509,-2.258,204.834,-1.038
75,0.484,0.058,-0.606,-1.831,209.839,-2.625
76,0.466,0.033,-0.705,-1.709,213.196,-4.578
77,0.448,0.006,-0.797,-2.197,212.158,-5.31
78,0.436,-0.005,-0.888,-3.418,209.717,-5.371
79,0.438,-0.001,-0.955,-5.493,204.407,-5.31
80,0.456,0.005,-1.001,-8.667,197.144,-5.676
81,0.459,0.01,-1.038,-13.306,190.979,-6.897
82,0.453,0.009,-1.064,-18.188,185.791,-8.728
83,0.451,-0.002,-1.096,-21.057,181.091,-10.498
84,0.446,-0.031,-1.127,-22.217,177.551,-12.268
85,0.429,-0.069,-1.137,-22.278,172.852,-13.367
86,0.426,-0.095,-1.137,-18.982,168.823,-13.062
87,0.44,-0.125,-1.155,-12.512,167.48,-11.841
88,0.449,-0.172,-1.224,-5.554,169.556,-10.132
89,0.436,-0.215,-1.352,0.488,174.011,-7.568
90,0.426,-0.227,-1.508,4.7,174.805,-4.028
91,0.419,-0.199,-1.688,6.348,171.753,0.916
92,0.415,-0.135,-1.862,4.761,161.865,5.859
93,0.428,-0.053,-1.987,0.366,144.897,9.094
94,0.452,0.003,-2.067,-4.333,128.235,9.766
95,0.468,0.002,-2.107,-8.179,110.046,8.057
96,0.472,-0.042,-2.1,-9.644,91.003,5.737
97,0.476,-0.09,-2.043,-7.874,72.754,5.066
98,0.475,-0.106,-1.957,-3.54,55.786,7.019
99,0.468,-0.074,-1.845,1.526,40.833,10.559
100,0.476,0.003,-1.717,5.432,28.503,14.038
101,0.485,0.102,-1.597,6.836,19.165,16.418
102,0.485,0.195,-1.505,6.165,13.184,16.357
103,0.487,0.272,-1.445,3.296,9.521,13.855
104,0.491,0.315,-1.415,-0.488,7.019,9.277
105,0.493,0.294,-1.401,-4.089,4.578,3.052
106,0.487,0.216,-1.391,-6.775,1.221,-3.418
107,0.482,0.111,-1.371,-7.935,-2.991,-7.996
108,0.476,0.011,-1.339,-7.568,-7.568,-10.62
109,0.471,-0.055,-1.286,-6.531,-12.817,-10.315
110,0.466,-0.081,-1.219,-5.859,-17.639,-8.118
111,0.468,-0.069,-1.142,-5.249,-21.667,-5.371
112,0.469,-0.043,-1.07,-4.517,-24.109,-3.113
113,0.465,-0.016,-1.008,-3.906,-24.963,-1.221
114,0.458,0.009,-0.959,-2.93,-24.719,-0.244
115,0.455,0.03,-0.917,-2.563,-23.926,0.244
116,0.452,0.045,-0.884,-2.136,-21.484,-0.061
117,0.451,0.051,-0.863,-1.831,-18.738,-0.793
118,0.449,0.048,-0.854,-1.526,-16.052,-1.709
119,0.442,0.039,-0.858,-1.953,-13.428,-2.441

1,0.529,-0.005,-2.123,-0.549,-9.46,-5.249
2,0.532,-0.014,-2.199,-1.16,-23.682,-5.066
3,0.548,-0.02,-2.259,-0.61,-38.086,-4.395
4,0.542,-0.027,-2.328,2.075,-52.002,-3.601
