aX,aY,aZ,gX,gY,gZ
-0.862,-2.208,1.062,-34.790,-146.912,184.570
-0.854,-1.868,0.893,-27.466,-115.295,213.684
-0.849,-1.551,0.648,-30.884,-86.182,235.046
-0.781,-1.310,0.366,-33.630,-65.186,247.925
-0.749,-1.192,0.049,-31.677,-54.993,254.639
-0.789,-1.201,-0.245,-31.372,-53.772,258.362
-0.870,-1.281,-0.423,-28.748,-65.552,263.184
-0.938,-1.278,-0.441,-19.470,-92.712,272.705
-0.957,-1.147,-0.322,-7.324,-121.948,285.278
-0.994,-0.942,-0.126,1.038,-145.569,296.753
-1.011,-0.763,0.123,2.991,-169.006,303.650
-0.988,-0.659,0.396,-1.343,-186.218,307.129
-0.963,-0.544,0.665,-7.751,-189.514,309.875
-0.904,-0.393,0.922,-4.028,-186.890,311.096
-0.827,-0.209,1.162,-1.648,-176.575,310.547
-0.730,-0.052,1.374,-3.723,-157.349,306.824
-0.617,0.095,1.545,-6.714,-131.104,300.415
-0.521,0.190,1.637,-6.165,-96.497,290.466
-0.451,0.237,1.670,-12.146,-57.007,278.198
-0.388,0.244,1.619,-14.282,-15.198,265.015
-0.336,0.235,1.484,-12.756,26.245,252.686
-0.299,0.243,1.317,-13.062,64.026,242.310
-0.267,0.264,1.128,-11.475,95.093,233.215
-0.239,0.292,0.951,-11.658,118.958,224.609
-0.233,0.329,0.793,-12.939,137.390,216.614
-0.249,0.396,0.692,-11.047,150.146,209.534
-0.229,0.492,0.672,-6.409,158.020,202.820
-0.194,0.583,0.694,3.845,166.443,195.557
-0.186,0.648,0.678,19.592,182.129,186.707
-0.202,0.704,0.623,34.363,201.660,177.795
-0.231,0.763,0.546,46.082,220.520,169.128
-0.221,0.841,0.459,51.147,236.816,160.950
-0.208,0.938,0.303,47.058,254.517,151.855
-0.205,1.014,0.101,37.354,273.193,140.076
-0.193,1.031,-0.126,28.625,286.865,125.366
-0.163,0.967,-0.361,21.362,295.654,108.948
-0.139,0.838,-0.592,17.151,300.537,91.919
-0.104,0.697,-0.822,16.418,299.377,77.881
-0.069,0.546,-1.023,13.794,292.419,67.261
-0.029,0.414,-1.192,17.456,281.677,60.181
0.003,0.320,-1.327,20.386,268.494,57.251
0.045,0.309,-1.427,19.958,252.319,57.617
0.071,0.386,-1.480,18.188,234.436,59.387
0.111,0.522,-1.485,15.015,216.125,60.120
0.143,0.684,-1.481,10.071,200.989,58.167
0.161,0.814,-1.447,0.916,186.584,51.758
0.167,0.878,-1.380,-11.780,174.133,41.565
0.202,0.906,-1.292,-22.827,164.490,29.053
0.239,0.889,-1.227,-30.273,158.813,15.930
0.243,0.799,-1.201,-33.752,156.799,2.075
0.247,0.672,-1.219,-31.982,157.043,-10.193
0.236,0.477,-1.256,-28.076,157.959,-20.691
0.234,0.283,-1.306,-26.306,157.959,-27.405
0.216,0.198,-1.340,-24.963,156.067,-28.625
0.188,0.174,-1.373,-25.024,153.320,-27.466
0.158,0.195,-1.402,-25.574,150.452,-26.184
0.124,0.286,-1.445,-26.550,147.461,-24.902
0.105,0.451,-1.493,-26.611,144.104,-24.902
0.083,0.655,-1.520,-26.672,138.977,-27.588
0.060,0.869,-1.535,-26.001,133.179,-34.668
0.037,1.054,-1.537,-23.376,127.625,-46.570
0.021,1.180,-1.517,-20.142,121.704,-63.660
-0.022,1.243,-1.486,-18.250,117.004,-84.351
-0.077,1.280,-1.439,-17.700,112.976,-106.873
-0.131,1.336,-1.396,-17.822,110.352,-130.127
-0.208,1.311,-1.402,-18.799,110.291,-156.128
-0.301,1.084,-1.480,-21.606,111.938,-185.913
-0.364,0.588,-1.631,-26.855,114.685,-215.759
-0.344,-0.149,-1.898,-34.302,115.845,-240.967
-0.353,-0.977,-2.129,-45.166,109.070,-255.005
-0.303,-1.762,-2.450,-24.780,96.069,-254.211
-0.188,-2.308,-2.540,-27.832,73.120,-231.506
-0.070,-2.631,-2.604,-38.086,43.518,-190.796
0.042,-2.572,-2.498,-14.709,12.939,-142.944
0.119,-2.180,-2.292,-37.537,-18.799,-86.304
0.146,-1.556,-1.943,-31.433,-46.326,-42.480
0.170,-0.954,-1.575,-25.330,-64.697,-15.320
0.198,-0.521,-1.228,-23.804,-74.402,-4.700
0.204,-0.299,-0.935,-25.330,-75.623,-5.127
0.213,-0.238,-0.716,-25.940,-72.144,-10.925
0.216,-0.291,-0.551,-24.658,-65.369,-18.616
0.213,-0.398,-0.477,-20.447,-49.683,-24.048
0.214,-0.513,-0.470,-14.893,-31.982,-25.879
0.210,-0.620,-0.536,-9.460,-15.076,-23.926
0.201,-0.693,-0.659,-3.723,-1.831,-19.104
0.190,-0.705,-0.808,0.793,9.155,-11.719
0.168,-0.631,-0.957,4.272,15.808,-3.357
0.139,-0.486,-1.070,5.127,15.808,4.883
0.130,-0.339,-1.115,3.174,10.071,10.376
0.125,-0.232,-1.109,1.343,3.418,11.963
0.115,-0.163,-1.090,0.183,-1.160,11.414
0.117,-0.103,-1.065,-0.427,-4.211,9.399
0.113,-0.084,-1.047,-1.221,-5.798,6.470
0.106,-0.174,-1.007,-3.723,-6.897,3.113
0.114,-0.242,-0.940,-5.310,-7.812,2.014

-0.263,0.653,-2.028,-174.927,46.692,-122.559
-0.335,0.589,-2.233,-189.453,28.137,-138.611
-0.432,0.496,-2.346,-205.078,3.723,-154.602
-0.505,0.377,-2.321,-218.933,-26.184,-169.739
-0.573,0.215,-2.176,-232.849,-57.007,-183.777
-0.619,0.010,-1.956,-248.230,-86.487,-196.472
-0.607,-0.287,-1.695,-263.855,-113.953,-207.214
-0.600,-0.691,-1.523,-279.053,-131.104,-214.233
-0.648,-1.170,-1.448,-292.664,-142.395,-215.149
-0.662,-1.604,-1.331,-304.993,-156.067,-207.520
-0.653,-1.946,-1.169,-311.096,-171.326,-190.369
-0.607,-2.128,-0.964,-328.735,-184.204,-162.476
-0.576,-2.148,-0.799,-352.173,-192.505,-128.113
-0.534,-2.023,-0.710,-369.934,-195.923,-92.896
-0.515,-1.877,-0.718,-385.193,-196.350,-61.523
-0.570,-1.804,-0.805,-392.395,-196.411,-36.743
-0.629,-1.802,-0.942,-384.949,-199.585,-15.808
-0.728,-1.863,-1.101,-358.826,-207.764,3.906
-0.885,-1.927,-1.225,-313.293,-223.206,24.414
-1.007,-1.943,-1.147,-252.319,-248.291,45.837
-1.085,-1.915,-0.871,-186.951,-278.259,66.772
-1.177,-1.899,-0.500,-129.150,-306.091,83.862
-1.267,-1.911,-0.076,-71.472,-334.961,97.168
-1.289,-1.893,0.458,-32.227,-359.497,108.826
-1.286,-1.910,0.875,-21.179,-363.770,122.681
-1.255,-1.908,1.299,-33.569,-356.812,138.000
-1.164,-1.857,1.631,-60.547,-331.543,156.128
-1.080,-1.798,1.849,-78.857,-290.588,173.584
-1.014,-1.744,2.024,-92.041,-247.375,189.331
-0.950,-1.664,2.181,-96.497,-204.224,204.346
-0.878,-1.570,2.261,-92.224,-153.992,219.299
-0.852,-1.473,2.140,-74.524,-93.018,234.558
-0.856,-1.383,1.853,-51.697,-30.396,248.474
-0.864,-1.287,1.487,-30.151,20.081,262.207
-0.874,-1.116,1.096,-5.432,55.603,276.245
-0.868,-0.907,0.730,12.451,76.904,288.879
-0.829,-0.698,0.439,19.104,82.336,297.424
-0.800,-0.511,0.237,17.700,76.904,301.331
-0.728,-0.364,0.136,16.113,63.049,300.720
-0.652,-0.243,0.107,14.832,45.166,297.119
-0.606,-0.161,0.166,13.428,27.405,292.175
-0.562,-0.095,0.300,10.925,10.010,286.011
-0.532,-0.040,0.447,8.057,1.282,280.090
-0.517,0.014,0.634,1.892,-1.770,274.109
-0.434,0.060,0.857,-7.263,0.671,267.639
-0.371,0.078,1.011,-14.404,15.808,260.498
-0.349,0.115,1.083,-19.104,41.870,253.723
-0.335,0.191,1.078,-21.545,70.923,247.803
-0.303,0.277,1.023,-24.597,100.159,242.004
-0.268,0.342,0.912,-24.597,128.296,234.314
-0.250,0.384,0.759,-19.104,155.212,225.220
-0.234,0.412,0.574,-12.878,177.795,216.125
-0.227,0.413,0.388,-7.019,195.618,207.275
-0.235,0.425,0.236,-1.465,205.566,199.402
-0.251,0.477,0.132,2.258,209.717,193.481
-0.255,0.564,0.094,3.784,209.717,188.293
-0.266,0.709,0.075,4.272,210.693,182.617
-0.219,0.899,0.089,2.563,215.210,175.476
-0.171,1.055,0.048,6.042,222.412,164.612
-0.142,1.181,-0.051,6.653,236.572,149.780
-0.108,1.245,-0.181,4.822,247.925,131.042
-0.084,1.232,-0.342,3.052,256.836,109.802
-0.057,1.147,-0.520,2.747,264.282,87.402
-0.022,0.990,-0.724,3.540,268.250,66.284
0.002,0.782,-0.911,2.625,266.296,48.462
0.033,0.576,-1.076,2.869,259.949,35.583
0.064,0.425,-1.204,3.967,250.549,28.625
0.083,0.342,-1.306,3.113,239.380,25.757
0.108,0.341,-1.395,-1.343,227.783,25.452
0.133,0.409,-1.469,-8.484,215.515,25.452
0.151,0.499,-1.518,-16.174,201.721,23.621
0.170,0.555,-1.528,-22.705,186.340,18.738
0.193,0.570,-1.522,-27.283,173.828,11.230
0.209,0.578,-1.486,-28.809,163.208,3.540
0.230,0.608,-1.416,-27.710,153.625,-3.174
0.253,0.639,-1.337,-25.269,146.545,-9.705
0.267,0.615,-1.250,-23.987,142.334,-18.005
0.281,0.555,-1.165,-23.499,140.869,-27.588
0.272,0.421,-1.110,-22.217,142.761,-37.231
0.246,0.242,-1.127,-20.508,148.621,-45.532
0.225,0.066,-1.220,-18.555,156.311,-50.415
0.171,-0.037,-1.393,-14.282,162.415,-50.049
0.146,-0.015,-1.580,-9.949,164.551,-45.349
0.144,0.163,-1.730,-4.517,160.522,-38.940
0.130,0.423,-1.817,-1.831,150.513,-36.011
0.158,0.665,-1.831,-1.953,138.428,-39.856
0.180,0.808,-1.803,-4.578,126.831,-51.331
0.142,0.779,-1.766,-8.728,117.126,-68.726
0.127,0.627,-1.711,-12.512,108.948,-87.280
0.088,0.426,-1.667,-14.038,102.905,-102.783
0.047,0.269,-1.662,-13.062,98.694,-112.854
0.013,0.188,-1.676,-11.841,94.543,-118.958
-0.011,0.210,-1.718,-11.169,89.966,-122.375
-0.026,0.291,-1.779,-12.756,84.290,-125.793
-0.039,0.276,-1.808,-19.958,76.050,-132.629
-0.062,0.141,-1.863,-23.254,68.054,-142.944
-0.071,-0.051,-1.930,-20.935,59.387,-152.161
-0.072,-0.276,-1.973,-19.409,47.424,-158.325
-0.049,-0.556,-1.976,-21.240,33.264,-161.072
-0.004,-0.908,-1.944,-25.940,18.005,-160.034
0.038,-1.253,-1.872,-31.372,2.136,-152.954
0.065,-1.606,-1.864,-7.568,-14.343,-142.334
0.112,-1.689,-1.580,-21.484,-26.917,-119.202
0.145,-1.662,-1.387,-35.767,-40.710,-88.989
0.170,-1.458,-1.195,-34.546,-47.424,-59.631
0.198,-1.134,-1.018,-29.663,-49.500,-34.668
0.202,-0.803,-0.874,-23.560,-47.363,-17.761
0.217,-0.550,-0.763,-18.616,-43.274,-9.155
0.214,-0.412,-0.685,-14.160,-38.086,-6.958
0.213,-0.364,-0.630,-10.681,-31.250,-8.057
0.214,-0.380,-0.599,-6.897,-22.888,-9.705
0.214,-0.429,-0.595,-2.808,-13.733,-10.376
0.206,-0.482,-0.631,0.610,-4.761,-9.094
0.191,-0.509,-0.705,2.991,3.235,-6.287
0.183,-0.496,-0.797,5.249,9.521,-2.319
0.167,-0.459,-0.897,6.165,14.465,2.502
0.157,-0.402,-0.979,5.371,16.541,6.348
0.146,-0.322,-1.032,4.822,15.198,9.888
0.126,-0.253,-1.057,3.967,12.024,12.207

-0.207,1.020,-1.702,-215.332,24.536,-110.107
-0.294,0.853,-1.859,-214.478,12.634,-139.832
-0.377,0.573,-1.990,-233.337,-4.883,-165.039
-0.483,0.228,-2.043,-249.512,-27.222,-184.814
-0.534,-0.125,-2.012,-262.756,-52.551,-198.547
-0.600,-0.445,-1.909,-273.499,-78.125,-205.566
-0.635,-0.701,-1.722,-283.630,-103.577,-206.360
-0.599,-0.830,-1.471,-288.635,-127.136,-202.515
-0.579,-1.061,-1.419,-275.391,-138.794,-199.280
-0.575,-1.259,-1.321,-298.645,-144.165,-190.979
-0.574,-1.625,-1.323,-292.480,-155.029,-184.448
-0.535,-1.943,-1.156,-302.063,-170.593,-171.021
-0.532,-2.308,-1.095,-280.457,-183.411,-154.724
-0.530,-2.609,-0.981,-288.696,-194.336,-127.197
-0.552,-2.740,-0.864,-276.978,-202.026,-94.299
-0.589,-2.761,-0.795,-271.545,-210.266,-54.688
-0.601,-2.652,-0.718,-245.850,-219.971,-16.479
-0.660,-2.460,-0.565,-232.849,-227.112,19.775
-0.694,-2.274,-0.442,-212.158,-232.056,50.537
-0.730,-2.132,-0.333,-188.843,-235.901,74.768
-0.745,-2.039,-0.245,-168.518,-235.413,94.177
-0.799,-1.965,-0.154,-146.729,-235.596,111.023
-0.841,-1.895,-0.023,-122.498,-238.525,125.793
-0.857,-1.863,0.191,-96.436,-245.911,138.794
-0.870,-1.859,0.451,-73.059,-250.610,150.574
-0.892,-1.818,0.705,-50.415,-248.535,163.391
-0.882,-1.713,0.962,-36.621,-240.234,177.795
-0.833,-1.584,1.182,-33.875,-223.572,192.078
-0.794,-1.487,1.297,-25.574,-196.716,203.735
-0.751,-1.389,1.333,-16.541,-164.978,213.562
-0.697,-1.307,1.289,-11.108,-134.216,222.046
-0.643,-1.269,1.137,-6.348,-103.210,228.821
-0.632,-1.277,0.934,-5.188,-75.928,234.741
-0.662,-1.267,0.730,-5.371,-58.228,241.516
-0.668,-1.202,0.582,-6.470,-51.880,250.000
-0.674,-1.105,0.499,-8.179,-52.734,259.216
-0.702,-0.998,0.490,-12.024,-57.800,267.578
-0.717,-0.857,0.549,-15.503,-64.514,274.841
-0.724,-0.670,0.662,-20.081,-69.031,280.090
-0.677,-0.477,0.796,-18.250,-67.383,282.837
-0.631,-0.310,0.938,-17.822,-61.707,282.166
-0.587,-0.151,1.069,-13.977,-50.171,278.625
-0.550,-0.001,1.185,-11.292,-34.973,273.437
-0.497,0.144,1.304,-13.062,-17.273,266.357
-0.440,0.256,1.373,-9.521,5.249,256.836
-0.405,0.331,1.383,-5.249,33.386,245.667
-0.362,0.343,1.350,-6.226,62.927,233.276
-0.334,0.296,1.240,-6.409,93.994,219.666
-0.317,0.216,1.071,-8.911,123.535,207.947
-0.330,0.148,0.873,-9.155,149.231,199.402
-0.322,0.123,0.687,-9.155,168.518,194.397
-0.303,0.132,0.533,-7.080,181.213,191.772
-0.303,0.186,0.393,-2.686,191.406,190.308
-0.306,0.298,0.290,2.136,197.754,189.392
-0.310,0.446,0.246,8.667,199.158,187.500
-0.298,0.587,0.243,15.686,200.195,183.167
-0.290,0.724,0.253,21.545,203.735,176.392
-0.287,0.850,0.252,27.100,210.388,167.847
-0.300,0.949,0.236,29.358,219.910,157.227
-0.323,1.031,0.197,27.100,231.873,144.897
-0.316,1.100,0.116,21.179,245.667,131.042
-0.318,1.170,-0.032,12.085,263.611,116.760
-0.315,1.228,-0.264,3.906,284.241,100.952
-0.292,1.231,-0.556,-0.610,302.185,82.642
-0.265,1.156,-0.913,0.854,313.416,62.622
-0.213,1.015,-1.245,5.554,310.913,43.518
-0.175,0.838,-1.521,8.850,296.143,27.527
-0.129,0.675,-1.703,13.123,270.325,16.357
-0.080,0.563,-1.713,16.785,235.229,10.132
-0.045,0.518,-1.639,18.738,211.121,7.935
-0.010,0.570,-1.505,16.174,191.833,8.057
0.026,0.706,-1.359,10.254,178.223,8.423
0.059,0.847,-1.250,0.671,170.654,5.188
0.087,0.930,-1.206,-10.742,168.701,-2.991
0.094,0.929,-1.231,-20.386,170.471,-14.893
0.083,0.854,-1.302,-27.222,172.424,-28.992
0.071,0.729,-1.395,-28.931,173.828,-42.419
0.049,0.588,-1.497,-24.475,173.462,-53.772
0.051,0.473,-1.588,-17.151,170.898,-61.707
0.057,0.414,-1.647,-11.780,165.588,-66.162
0.067,0.419,-1.676,-9.338,158.630,-68.359
0.078,0.438,-1.697,-10.986,151.611,-70.923
0.092,0.474,-1.723,-15.442,145.386,-75.134
0.084,0.481,-1.755,-22.217,139.343,-81.909
0.062,0.453,-1.794,-27.344,133.301,-90.332
0.032,0.423,-1.816,-28.992,125.488,-98.938
0.008,0.353,-1.820,-27.039,117.737,-107.178
0.020,0.267,-1.790,-23.254,109.924,-114.502
0.018,0.198,-1.787,-18.005,104.126,-120.911
0.010,0.167,-1.839,-13.611,99.854,-126.770
-0.007,0.140,-1.910,-10.925,95.032,-132.019
-0.032,0.157,-1.984,-9.033,88.135,-137.390
-0.042,0.137,-2.049,-9.705,78.491,-143.738
-0.044,0.070,-2.088,-13.550,65.491,-150.757
-0.032,-0.172,-2.062,-23.376,50.171,-159.424
-0.012,-0.546,-1.974,-33.386,33.691,-166.809
0.034,-0.852,-1.818,-38.757,18.616,-168.884
0.059,-1.300,-1.854,-11.719,6.348,-167.603
0.117,-1.502,-1.626,-35.034,-4.028,-151.306
0.130,-1.720,-1.557,-28.870,-12.024,-132.080
0.162,-1.791,-1.437,-44.312,-19.653,-106.018
0.185,-1.709,-1.303,-38.879,-24.414,-78.796
0.203,-1.486,-1.179,-33.508,-27.771,-51.758
0.211,-1.170,-1.060,-22.766,-28.625,-29.907
0.210,-0.868,-0.948,-12.634,-27.649,-15.259
0.206,-0.652,-0.849,-5.371,-25.085,-8.484
0.205,-0.535,-0.765,-0.732,-20.996,-7.141
0.189,-0.505,-0.716,1.160,-15.564,-7.751
0.177,-0.521,-0.700,1.892,-9.155,-8.118
0.158,-0.540,-0.736,1.831,-2.075,-7.080
0.152,-0.605,-0.814,1.404,4.395,-5.066
0.153,-0.620,-0.879,1.099,7.935,-0.732
0.135,-0.564,-0.938,2.136,10.437,5.127
0.126,-0.489,-0.998,2.197,11.841,10.254
0.126,-0.405,-1.037,2.380,10.803,14.404
0.120,-0.324,-1.050,2.136,7.996,16.846
0.114,-0.256,-1.035,1.953,5.310,18.250
0.116,-0.206,-0.992,0.671,3.052,18.494
0.113,-0.168,-0.955,-0.854,2.563,17.822

-0.127,1.064,-1.847,-220.093,35.950,-90.271
-0.210,0.952,-2.016,-214.050,20.569,-121.826
-0.342,0.704,-2.112,-224.854,-0.671,-149.719
-0.454,0.420,-2.088,-239.014,-27.893,-172.852
-0.550,0.191,-2.012,-251.282,-54.260,-189.087
-0.629,0.000,-1.866,-263.611,-79.285,-200.562
-0.654,-0.193,-1.697,-280.151,-103.394,-210.022
-0.646,-0.454,-1.523,-295.898,-125.122,-218.323
-0.620,-0.829,-1.331,-308.044,-142.029,-225.891
-0.645,-1.443,-1.328,-288.574,-153.503,-232.544
-0.618,-1.902,-1.108,-303.284,-164.246,-222.412
-0.570,-2.310,-0.973,-293.091,-179.138,-200.439
-0.517,-2.435,-0.728,-314.270,-189.453,-163.940
-0.493,-2.480,-0.600,-297.119,-197.693,-127.380
-0.469,-2.412,-0.529,-304.871,-193.909,-89.905
-0.487,-2.326,-0.555,-304.932,-185.364,-55.603
-0.523,-2.263,-0.642,-294.617,-181.580,-26.001
-0.594,-2.197,-0.703,-276.001,-183.777,-0.061
-0.652,-2.120,-0.700,-254.517,-191.162,23.621
-0.666,-2.039,-0.673,-228.271,-200.562,44.678
-0.710,-2.070,-0.564,-206.299,-212.280,61.584
-0.766,-2.181,-0.424,-183.472,-223.694,76.355
-0.823,-2.338,-0.212,-150.879,-240.662,91.736
-0.890,-2.430,0.088,-119.324,-252.258,110.657
-0.986,-2.440,0.414,-90.942,-260.315,134.521
-1.014,-2.270,0.859,-70.068,-267.578,161.072
-1.024,-2.025,1.227,-65.063,-259.888,187.561
-0.954,-1.746,1.512,-75.012,-232.422,210.205
-0.873,-1.535,1.570,-66.040,-185.730,224.792
-0.844,-1.423,1.391,-54.626,-130.554,234.131
-0.819,-1.355,1.111,-46.814,-85.449,241.638
-0.808,-1.286,0.806,-34.790,-56.152,248.474
-0.795,-1.219,0.546,-24.109,-42.908,255.554
-0.808,-1.164,0.407,-18.860,-44.983,261.841
-0.806,-1.087,0.393,-14.587,-56.396,268.372
-0.783,-1.013,0.443,-11.475,-68.176,274.658
-0.837,-0.931,0.513,-9.644,-73.608,281.128
-0.932,-0.777,0.646,-10.193,-78.064,287.720
-0.874,-0.504,0.867,-13.733,-83.008,294.861
-0.785,-0.237,1.068,-12.085,-77.637,297.546
-0.715,-0.060,1.178,-3.662,-57.190,293.213
-0.640,0.059,1.237,3.906,-34.363,284.546
-0.563,0.126,1.248,6.531,-11.536,273.376
-0.503,0.143,1.220,10.132,11.230,260.803
-0.450,0.139,1.170,8.240,31.555,249.084
-0.396,0.127,1.077,1.770,52.429,239.502
-0.341,0.093,0.974,-9.949,71.289,230.408
-0.306,0.049,0.846,-18.921,88.318,222.534
-0.274,0.025,0.710,-24.353,103.149,216.614
-0.287,0.006,0.604,-26.123,113.281,212.646
-0.298,0.053,0.573,-24.719,117.676,210.266
-0.259,0.157,0.595,-18.127,120.117,208.435
-0.239,0.276,0.629,-15.320,127.930,205.627
-0.224,0.402,0.641,-10.986,139.954,200.867
-0.209,0.547,0.641,-3.662,154.419,194.397
-0.203,0.699,0.620,2.197,170.654,186.279
-0.187,0.811,0.575,8.850,187.683,175.110
-0.171,0.873,0.510,18.005,204.834,161.133
-0.176,0.884,0.421,24.658,221.191,146.118
-0.196,0.837,0.296,31.189,236.450,131.836
-0.210,0.740,0.154,35.278,249.084,119.324
-0.229,0.657,-0.000,37.842,258.911,110.291
-0.243,0.629,-0.138,39.978,264.587,104.919
-0.246,0.670,-0.235,43.518,263.367,102.173
-0.272,0.764,-0.287,45.471,258.972,99.487
-0.266,0.904,-0.255,43.457,251.648,94.971
-0.254,1.020,-0.197,43.457,246.155,87.036
-0.261,1.095,-0.182,43.030,251.770,75.562
-0.291,1.113,-0.269,39.490,268.188,62.012
-0.323,1.119,-0.491,27.710,292.114,47.913
-0.370,1.110,-0.877,15.381,318.726,33.264
-0.388,1.067,-1.355,2.930,336.914,18.066
-0.378,0.972,-1.948,-10.437,337.341,2.136
-0.329,0.850,-2.307,-17.700,300.964,-12.573
-0.251,0.739,-2.663,-22.400,267.700,-24.170
-0.170,0.656,-2.754,-25.513,229.675,-33.081
-0.085,0.598,-2.580,-24.780,189.026,-39.917
-0.023,0.560,-2.276,-22.949,152.832,-44.739
0.032,0.568,-1.914,-24.170,126.343,-48.035
0.061,0.631,-1.617,-25.024,116.211,-51.208
0.076,0.752,-1.438,-26.184,116.089,-55.298
0.079,0.877,-1.403,-27.283,122.559,-62.805
0.057,0.948,-1.496,-28.198,130.737,-74.890
0.026,0.948,-1.649,-28.381,135.742,-89.844
-0.003,0.864,-1.801,-27.710,135.315,-105.835
-0.040,0.706,-1.913,-26.489,128.723,-121.338
-0.043,0.488,-1.947,-25.940,117.493,-133.606
-0.025,0.354,-1.921,-24.231,104.980,-141.602
0.004,0.309,-1.842,-22.400,93.384,-146.362
0.019,0.267,-1.771,-20.569,84.167,-151.489
0.024,0.136,-1.755,-20.935,78.308,-159.790
0.029,-0.132,-1.774,-22.766,73.792,-168.701
0.049,-0.478,-1.840,-24.597,69.275,-174.622
0.059,-0.803,-1.936,-26.489,62.988,-174.683
0.095,-1.121,-2.111,-8.911,55.176,-170.898
0.147,-1.245,-2.022,-16.907,41.199,-157.043
0.183,-1.321,-2.016,-28.687,23.193,-139.160
0.214,-1.321,-1.949,-29.968,6.226,-122.437
0.240,-1.293,-1.801,-28.870,-9.644,-106.689
0.247,-1.297,-1.636,-19.836,-23.560,-93.933
0.259,-1.262,-1.408,-21.790,-32.166,-79.834
0.269,-1.210,-1.211,-23.560,-37.598,-65.125
0.275,-1.111,-1.042,-18.677,-39.001,-51.208
0.277,-0.967,-0.890,-12.878,-37.048,-38.574
0.279,-0.803,-0.775,-7.141,-32.471,-28.503
0.273,-0.687,-0.698,-2.441,-26.001,-22.400
0.267,-0.632,-0.656,-0.122,-19.104,-19.226
0.254,-0.623,-0.659,0.854,-9.644,-17.212
0.244,-0.627,-0.694,0.305,-1.648,-14.526
0.237,-0.633,-0.759,-0.671,5.493,-10.864
0.222,-0.620,-0.841,-1.038,10.742,-6.653
0.209,-0.580,-0.917,-0.305,14.343,-1.892
0.198,-0.525,-0.972,0.854,15.503,3.357
0.188,-0.467,-0.997,1.282,13.916,7.690
0.192,-0.391,-1.018,2.441,12.146,11.047
0.170,-0.327,-1.031,2.747,11.108,13.123
0.163,-0.282,-1.031,2.930,9.949,13.977
0.158,-0.244,-1.004,2.625,8.240,14.526
0.153,-0.214,-0.975,0.732,8.057,14.526

-0.202,0.620,-2.057,-180.481,46.997,-103.271
-0.248,0.621,-2.123,-198.425,21.851,-119.385
-0.337,0.579,-2.112,-219.788,-3.723,-135.681
-0.398,0.472,-2.057,-241.638,-27.832,-153.748
-0.465,0.256,-1.911,-263.977,-51.514,-171.814
-0.505,-0.011,-1.737,-281.128,-74.097,-186.584
-0.520,-0.288,-1.539,-294.067,-95.520,-195.679
-0.521,-0.592,-1.340,-302.917,-111.816,-200.378
-0.535,-0.891,-1.147,-308.838,-124.023,-200.317
-0.519,-1.141,-1.032,-308.655,-129.883,-194.824
-0.519,-1.335,-1.038,-299.988,-130.615,-185.425
-0.533,-1.540,-1.077,-290.527,-133.179,-174.438
-0.521,-1.776,-1.067,-292.603,-143.250,-161.011
-0.519,-1.989,-0.916,-287.048,-155.457,-146.240
-0.500,-2.281,-0.856,-268.799,-166.504,-128.723
-0.495,-2.417,-0.691,-274.170,-171.936,-102.966
-0.544,-2.562,-0.636,-242.981,-179.504,-75.989
-0.548,-2.513,-0.542,-245.789,-180.115,-41.199
-0.591,-2.340,-0.438,-227.417,-183.289,-7.141
-0.606,-2.094,-0.449,-210.693,-181.824,22.217
-0.629,-1.879,-0.526,-193.604,-179.565,44.434
-0.668,-1.775,-0.638,-178.772,-181.458,59.082
-0.724,-1.824,-0.706,-163.574,-189.575,68.848
-0.812,-2.004,-0.584,-148.987,-209.229,78.308
-0.888,-2.160,-0.317,-128.479,-232.910,92.224
-0.954,-2.240,0.102,-90.942,-265.198,109.375
-0.974,-2.176,0.596,-62.622,-281.555,129.578
-0.986,-2.116,0.998,-43.091,-279.785,151.001
-0.973,-2.047,1.340,-39.368,-263.367,171.692
-0.939,-1.969,1.502,-30.640,-225.525,192.261
-0.900,-1.849,1.517,-13.489,-180.786,211.914
-0.871,-1.688,1.374,0.671,-136.902,230.225
-0.853,-1.491,1.148,6.836,-98.206,246.216
-0.827,-1.297,0.872,9.583,-69.458,258.728
-0.800,-1.117,0.615,8.240,-52.002,267.639
-0.784,-0.989,0.416,6.897,-45.654,273.560
-0.751,-0.910,0.299,7.812,-49.316,276.855
-0.728,-0.884,0.229,12.329,-55.725,278.809
-0.763,-0.858,0.221,18.494,-64.392,281.799
-0.778,-0.796,0.292,24.109,-76.111,286.316
-0.779,-0.683,0.392,26.428,-84.778,291.931
-0.785,-0.537,0.522,25.208,-90.027,297.119
-0.788,-0.347,0.681,22.156,-91.187,300.232
-0.737,-0.109,0.867,18.494,-89.172,300.598
-0.637,0.109,1.028,12.085,-80.078,296.631
-0.521,0.287,1.176,4.700,-62.622,287.537
-0.436,0.387,1.236,3.235,-38.940,273.743
-0.348,0.445,1.283,-6.287,-13.306,257.874
-0.262,0.439,1.288,-11.780,12.634,241.211
-0.210,0.373,1.230,-15.442,42.480,224.243
-0.197,0.286,1.137,-19.043,71.228,209.656
-0.182,0.208,1.045,-21.057,96.191,198.914
-0.161,0.157,0.953,-17.700,118.774,191.895
-0.164,0.130,0.840,-10.254,140.137,187.805
-0.170,0.153,0.705,-1.160,160.828,185.608
-0.191,0.242,0.579,8.789,177.307,185.120
