count,aX,aY,aZ,gX,gY,gZ
37,-0.471,-2.004,0.141,127.625,324.89,-253.479
38,-0.454,-2.152,-0.254,128.113,349.976,-227.051
39,-0.396,-2.243,-0.54,104.004,359.07,-196.35
40,-0.281,-2.34,-0.938,91.309,364.258,-164.917
41,-0.14,-2.439,-1.395,82.458,369.141,-136.78
42,-0.025,-2.578,-1.876,70.068,360.657,-111.267
43,0.076,-2.692,-2.525,57.068,345.947,-84.778
44,0.12,-2.623,-3.073,54.749,305.664,-55.664
45,-0.231,-2.483,-3.287,64.697,260.376,-27.405
46,-0.423,-2.531,-3.315,65.247,205.627,8.545
47,-0.394,-2.756,-3.32,74.585,150.94,60.608
48,-0.278,-2.808,-3.409,109.436,95.825,124.695
49,-0.278,-2.435,-3.16,127.319,35.767,194.702
50,-0.472,-1.793,-2.792,118.103,-15.625,256.409
51,-0.626,-0.982,-2.392,107.971,-56.702,304.565
52,-0.665,-0.178,-1.884,93.445,-90.149,335.083
53,-0.658,0.452,-1.396,91.675,-108.154,345.215
54,-0.625,0.799,-1.053,77.148,-114.319,339.172
55,-0.459,1.404,-0.447,-0.549,-104.797,328.979
56,-0.352,1.62,-0.493,51.514,-79.834,296.753
57,-0.194,1.91,-0.352,25.94,-53.711,261.719
58,-0.142,1.991,-0.451,31.677,-22.461,219.482
59,-0.062,1.953,-0.64,20.691,6.47,175.11
60,-0.023,1.779,-0.87,16.174,24.536,131.47
61,0.008,1.502,-1.098,6.714,28.687,93.262
62,0.043,1.176,-1.253,-3.723,22.522,61.34
63,0.03,0.874,-1.385,-6.836,12.878,37.476
64,0.068,0.594,-1.35,-1.587,-3.479,21.912
65,0.109,0.413,-1.156,7.507,-21.851,13.428
66,0.161,0.335,-0.912,19.897,-34.485,9.644
67,0.199,0.295,-0.695,26.794,-37.903,7.935
68,0.212,0.274,-0.589,28.32,-33.142,7.202
69,0.223,0.266,-0.56,25.94,-23.193,7.629
70,0.212,0.292,-0.557,20.996,-12.695,8.484
71,0.229,0.324,-0.549,16.968,-5.371,7.69
72,0.246,0.31,-0.553,13.428,2.197,5.005
73,0.229,0.281,-0.573,11.475,10.559,1.892
74,0.228,0.265,-0.631,6.897,19.836,-0.916
75,0.229,0.27,-0.709,1.465,28.564,-3.357
76,0.234,0.285,-0.802,-5.92,37.537,-5.432
77,0.24,0.278,-0.957,-9.338,44.678,-8.606
78,0.262,0.245,-1.074,-16.418,44.006,-13.123
79,0.251,0.172,-1.205,-20.325,42.664,-18.372
80,0.247,0.097,-1.295,-23.743,37.231,-22.644
81,0.478,0.014,-1.35,-19.714,28.015,-25.635
82,0.368,-0.138,-1.316,-15.808,15.747,-26.001
83,0.257,-0.241,-1.185,-14.16,2.991,-21.423
84,0.195,-0.296,-1.063,-12.756,-2.502,-12.451
85,0.219,-0.247,-0.997,-8.179,-3.845,-1.953
86,0.218,-0.188,-0.96,-10.498,-1.709,7.385
87,0.202,-0.166,-0.945,-7.568,1.709,14.587
88,0.175,-0.137,-0.961,-9.399,5.554,21.057
89,0.126,-0.071,-1.013,-7.019,9.277,26.428
90,0.145,0.021,-1.048,-6.531,10.864,30.945
91,0.181,0.12,-1.1,-1.709,11.353,33.02
92,0.177,0.21,-1.132,0.427,10.437,32.593
93,0.184,0.277,-1.153,1.953,7.935,29.419
94,0.181,0.314,-1.156,1.831,4.883,24.292
95,0.19,0.318,-1.152,0.854,1.648,17.883
96,0.207,0.286,-1.14,0.244,-1.221,11.169
97,0.18,0.229,-1.129,-0.916,-3.418,4.944
98,0.198,0.183,-1.135,-2.014,-5.31,0.488
99,0.224,0.138,-1.112,-3.479,-7.324,-2.686
100,0.22,0.09,-1.079,-5.737,-9.277,-4.883
101,0.214,0.063,-1.037,-7.019,-10.376,-5.554
102,0.226,0.047,-0.992,-7.141,-10.437,-5.737
103,0.232,0.027,-0.952,-7.263,-9.399,-5.92
104,0.233,0.006,-0.933,-7.385,-7.202,-5.676
105,0.232,-0.007,-0.927,-7.385,-4.395,-5.188
106,0.233,-0.006,-0.923,-6.348,-1.77,-4.456
107,0.233,-0.001,-0.929,-5.432,0.916,-3.113
108,0.232,-0.018,-0.931,-5.249,3.479,-2.075
109,0.235,-0.014,-0.957,-1.953,5.432,-1.221
110,0.232,-0.003,-0.966,-5.737,7.385,0.122
111,0.232,0.017,-0.994,-6.836,9.46,1.099
112,0.23,0.043,-1.045,-6.287,10.132,1.648
113,0.236,0.064,-1.072,-6.653,9.155,1.404
114,0.228,0.074,-1.076,-7.385,7.324,0.366
115,0.221,0.068,-1.077,-7.385,5.432,-0.854
116,0.218,0.049,-1.068,-7.08,3.845,-2.258
117,0.217,0.024,-1.053,-6.958,2.808,-3.357
118,0.214,0.005,-1.039,-6.348,2.563,-3.784
119,0.213,-0.003,-1.033,-5.798,2.869,-3.967

1,-0.276,-1.061,-1.96,98.877,166.077,96.313
2,-0.381,-0.862,-2.436,99.243,156.86,132.019
3,-0.48,-0.555,-2.827,104.004,135.498,164.551
4,-0.585,-0.208,-3.195,102.295,104.919,190.063
5,-0.66,0.118,-3.478,96.619,66.772,207.214
6,-0.782,0.437,-3.673,85.083,20.264,218.018
7,-0.917,0.749,-3.758,73.73,-31.006,223.022
8,-1.01,1.062,-3.714,63.11,-86.853,222.229
9,-1.141,1.333,-3.533,51.392,-141.907,216.003
10,-1.23,1.627,-3.369,49.622,-193.726,204.224
11,-1.295,1.866,-3.077,36.56,-243.958,186.462
12,-1.337,2.076,-2.798,26.306,-288.391,162.659
13,-1.411,2.129,-2.598,9.521,-328.857,134.705
14,-1.424,2.379,-2.113,-36.621,-364.075,107.91
15,-1.493,2.353,-1.925,-1.16,-388,66.528
16,-1.547,2.295,-1.533,3.296,-413.696,23.01
17,-1.615,2.157,-1.216,10.925,-429.626,-18.738
18,-1.653,1.973,-0.865,18.494,-441.101,-58.167
19,-1.651,1.784,-0.544,28.076,-445.251,-95.215
20,-1.665,1.595,-0.245,39.001,-445.496,-128.906
21,-1.679,1.396,0.063,46.509,-446.594,-158.813
22,-1.668,1.187,0.403,58.472,-446.838,-185.913
23,-1.587,0.955,0.703,94.116,-437.622,-211.426
24,-1.454,0.725,1.025,119.995,-420.532,-231.75
25,-1.313,0.548,1.307,136.597,-390.93,-245.544
26,-1.101,0.37,1.542,149.536,-350.22,-254.944
27,-1.057,0.335,1.7,163.147,-303.162,-260.498
28,-0.959,0.272,1.827,164.673,-246.826,-264.648
29,-0.88,0.16,1.936,164.917,-195.374,-270.996
30,-0.784,0.02,2.005,161.377,-139.221,-275.879
31,-0.698,-0.102,2.012,154.419,-78.857,-279.846
32,-0.682,-0.237,1.938,145.813,-15.869,-283.752
33,-0.735,-0.428,1.845,131.958,42.603,-288.757
34,-0.705,-0.666,1.742,121.887,94.666,-292.786
35,-0.672,-0.882,1.578,113.464,146.484,-292.175
36,-0.652,-1.073,1.334,100.83,202.087,-287.292
37,-0.67,-1.301,0.999,95.093,253.052,-280.151
38,-0.645,-1.56,0.611,90.088,298.34,-269.958
39,-0.672,-1.753,0.135,83.679,333.252,-253.174
40,-0.66,-1.837,-0.278,78.918,354.797,-229.919
41,-0.615,-1.841,-0.616,70.679,353.882,-201.355
42,-0.511,-1.76,-0.847,49.133,341.492,-172.791
43,-0.366,-1.776,-0.974,36.56,321.228,-150.94
44,-0.276,-1.881,-1.116,33.63,310.852,-134.338
45,-0.203,-1.977,-1.212,28.992,299.255,-117.31
46,-0.207,-2.096,-1.377,26.794,287.842,-96.985
47,-0.136,-2.192,-1.557,11.841,281.921,-73.914
48,-0.073,-2.2,-1.703,13.977,267.822,-47.18
49,-0.024,-2.17,-1.828,16.602,249.207,-20.264
50,0.005,-2.116,-1.916,22.522,228.516,4.639
51,0.026,-2.072,-1.886,29.114,202.82,28.198
52,0.007,-2.007,-1.765,39.978,181.763,50.903
53,-0.016,-1.884,-1.591,54.626,164.49,74.402
54,-0.049,-1.723,-1.455,67.81,154.297,97.656
55,-0.1,-1.547,-1.415,78.308,151.367,119.08
56,-0.148,-1.384,-1.498,82.947,152.283,138.306
57,-0.215,-1.223,-1.659,85.022,152.344,155.457
58,-0.276,-1.062,-1.825,87.83,147.583,170.471
59,-0.315,-0.901,-1.919,89.417,134.583,183.777
60,-0.328,-0.724,-1.94,89.6,116.15,195.374
61,-0.34,-0.556,-1.899,88.745,96.863,204.407
62,-0.37,-0.4,-1.811,88.257,78.369,210.815
63,-0.415,-0.24,-1.695,88.989,62.073,215.942
64,-0.452,-0.014,-1.605,92.529,48.828,219.604
65,-0.466,0.254,-1.529,92.163,38.33,220.642
66,-0.462,0.544,-1.472,91.675,30.273,217.712
67,-0.426,0.825,-1.436,88.501,23.682,210.144
68,-0.385,0.977,-1.513,78.491,18.311,197.693
69,-0.336,1.26,-1.383,8.545,10.132,187.073
70,-0.264,1.397,-1.407,-13.428,6.042,169.189
71,-0.222,1.449,-1.428,39.551,5.371,138.611
72,-0.182,1.427,-1.439,31.25,0.061,113.037
73,-0.143,1.342,-1.443,22.278,-5.859,88.867
74,-0.126,1.211,-1.444,15.808,-12.207,66.895
75,-0.103,1.072,-1.397,13,-20.752,48.523
76,-0.064,0.95,-1.298,11.902,-29.602,33.203
77,-0.032,0.82,-1.175,9.888,-36.255,20.081
78,0,0.695,-1.063,8.057,-38.818,9.155
79,0.027,0.588,-0.967,6.287,-38.635,0.244
80,0.05,0.482,-0.899,2.808,-36.011,-6.47
81,0.072,0.361,-0.843,-1.465,-31.86,-11.902
82,0.09,0.249,-0.809,-6.165,-27.222,-16.052
83,0.104,0.15,-0.8,-9.338,-21.484,-18.188
84,0.119,0.061,-0.82,-11.047,-15.625,-18.311
85,0.131,-0.008,-0.872,-11.047,-10.071,-16.724
86,0.134,-0.034,-0.937,-9.583,-6.47,-13.611
87,0.139,-0.04,-0.982,-6.897,-5.188,-9.949
88,0.148,-0.022,-0.98,-1.709,-5.676,-6.775
89,0.161,-0.001,-0.95,3.601,-6.531,-5.127
90,0.165,0,-0.914,6.653,-6.287,-4.578
91,0.168,-0.011,-0.888,7.751,-4.578,-4.517
92,0.173,-0.03,-0.889,7.568,-1.953,-4.272
93,0.171,-0.055,-0.922,5.859,1.465,-3.723
94,0.169,-0.071,-0.968,3.54,4.211,-2.869
95,0.166,-0.07,-1.016,2.075,5.371,-1.526
96,0.164,-0.055,-1.062,1.221,5.554,-0.122
97,0.159,-0.031,-1.095,0.977,4.517,0.732
98,0.161,0,-1.109,1.16,2.502,0.793
99,0.157,0.003,-1.096,0.305,0.305,0.305
100,0.157,0,-1.066,2.502,-1.221,-0.671
101,0.161,-0.021,-1.052,3.54,-2.136,-1.587
102,0.16,-0.053,-1.032,4.395,-2.258,-2.014
103,0.162,-0.077,-1.02,5.188,-1.465,-1.892
104,0.16,-0.085,-1.034,5.432,-0.122,-0.671
105,0.153,-0.073,-1.064,4.883,1.221,1.099
106,0.138,-0.05,-1.077,3.845,1.526,2.563
107,0.143,-0.014,-1.066,3.479,0.61,3.601
108,0.145,0.015,-1.055,2.808,0.427,3.601
109,0.144,0.037,-1.059,1.953,1.404,3.113
110,0.143,0.043,-1.082,1.221,2.502,1.892
111,0.149,0.022,-1.112,-0.427,2.93,0.061
112,0.143,-0.021,-1.14,-2.502,2.38,-1.404
113,0.137,-0.051,-1.147,-3.723,0.183,-1.465
114,0.137,-0.046,-1.143,-3.845,-2.197,-0.244
115,0.141,-0.023,-1.127,-2.869,-4.272,1.221
116,0.138,-0.007,-1.1,-2.502,-5.981,1.709
117,0.139,0,-1.07,-2.136,-7.385,1.526
118,0.14,0.012,-1.034,-1.465,-7.935,1.404
119,0.143,0.024,-1.007,-1.282,-7.69,1.282

1,-0.355,-0.167,-2.475,86.975,67.81,146.912
2,-0.441,0.017,-2.817,77.148,49.744,157.776
3,-0.503,0.254,-3.081,66.895,22.095,167.664
4,-0.576,0.55,-3.225,60.303,-13.55,174.866
5,-0.624,0.85,-3.254,56.274,-55.969,176.514
6,-0.701,1.118,-3.163,54.077,-100.403,171.814
7,-0.796,1.339,-2.98,50.72,-143.799,161.56
8,-0.848,1.526,-2.758,44.922,-182.556,146.606
9,-0.89,1.679,-2.519,38.025,-216.797,127.93
10,-0.934,1.746,-2.308,29.175,-248.535,106.506
11,-0.929,1.881,-1.951,-14.465,-273.804,87.341
12,-0.928,1.88,-1.835,-8.667,-287.048,61.096
13,-0.941,1.877,-1.651,-3.174,-299.866,31.799
14,-0.963,1.865,-1.51,-12.207,-311.829,5.31
15,-1.019,1.856,-1.406,-18.86,-321.289,-18.921
16,-1.08,1.822,-1.281,-21.851,-332.825,-42.847
17,-1.162,1.74,-1.082,-16.235,-347.29,-68.237
18,-1.223,1.626,-0.782,-4.089,-362.366,-93.994
19,-1.23,1.466,-0.444,12.878,-373.23,-119.324
20,-1.229,1.286,-0.145,29.48,-379.7,-143.127
21,-1.201,1.11,0.193,41.077,-387.695,-164.429
22,-1.147,0.927,0.482,57.678,-383.484,-183.533
23,-1.06,0.745,0.767,75.012,-370.728,-199.341
24,-0.941,0.59,1.031,81.909,-350.647,-210.51
25,-0.83,0.439,1.234,86.853,-318.298,-217.896
26,-0.727,0.296,1.376,87.646,-278.32,-221.985
27,-0.661,0.218,1.462,89.355,-235.046,-222.961
28,-0.582,0.179,1.511,98.083,-191.711,-222.717
29,-0.501,0.158,1.529,106.079,-149.353,-223.694
30,-0.445,0.147,1.504,113.098,-105.469,-226.624
31,-0.408,0.107,1.471,118.286,-63.11,-232.117
32,-0.415,0.019,1.434,124.451,-23.437,-240.173
33,-0.413,-0.104,1.4,127.808,15.076,-249.451
34,-0.425,-0.292,1.335,132.263,54.626,-257.874
35,-0.463,-0.497,1.198,133.301,97.473,-263.123
36,-0.495,-0.687,1.014,126.587,137.817,-263.733
37,-0.369,-0.802,0.848,122.498,172.791,-260.559
38,-0.539,-0.865,0.586,131.042,199.829,-254.7
39,-0.469,-1.06,0.351,101.624,236.45,-252.563
40,-0.48,-1.287,0.073,96.985,256.47,-248.657
41,-0.486,-1.498,-0.166,79.956,270.386,-239.624
42,-0.471,-1.663,-0.379,71.35,278.748,-225.586
43,-0.407,-1.79,-0.519,51.636,270.813,-205.872
44,-0.317,-1.855,-0.612,38.025,262.634,-183.289
45,-0.264,-1.927,-0.714,40.283,258.728,-160.767
46,-0.194,-2.022,-0.827,34.973,255.676,-138.977
47,-0.145,-2.11,-0.913,35.034,251.16,-117.31
48,-0.113,-2.13,-1.012,40.894,249.268,-93.14
49,-0.108,-2.107,-1.14,53.162,245.728,-67.017
50,-0.083,-2.042,-1.273,57.983,241.577,-41.016
51,-0.069,-1.918,-1.37,69.336,233.704,-16.174
52,-0.062,-1.785,-1.439,78.308,222.412,5.676
53,-0.069,-1.663,-1.468,85.144,210.51,25.146
54,-0.068,-1.573,-1.453,88.928,197.693,41.931
55,-0.076,-1.522,-1.454,90.332,189.27,57.373
56,-0.102,-1.508,-1.496,90.088,184.753,71.899
57,-0.156,-1.5,-1.582,88.745,182.068,86.731
58,-0.222,-1.456,-1.669,89.111,174.744,103.21
59,-0.268,-1.348,-1.742,92.834,163.818,120.789
60,-0.306,-1.201,-1.821,99.06,153.625,138.367
61,-0.341,-1.042,-1.881,103.271,141.724,154.48
62,-0.371,-0.862,-1.91,106.812,127.258,168.884
63,-0.395,-0.684,-1.916,108.704,112.244,181.091
64,-0.426,-0.545,-1.893,106.018,96.802,190.308
65,-0.464,-0.451,-1.848,101.379,81.848,197.571
66,-0.49,-0.315,-1.827,98.389,67.993,204.529
67,-0.525,-0.181,-1.792,88.867,55.542,210.571
68,-0.553,-0.024,-1.755,80.566,44.983,214.966
69,-0.576,0.163,-1.75,71.777,35.767,218.079
70,-0.572,0.377,-1.776,62.988,27.039,218.811
71,-0.559,0.598,-1.819,53.162,17.212,216.309
72,-0.541,0.815,-1.844,41.382,5.005,209.473
73,-0.502,1.023,-1.848,33.447,-8.057,198.792
74,-0.448,1.251,-1.781,15.137,-23.071,185.852
75,-0.38,1.358,-1.767,7.324,-39.246,167.358
76,-0.313,1.5,-1.531,-15.747,-54.382,147.4
77,-0.222,1.487,-1.471,-21.057,-65.002,123.108
78,-0.164,1.434,-1.215,29.48,-71.594,88.928
79,-0.115,1.282,-1.045,23.682,-74.524,61.89
80,-0.063,1.057,-0.893,18.433,-72.51,38.086
81,-0.025,0.808,-0.788,14.465,-66.711,19.592
82,0.008,0.586,-0.738,10.132,-58.411,7.385
83,0.03,0.421,-0.719,5.737,-49.744,0.977
84,0.049,0.323,-0.706,1.221,-42.542,-1.282
85,0.072,0.278,-0.696,-1.831,-36.377,-1.465
86,0.092,0.257,-0.689,-3.052,-30.334,-1.465
87,0.112,0.237,-0.693,-3.662,-24.048,-2.686
88,0.127,0.209,-0.714,-2.93,-17.7,-4.089
89,0.129,0.181,-0.754,-1.77,-11.597,-5.127
90,0.132,0.162,-0.806,-1.282,-6.592,-5.615
91,0.136,0.148,-0.857,0.488,-3.174,-6.47
92,0.138,0.13,-0.898,2.502,-0.61,-7.446
93,0.139,0.107,-0.923,4.456,1.099,-8.85
94,0.142,0.084,-0.932,6.592,1.465,-9.888
95,0.146,0.065,-0.937,7.568,2.136,-10.498
96,0.145,0.043,-0.945,7.629,3.113,-10.864
97,0.151,0.016,-0.957,6.836,4.211,-11.108
98,0.153,-0.014,-0.98,5.005,5.31,-11.047
99,0.154,-0.054,-1.005,2.686,5.92,-10.986
100,0.153,-0.091,-1.031,0.671,6.287,-10.254
101,0.152,-0.109,-1.039,-1.404,6.226,-8.972
102,0.157,-0.139,-1.086,-2.625,5.371,-7.324
103,0.151,-0.145,-1.086,-2.197,3.967,-5.31
104,0.147,-0.127,-1.083,-0.122,2.563,-3.296
105,0.147,-0.098,-1.078,0.977,0.916,-0.793
106,0.146,-0.065,-1.064,2.197,-0.366,1.038
107,0.144,-0.032,-1.048,3.54,-0.854,1.892
108,0.145,0,-1.037,4.211,-0.732,2.136
109,0.143,0.019,-1.039,4.211,0,1.709
110,0.142,0.013,-1.041,3.357,0.854,0.549
111,0.144,-0.007,-1.046,2.441,1.221,-0.671
112,0.144,-0.029,-1.06,0.549,1.77,-1.343
113,0.14,-0.043,-1.075,-0.671,2.136,-1.038
114,0.138,-0.044,-1.081,-1.343,1.892,-0.244
115,0.139,-0.034,-1.081,-1.587,1.343,0.549
116,0.138,-0.021,-1.081,-1.892,1.099,1.16
117,0.137,-0.014,-1.077,-1.709,0.916,1.404
118,0.141,-0.013,-1.072,-2.014,0.854,1.343
119,0.141,-0.007,-1.08,-2.625,1.465,1.343

1,-0.35,-0.017,-2.515,93.75,71.228,137.146
2,-0.445,0.117,-2.78,86.243,49.744,144.47
3,-0.507,0.31,-2.953,77.576,20.569,151.733
4,-0.555,0.535,-3.033,67.627,-13.855,156.311
5,-0.603,0.765,-3.047,57.373,-48.889,157.227
6,-0.663,0.979,-3.021,46.814,-84.9,154.053
7,-0.733,1.143,-2.988,37.781,-119.69,146.301
8,-0.783,1.235,-2.956,30.762,-152.771,133.362
9,-0.843,1.26,-2.901,22.644,-186.096,116.638
10,-0.919,1.269,-2.806,12.268,-219.91,100.464
11,-1.002,1.303,-2.668,-0.244,-254.15,87.524
12,-1.083,1.397,-2.423,-8.606,-289.062,76.538
13,-1.135,1.507,-2.177,-16.724,-321.533,64.27
14,-1.178,1.554,-1.897,-27.344,-352.844,48.767
15,-1.202,1.647,-1.505,-46.814,-374.512,32.471
16,-1.255,1.652,-1.219,-19.714,-389.832,9.033
17,-1.266,1.62,-0.872,-7.996,-402.222,-15.259
18,-1.254,1.545,-0.543,1.709,-406.616,-39.734
19,-1.243,1.433,-0.25,16.724,-405.579,-65.002
20,-1.205,1.325,0.026,22.278,-408.264,-88.44
21,-1.131,1.206,0.305,32.104,-403.564,-110.718
22,-1.065,1.044,0.522,60.547,-390.381,-132.751
23,-0.973,0.895,0.774,70.313,-375.427,-150.574
24,-0.87,0.744,0.976,80.322,-351.746,-165.283
25,-0.781,0.613,1.184,84.29,-324.158,-176.392
26,-0.674,0.499,1.377,86.67,-292.48,-183.655
27,-0.551,0.418,1.502,88.806,-252.38,-188.11
28,-0.444,0.358,1.55,90.088,-205.383,-191.528
29,-0.353,0.328,1.528,92.163,-156.555,-194.458
30,-0.27,0.315,1.439,95.703,-109.07,-198.059
31,-0.239,0.309,1.294,101.685,-63.843,-203.003
32,-0.236,0.285,1.137,108.398,-23.56,-210.327
33,-0.236,0.219,0.993,114.258,9.827,-220.276
34,-0.246,0.101,0.864,120.911,37.903,-231.75
35,-0.274,-0.073,0.74,128.052,62.317,-242.981
36,-0.301,-0.281,0.625,130.127,83.984,-251.526
37,-0.304,-0.501,0.518,128.113,102.722,-256.775
38,-0.269,-0.714,0.446,119.751,116.821,-258.057
39,-0.257,-0.919,0.371,111.511,130.371,-254.883
40,-0.177,-1.033,0.326,103.943,144.47,-246.155
41,-0.251,-1.063,0.246,104.187,155.151,-232.849
42,-0.196,-1.173,0.175,84.9,174.744,-221.191
43,-0.175,-1.229,0.05,82.031,191.589,-207.153
44,-0.157,-1.24,-0.09,78.796,206.787,-191.284
45,-0.124,-1.254,-0.273,74.585,221.069,-176.392
46,-0.078,-1.316,-0.473,69.031,233.276,-164.185
47,-0.073,-1.345,-0.69,64.392,240.234,-153.809
48,-0.029,-1.483,-0.86,51.453,244.446,-144.897
49,-0.049,-1.619,-1.099,41.687,242.737,-134.766
50,0.026,-1.819,-1.228,22.4,233.398,-122.864
51,0.123,-1.898,-1.327,17.578,220.581,-106.018
52,0.116,-2.015,-1.407,17.822,203.064,-84.717
53,0.166,-2.083,-1.459,5.31,188.232,-61.157
54,0.208,-2.042,-1.408,10.071,168.823,-34.241
55,0.23,-1.937,-1.332,17.761,152.771,-7.629
56,0.23,-1.789,-1.243,26.672,141.418,16.418
57,0.215,-1.641,-1.135,34.119,133.423,36.926
58,0.197,-1.522,-1.039,39.734,129.883,53.223
59,0.166,-1.45,-0.986,43.701,130.92,66.345
60,0.124,-1.414,-0.982,45.837,135.742,77.82
61,0.075,-1.39,-1.026,47.119,142.029,89.539
62,0.019,-1.349,-1.115,48.218,147.888,102.417
63,-0.037,-1.273,-1.209,49.5,151.733,115.967
64,-0.089,-1.15,-1.306,52.612,154.358,129.333
65,-0.13,-0.999,-1.393,56.58,153.32,142.212
66,-0.156,-0.851,-1.468,60.791,147.217,152.954
67,-0.183,-0.724,-1.511,66.65,138.184,161.438
68,-0.216,-0.624,-1.546,69.885,129.944,168.64
69,-0.241,-0.506,-1.596,73.547,122.009,175.049
70,-0.279,-0.405,-1.631,74.219,114.136,180.603
71,-0.313,-0.297,-1.671,76.05,105.286,184.753
72,-0.333,-0.169,-1.707,76.477,95.52,188.599
73,-0.354,-0.047,-1.739,73.547,84.839,191.101
74,-0.388,0.094,-1.745,70.435,73.608,191.956
75,-0.378,0.261,-1.758,64.88,62.683,191.528
76,-0.371,0.454,-1.786,58.472,52.185,188.965
77,-0.344,0.645,-1.826,50.781,41.504,183.167
78,-0.319,0.819,-1.857,44.373,29.358,173.401
79,-0.283,0.961,-1.859,39.001,15.198,159.851
80,-0.237,1.067,-1.824,33.997,0.488,143.433
81,-0.195,1.106,-1.741,28.992,-13.794,124.695
82,-0.153,1.073,-1.634,25.085,-26.917,104.675
83,-0.116,0.98,-1.516,21.362,-37.537,84.961
84,-0.088,0.858,-1.399,17.151,-45.959,67.566
85,-0.059,0.743,-1.279,13.55,-52.185,53.589
86,-0.031,0.649,-1.17,10.254,-55.603,43.152
87,-0.004,0.582,-1.073,7.446,-56.946,35.339
88,0.021,0.524,-0.985,5.066,-56.58,28.748
89,0.045,0.479,-0.912,3.784,-54.871,23.01
90,0.067,0.446,-0.849,3.052,-52.368,17.822
91,0.084,0.422,-0.788,3.845,-49.011,12.756
92,0.107,0.396,-0.729,5.005,-45.837,7.629
93,0.13,0.359,-0.678,5.188,-40.71,2.38
94,0.147,0.314,-0.652,5.432,-33.203,-2.441
95,0.163,0.253,-0.645,4.517,-25.024,-6.104
96,0.172,0.177,-0.66,3.174,-16.968,-9.644
97,0.177,0.098,-0.694,1.953,-9.399,-11.902
98,0.181,0.035,-0.755,0.916,-2.93,-12.268
99,0.18,-0.012,-0.828,0.671,2.747,-11.475
100,0.181,-0.045,-0.889,1.709,6.104,-9.888
101,0.181,-0.057,-0.933,3.723,7.629,-7.568
102,0.186,-0.056,-0.959,6.226,7.935,-5.615
103,0.189,-0.049,-0.969,8.24,7.141,-4.333
104,0.193,-0.044,-0.98,8.667,6.958,-3.174
105,0.195,-0.034,-0.99,8.057,6.836,-2.319
106,0.193,-0.022,-1.001,7.385,6.47,-1.831
107,0.192,-0.011,-1.014,5.371,6.226,-1.709
108,0.18,-0.013,-1.016,2.441,6.104,-1.892
109,0.183,-0.018,-1.044,2.197,6.104,-2.136
110,0.182,-0.022,-1.06,1.709,5.493,-2.014
111,0.182,-0.029,-1.064,1.709,5.005,-2.014
112,0.178,-0.043,-1.066,1.831,4.089,-2.136
113,0.175,-0.048,-1.068,2.441,3.357,-1.587
114,0.18,-0.045,-1.068,2.93,2.747,-0.732
115,0.179,-0.032,-1.075,2.808,2.563,0.122
116,0.179,-0.008,-1.089,1.953,2.441,0.916
117,0.177,0.02,-1.106,1.343,2.319,1.221
118,0.176,0.045,-1.105,0.61,1.099,0.916
119,0.178,0.051,-1.092,-0.061,-0.549,-0.305

1,-0.238,0.378,-2.579,90.942,27.832,143.555
2,-0.301,0.603,-2.759,84.9,7.019,144.47
3,-0.387,0.792,-2.888,74.646,-19.897,141.479
4,-0.466,0.964,-2.973,62.378,-51.025,136.108
5,-0.544,1.117,-3.01,49.316,-84.9,127.991
