count,aX,aY,aZ,gX,gY,gZ
65,-0.104,-2.526,-3.042,-41.931,-0.61,-282.349
66,-0.085,-2.728,-2.605,-74.036,-43.762,-224.609
67,-0.063,-2.643,-2.263,-30.273,-81.36,-162.231
68,0.052,-2.367,-1.628,-8.118,-120.85,-102.844
69,0.106,-1.726,-1.007,21.179,-127.075,-50.598
70,0.147,-1.186,-0.581,26.55,-126.221,-13.916
71,0.165,-0.779,-0.283,35.4,-118.896,4.028
72,0.19,-0.484,-0.164,31.189,-94.91,11.292
73,0.198,-0.289,-0.206,22.705,-60.547,11.169
74,0.197,-0.227,-0.335,9.827,-31.433,6.592
75,0.15,-0.234,-0.535,0.244,-7.446,0.488
76,0.212,-0.305,-0.747,-4.395,7.446,-4.089
77,0.174,-0.39,-0.841,-11.23,5.188,-5.249
78,0.182,-0.449,-0.863,-15.442,5.31,-3.113
79,0.126,-0.434,-0.99,-12.817,3.052,2.808
80,0.104,-0.362,-0.959,-7.874,1.038,9.949
81,0.084,-0.213,-0.872,-8.423,-8.179,17.395
82,0.099,-0.008,-0.812,-5.127,-7.812,22.339
83,0.121,0.155,-0.8,-6.226,-4.883,22.4
84,0.141,0.222,-0.845,-7.141,0.427,17.273
85,0.153,0.182,-0.906,-9.46,5.127,9.277
86,0.169,0.121,-0.942,-13.123,8.484,2.441
87,0.168,0.018,-1.014,-12.756,10.132,-1.77
88,0.21,-0.038,-1.016,-11.78,8.179,-2.686
89,0.261,-0.059,-0.998,-14.038,6.531,-0.305
90,0.188,-0.083,-0.967,-22.461,6.714,3.479
91,0.185,-0.059,-1.002,-27.039,9.644,7.874
92,0.16,-0.017,-1.04,-27.832,12.085,11.963
93,0.157,0.001,-1.089,-26.428,13.855,14.221
94,0.176,0.002,-1.096,-23.56,13.123,15.137
95,0.185,-0.027,-1.067,-20.691,11.841,16.479
96,0.169,-0.053,-1.049,-15.747,11.597,18.25
97,0.185,-0.052,-1.067,-9.766,11.78,20.569
98,0.192,-0.048,-1.103,-5.737,12.024,22.766
99,0.198,-0.037,-1.142,-4.15,11.841,24.292
100,0.184,-0.034,-1.17,-2.686,11.292,25.635
101,0.174,-0.012,-1.166,-2.686,9.888,27.039
102,0.207,0.032,-1.184,-3.357,8.179,28.076
103,0.209,0.071,-1.17,-9.521,5.92,27.954
104,0.208,0.1,-1.155,-14.465,2.991,26.672
105,0.197,0.119,-1.138,-19.531,0.793,24.658
106,0.202,0.13,-1.125,-21.851,-1.038,22.095
107,0.195,0.126,-1.1,-22.339,-3.113,18.616
108,0.186,0.106,-1.082,-20.935,-4.517,14.526
109,0.179,0.086,-1.066,-19.775,-5.615,10.559
110,0.186,0.08,-1.037,-18.066,-6.47,7.202
111,0.187,0.082,-0.994,-15.747,-6.897,4.028
112,0.203,0.082,-0.943,-13.062,-6.775,0.366
113,0.214,0.071,-0.895,-12.146,-4.7,-3.601
114,0.218,0.038,-0.865,-13.55,-1.282,-6.348
115,0.213,-0.021,-0.855,-16.663,3.54,-8.972
116,0.206,-0.088,-0.878,-19.348,8.911,-10.498
117,0.198,-0.141,-0.925,-21.912,14.282,-9.827
118,0.189,-0.168,-0.981,-23.315,17.883,-7.812
119,0.179,-0.168,-1.035,-23.682,20.081,-5.31

1,-0.06,1.048,-2.072,-82.275,36.621,-33.203
2,-0.098,1.155,-2.278,-76.965,25.696,-53.101
3,-0.168,1.163,-2.421,-74.463,9.949,-78.491
4,-0.262,1.053,-2.502,-75.623,-8.24,-106.934
5,-0.341,0.866,-2.566,-80.383,-26.367,-135.681
6,-0.395,0.62,-2.619,-84.717,-44.8,-162.598
7,-0.449,0.309,-2.658,-91.309,-63.599,-187.073
8,-0.444,0.045,-2.704,-92.957,-82.031,-209.106
9,-0.508,-0.307,-2.78,-89.6,-103.088,-229.309
10,-0.602,-0.748,-2.74,-110.413,-127.38,-245.789
11,-0.678,-1.224,-2.623,-111.023,-156.494,-254.211
12,-0.702,-1.618,-2.417,-107.788,-187.683,-250.183
13,-0.662,-1.918,-2.087,-99.792,-218.811,-235.535
14,-0.677,-2.311,-1.828,-61.646,-245.239,-217.102
15,-0.68,-2.448,-1.476,-49.255,-251.709,-186.951
16,-0.64,-2.581,-1.238,-75.684,-261.658,-148.132
17,-0.619,-2.683,-1.02,-69.641,-265.076,-109.619
18,-0.661,-2.743,-0.879,-69.458,-266.602,-68.176
19,-0.696,-2.787,-0.718,-75.439,-269.226,-25.269
20,-0.673,-2.742,-0.5,-85.51,-272.583,20.996
21,-0.673,-2.458,-0.251,-75.562,-278.442,69.519
22,-0.684,-2.056,0.03,-63.538,-281.494,111.45
23,-0.692,-1.654,0.243,-53.894,-272.4,142.517
24,-0.665,-1.306,0.388,-47.363,-256.653,163.635
25,-0.613,-1.047,0.498,-47.058,-242.065,176.453
26,-0.545,-0.853,0.63,-57.129,-226.074,184.265
27,-0.477,-0.776,0.703,-55.115,-207.458,187.073
28,-0.413,-0.736,0.752,-55.908,-185.547,188.965
29,-0.373,-0.718,0.74,-54.993,-161.621,191.833
30,-0.331,-0.685,0.699,-54.749,-139.404,196.167
31,-0.3,-0.635,0.647,-54.749,-121.155,201.538
32,-0.299,-0.559,0.6,-53.406,-106.628,207.581
33,-0.307,-0.445,0.591,-54.016,-96.924,214.05
34,-0.32,-0.303,0.638,-54.382,-91.248,219.543
35,-0.328,-0.156,0.736,-52.673,-86.975,223.389
36,-0.332,-0.004,0.856,-50.537,-79.407,224.976
37,-0.323,0.135,0.994,-49.011,-68.726,224.731
38,-0.3,0.262,1.142,-48.157,-53.894,221.741
39,-0.266,0.355,1.293,-46.326,-34.485,216.309
40,-0.24,0.425,1.394,-45.166,-6.714,209.29
41,-0.232,0.496,1.433,-43.64,27.222,202.271
42,-0.246,0.533,1.402,-41.138,65.918,194.58
43,-0.294,0.578,1.274,-35.583,107.727,188.293
44,-0.334,0.643,1.09,-33.203,147.766,183.411
45,-0.371,0.711,0.831,-27.527,185.303,178.223
46,-0.408,0.801,0.509,-23.682,218.994,173.767
47,-0.424,0.919,0.177,-24.475,243.347,169.189
48,-0.403,1.062,-0.161,-27.954,259.399,162.842
49,-0.378,1.213,-0.486,-34.119,268.738,154.48
50,-0.343,1.341,-0.778,-35.889,269.043,141.724
51,-0.271,1.416,-1.009,-29.48,255.188,124.512
52,-0.191,1.439,-1.166,-31.616,236.633,105.408
53,-0.126,1.416,-1.241,-32.288,218.079,84.839
54,-0.056,1.344,-1.214,-33.02,197.021,64.453
55,-0.006,1.244,-1.148,-32.41,182.373,45.654
56,0.022,1.127,-1.076,-30.579,175.293,29.236
57,0.03,1.016,-1.006,-28.137,173.096,16.113
58,0.03,0.91,-0.969,-26.978,175.293,5.615
59,0.025,0.851,-0.978,-26.611,180.237,-2.136
60,0.017,0.833,-1.044,-28.259,187.5,-7.263
61,0.005,0.836,-1.176,-29.846,196.777,-13
62,-0.024,0.849,-1.376,-29.297,204.041,-19.348
63,-0.036,0.879,-1.6,-29.663,204.773,-26.001
64,-0.045,0.924,-1.79,-26.672,201.66,-33.142
65,-0.045,0.987,-1.94,-22.156,192.871,-40.894
66,-0.041,1.046,-2.027,-18.127,179.993,-49.805
67,-0.042,1.066,-2.082,-14.16,165.833,-61.646
68,-0.04,1,-2.127,-11.108,152.344,-75.928
69,-0.032,0.867,-2.178,-10.925,139.771,-90.698
70,-0.033,0.68,-2.229,-12.939,126.343,-103.149
71,-0.029,0.446,-2.269,-16.907,111.877,-111.877
72,0.007,0.301,-2.219,-18.616,94.849,-115.601
73,0.026,0.189,-2.147,-25.085,78.247,-117.676
74,0.042,0.038,-2.095,-30.396,65.857,-120.972
75,0.052,-0.156,-2.077,-32.654,55.054,-124.329
76,0.057,-0.366,-2.092,-33.264,45.105,-125.061
77,0.061,-0.538,-2.1,-34.668,33.569,-122.009
78,0.069,-0.659,-2.061,-37.109,19.287,-115.112
79,0.083,-0.725,-1.952,-40.588,3.052,-106.079
80,0.1,-0.725,-1.766,-43.457,-13.367,-96.436
81,0.114,-0.801,-1.635,-21.301,-28.931,-90.576
82,0.137,-0.79,-1.301,-33.325,-35.461,-81.299
83,0.16,-0.804,-1.058,-36.987,-39.001,-71.533
84,0.176,-0.81,-0.882,-31.86,-35.461,-62.866
85,0.187,-0.812,-0.772,-25.146,-27.039,-54.382
86,0.192,-0.82,-0.74,-18.799,-15.564,-46.509
87,0.189,-0.828,-0.78,-13.611,-4.272,-38.513
88,0.178,-0.823,-0.873,-9.644,4.944,-29.968
89,0.164,-0.781,-0.967,-5.615,11.108,-20.569
90,0.158,-0.704,-1.042,-1.953,13.55,-11.169
91,0.154,-0.6,-1.077,0.732,13,-3.235
92,0.151,-0.491,-1.082,2.014,10.681,3.479
93,0.148,-0.376,-1.061,1.892,8.301,8.606
94,0.144,-0.268,-1.037,0.488,6.897,12.268
95,0.127,-0.175,-1.018,-1.77,6.348,14.221
96,0.119,-0.102,-1.012,-2.625,6.592,14.465
97,0.108,-0.053,-1.016,-2.808,7.446,13.428
98,0.1,-0.023,-1.033,-2.319,8.85,11.597
99,0.094,-0.005,-1.059,-2.075,10.193,9.521
100,0.097,0,-1.098,-2.014,11.23,7.507
101,0.096,-0.012,-1.144,-2.319,11.841,5.371
102,0.092,-0.045,-1.186,-3.601,11.292,3.54
103,0.093,-0.083,-1.209,-4.822,8.789,2.38
104,0.097,-0.107,-1.21,-5.371,5.554,2.686
105,0.098,-0.106,-1.198,-5.981,2.563,4.089
106,0.108,-0.08,-1.168,-5.615,0.183,5.737
107,0.107,-0.049,-1.164,-4.395,-1.587,6.714
108,0.119,-0.016,-1.141,-3.357,-3.296,6.653
109,0.124,-0.003,-1.117,-3.174,-4.456,5.737
110,0.125,-0.005,-1.118,-2.686,-4.944,4.211
111,0.142,-0.02,-1.094,-2.319,-5.859,2.808
112,0.139,-0.03,-1.065,-2.808,-6.653,1.77
113,0.143,-0.032,-1.039,-2.869,-6.531,1.465
114,0.142,-0.042,-1.027,-3.54,-5.92,0.977
115,0.144,-0.067,-1.027,-4.883,-4.944,0.549
116,0.143,-0.089,-1.044,-5.859,-3.601,0.61
117,0.138,-0.097,-1.065,-5.981,-2.747,1.221
118,0.138,-0.091,-1.074,-5.554,-3.052,2.441
119,0.141,-0.066,-1.072,-4.272,-3.662,3.601

1,-0.004,0.977,-1.891,-65.125,34.119,-54.321
2,-0.037,1.002,-2.045,-62.866,28.931,-72.388
3,-0.091,0.93,-2.172,-62.195,20.325,-93.933
4,-0.159,0.785,-2.287,-62.439,9.705,-116.089
5,-0.204,0.605,-2.367,-64.88,-2.808,-135.986
6,-0.256,0.388,-2.456,-69.153,-15.259,-153.564
7,-0.316,0.094,-2.513,-78.735,-30.212,-168.64
8,-0.365,-0.262,-2.568,-90.271,-47.546,-180.725
9,-0.385,-0.64,-2.62,-98.145,-66.04,-188.354
10,-0.388,-1.031,-2.646,-101.868,-86.67,-190.247
11,-0.43,-1.402,-2.633,-104.065,-109.802,-184.631
12,-0.446,-1.664,-2.581,-102.356,-135.62,-170.715
13,-0.469,-1.829,-2.401,-105.53,-163.574,-151.001
14,-0.456,-1.912,-2.104,-85.632,-193.787,-131.592
15,-0.47,-2.012,-1.816,-53.711,-218.262,-114.746
16,-0.47,-2.089,-1.502,-93.384,-234.314,-86.304
17,-0.457,-2.175,-1.185,-73.364,-244.141,-62.988
18,-0.457,-2.202,-0.91,-77.332,-246.033,-34.546
19,-0.446,-2.197,-0.66,-72.937,-246.155,-6.226
20,-0.448,-2.14,-0.451,-68.176,-243.958,22.644
21,-0.446,-2.024,-0.25,-57.007,-244.141,50.72
22,-0.453,-1.904,-0.111,-39.612,-239.319,75.684
23,-0.455,-1.71,0.022,-43.762,-227.661,100.281
24,-0.449,-1.491,0.144,-37.109,-219.116,120.544
25,-0.446,-1.28,0.224,-31.006,-210.083,136.292
26,-0.427,-1.119,0.307,-28.503,-201.721,147.4
27,-0.418,-1.014,0.416,-29.114,-194.824,155.151
28,-0.394,-0.939,0.535,-30.09,-187.866,162.17
29,-0.366,-0.877,0.631,-32.104,-175.598,169.25
30,-0.347,-0.831,0.679,-33.447,-158.447,176.575
31,-0.343,-0.775,0.673,-33.813,-138.062,184.387
32,-0.351,-0.698,0.632,-29.602,-118.774,192.139
33,-0.361,-0.573,0.631,-27.405,-106.628,199.585
34,-0.351,-0.41,0.706,-28.015,-101.929,205.627
35,-0.328,-0.232,0.833,-28.748,-97.778,209.29
36,-0.293,-0.089,0.965,-31.189,-87.463,209.167
37,-0.269,-0.005,1.07,-31.677,-69.153,206.116
38,-0.245,0.03,1.113,-30.762,-43.579,201.721
39,-0.24,0.051,1.104,-32.593,-14.465,197.632
40,-0.252,0.074,1.046,-33.02,14.648,194.885
41,-0.278,0.111,0.969,-32.715,42.664,193.481
42,-0.306,0.2,0.873,-32.898,68.237,193.787
43,-0.34,0.372,0.763,-33.508,92.468,195.984
44,-0.365,0.629,0.655,-35.461,114.38,198.242
45,-0.364,0.936,0.527,-38.391,136.108,197.327
46,-0.369,1.232,0.358,-37.354,158.691,190.918
47,-0.362,1.457,0.145,-32.837,182.312,177.124
48,-0.339,1.588,-0.08,-26.611,201.599,156.86
49,-0.324,1.608,-0.319,-19.714,215.759,131.958
50,-0.302,1.532,-0.588,-11.475,225.769,105.774
51,-0.274,1.415,-0.847,-8.179,227.722,82.336
52,-0.236,1.306,-1.077,-9.094,221.924,63.782
53,-0.172,1.226,-1.24,-11.475,208.984,48.95
54,-0.101,1.166,-1.347,-15.198,192.078,36.194
55,-0.04,1.104,-1.384,-19.226,172.424,24.109
56,0.006,1.036,-1.373,-22.217,155.823,12.329
57,0.038,0.951,-1.282,-22.034,144.043,1.038
58,0.074,0.851,-1.157,-20.081,136.047,-8.728
59,0.116,0.754,-1.063,-16.907,133.728,-16.907
60,0.136,0.683,-1.019,-13.55,136.719,-22.644
61,0.141,0.648,-1.024,-9.46,142.761,-26.306
62,0.138,0.641,-1.088,-5.31,150.085,-29.48
63,0.121,0.627,-1.21,-1.77,157.349,-33.325
64,0.099,0.593,-1.361,0.122,162.781,-37.72
65,0.083,0.547,-1.527,0.488,165.039,-42.053
66,0.069,0.514,-1.698,0.916,163.086,-45.227
67,0.074,0.519,-1.839,0.854,156.799,-47.241
68,0.09,0.568,-1.935,1.038,146.851,-48.767
69,0.092,0.629,-1.999,1.587,135.071,-51.575
70,0.098,0.693,-2.029,2.075,122.559,-56.641
71,0.112,0.739,-2.041,2.38,110.596,-64.331
72,0.112,0.716,-2.046,1.16,99.06,-74.829
73,0.078,0.55,-2.02,-1.099,88.501,-86.792
74,0.09,0.357,-2.02,-0.977,78.369,-95.825
75,0.089,0.18,-1.996,-4.761,68.481,-101.135
76,0.096,0.015,-1.977,-10.254,59.387,-104.126
77,0.114,-0.127,-1.942,-14.893,49.622,-104.98
78,0.131,-0.264,-1.883,-18.188,40.039,-104.492
79,0.154,-0.385,-1.816,-19.531,31.311,-102.905
80,0.162,-0.508,-1.756,-20.63,24.292,-100.403
81,0.17,-0.636,-1.718,-21.24,18.616,-96.741
82,0.179,-0.75,-1.708,-21.423,13.367,-91.125
83,0.184,-0.853,-1.702,-22.583,7.019,-83.74
84,0.181,-0.936,-1.678,-24.048,-0.61,-74.158
85,0.172,-0.958,-1.621,-24.475,-10.315,-62.073
86,0.172,-0.861,-1.453,-10.803,-22.522,-50.049
87,0.161,-0.689,-1.262,14.526,-31.128,-40.466
88,0.153,-0.536,-1.097,-23.437,-39.368,-25.146
89,0.152,-0.367,-0.871,-19.592,-41.565,-17.883
90,0.154,-0.23,-0.684,-13.611,-36.987,-15.198
91,0.159,-0.177,-0.573,-9.46,-27.222,-16.357
92,0.157,-0.212,-0.546,-5.859,-14.526,-19.47
93,0.14,-0.306,-0.633,-3.54,1.526,-21.667
94,0.125,-0.396,-0.776,-2.441,15.381,-21.057
95,0.105,-0.438,-0.961,-0.061,24.109,-16.602
96,0.094,-0.426,-1.11,0.916,25.208,-10.376
97,0.084,-0.363,-1.207,1.709,22.156,-4.15
98,0.083,-0.259,-1.227,1.709,15.442,1.587
99,0.085,-0.14,-1.178,1.099,7.996,5.31
100,0.093,-0.036,-1.099,0.305,2.441,6.653
101,0.097,0.025,-1.027,-1.587,0.061,5.676
102,0.107,0.046,-0.987,-3.174,0.427,3.357
103,0.113,0.032,-0.974,-4.089,2.808,0.366
104,0.119,-0.017,-0.996,-5.066,5.493,-2.38
105,0.118,-0.079,-1.057,-4.456,8.24,-3.967
106,0.113,-0.133,-1.139,-2.747,9.155,-3.845
107,0.129,-0.167,-1.179,-1.465,7.08,-2.38
108,0.125,-0.173,-1.193,-0.854,4.15,0
109,0.13,-0.15,-1.175,-0.305,1.343,2.625
110,0.129,-0.122,-1.149,-0.61,-1.282,5.249
111,0.128,-0.089,-1.123,-1.282,-2.747,6.775
112,0.14,-0.044,-1.1,-2.014,-3.357,8.118
113,0.142,-0.007,-1.072,-3.113,-3.418,8.606
114,0.137,0.029,-1.063,-3.296,-2.014,8.423
115,0.135,0.055,-1.067,-2.808,-0.549,7.507
116,0.134,0.068,-1.087,-2.136,0.732,5.981
117,0.129,0.071,-1.114,-1.648,1.526,4.272
118,0.126,0.062,-1.129,-0.916,0.977,2.686
119,0.126,0.044,-1.134,-1.221,-0.061,1.16

1,-0.074,1.285,-1.648,-55.542,58.228,-49.866
2,-0.114,1.487,-1.786,-53.284,55.603,-70.496
3,-0.179,1.601,-1.893,-52.307,49.866,-97.473
4,-0.266,1.557,-2.002,-56.458,43.823,-129.944
5,-0.372,1.314,-2.169,-67.505,39.001,-165.71
6,-0.488,0.833,-2.377,-84.167,31.982,-200.684
7,-0.577,0.237,-2.599,-99.243,19.897,-227.539
8,-0.636,-0.306,-2.794,-112.366,0.916,-241.577
9,-0.652,-0.714,-2.904,-124.023,-24.292,-242.859
10,-0.644,-0.978,-2.965,-129.944,-54.321,-234.192
11,-0.643,-1.106,-2.89,-133.85,-86.975,-219.299
12,-0.642,-1.174,-2.745,-134.644,-117.676,-203.308
13,-0.668,-1.238,-2.579,-133.301,-145.264,-188.904
14,-0.686,-1.298,-2.383,-132.812,-171.204,-176.575
15,-0.695,-1.416,-2.164,-123.23,-196.533,-167.969
16,-0.689,-1.54,-1.939,-117.004,-212.341,-160.156
17,-0.704,-1.746,-1.812,-126.831,-226.013,-148.621
18,-0.725,-2.059,-1.744,-97.717,-238.098,-139.832
19,-0.658,-2.177,-1.465,-124.146,-249.573,-118.042
20,-0.756,-2.267,-1.313,-104.248,-260.254,-93.994
21,-0.792,-2.432,-1.178,-108.215,-265.381,-68.359
22,-0.849,-2.459,-1.006,-110.413,-272.766,-33.142
23,-0.907,-2.494,-0.871,-112.366,-280.457,5.859
24,-0.91,-2.369,-0.688,-110.291,-287.72,47.974
25,-0.931,-2.064,-0.469,-95.215,-295.471,89.844
26,-0.945,-1.72,-0.24,-83.923,-303.345,123.169
27,-0.955,-1.424,-0.023,-74.097,-307.861,147.644
28,-0.957,-1.175,0.154,-65.979,-302.49,165.771
29,-0.945,-0.965,0.325,-59.753,-296.631,179.382
30,-0.92,-0.778,0.486,-57.19,-289.734,190.247
31,-0.881,-0.596,0.668,-63.66,-279.114,198.853
32,-0.833,-0.439,0.799,-61.096,-263.855,204.224
33,-0.771,-0.3,0.916,-57.8,-244.507,206.726
34,-0.704,-0.189,1.014,-53.589,-224.304,207.153
35,-0.627,-0.078,1.118,-51.208,-203.674,206.055
36,-0.549,0.003,1.216,-49.194,-180.908,202.881
37,-0.484,0.043,1.295,-46.753,-155.884,197.632
38,-0.422,0.033,1.341,-44.128,-128.235,191.833
39,-0.378,0.017,1.352,-44.067,-98.083,186.707
40,-0.344,0.008,1.349,-44.617,-68.542,183.533
41,-0.317,0.016,1.349,-45.654,-41.87,181.824
42,-0.289,0.028,1.348,-47.974,-15.747,181.091
43,-0.278,0.047,1.334,-51.086,11.719,180.725
44,-0.276,0.068,1.297,-52.917,40.466,180.969
45,-0.297,0.07,1.217,-51.392,71.289,181.458
46,-0.323,0.084,1.097,-47.485,102.417,183.105
47,-0.36,0.147,0.953,-40.588,131.653,186.829
48,-0.385,0.282,0.808,-33.691,156.311,192.322
49,-0.399,0.469,0.643,-30.029,179.504,197.998
50,-0.4,0.671,0.448,-28.381,201.599,200.928
51,-0.377,0.876,0.22,-30.762,221.619,200.134
52,-0.354,1.046,-0.002,-34.79,236.694,194.519
53,-0.307,1.189,-0.214,-36.316,244.141,183.838
54,-0.243,1.266,-0.41,-36.194,248.474,168.213
55,-0.188,1.257,-0.601,-31.921,248.962,149.109
56,-0.147,1.176,-0.79,-24.658,246.277,129.578
57,-0.102,1.047,-0.962,-20.508,240.417,112.427
58,-0.043,0.888,-1.096,-17.151,231.323,98.206
59,-0.003,0.74,-1.185,-14.282,219.543,88.196
60,0.032,0.653,-1.228,-10.62,207.642,82.947
61,0.061,0.627,-1.218,-6.897,195.557,80.872
62,0.081,0.657,-1.192,-3.418,187.073,79.712
63,0.094,0.725,-1.183,-1.526,183.167,78.003
64,0.084,0.825,-1.207,-2.014,183.594,75.5
65,0.068,0.949,-1.279,-4.883,185.852,71.716
66,0.064,1.055,-1.356,-9.033,183.777,65.552
67,0.088,1.138,-1.454,-12.207,181.946,56.458
68,0.117,1.164,-1.54,-15.442,178.406,44.495
69,0.13,1.121,-1.641,-17.151,174.683,30.518
70,0.13,1.022,-1.75,-18.555,169.25,15.991
71,0.132,0.888,-1.847,-20.935,161.316,2.686
72,0.118,0.73,-1.897,-22.4,150.024,-7.507
73,0.087,0.523,-1.894,-21.606,136.23,-14.343
74,0.111,0.422,-1.838,-16.724,121.338,-15.686
75,0.102,0.456,-1.697,-15.442,106.75,-13.062
76,0.123,0.578,-1.515,-15.503,95.154,-11.597
77,0.152,0.723,-1.333,-16.418,89.172,-13.428
78,0.135,0.795,-1.196,-17.273,90.759,-19.592
79,0.135,0.779,-1.158,-18.066,99.304,-28.503
80,0.089,0.766,-1.246,-17.7,111.938,-37.048
81,0.044,0.753,-1.44,-20.752,121.216,-46.204
82,0.008,0.735,-1.653,-24.902,124.817,-55.786
83,-0.038,0.693,-1.816,-31.982,120.178,-65.918
84,-0.047,0.655,-1.879,-37.842,108.276,-75.989
85,-0.038,0.635,-1.814,-40.894,92.59,-85.938
86,-0.034,0.569,-1.699,-40.833,80.2,-97.046
87,-0.028,0.402,-1.651,-38.94,74.402,-109.924
88,-0.031,0.124,-1.718,-37.109,73.914,-122.253
89,-0.034,-0.202,-1.854,-37.231,72.632,-130.005
90,-0.031,-0.503,-2.016,-37.781,67.322,-130.981
91,-0.018,-0.722,-2.156,-36.377,56.519,-125.183
92,0.009,-0.88,-2.176,-40.039,36.011,-113.037
93,0.028,-0.989,-2.082,-42.908,12.573,-97.656
94,0.051,-1.008,-1.91,-41.931,-9.155,-79.407
95,0.068,-0.933,-1.67,-24.353,-29.236,-61.523
96,0.078,-0.697,-1.367,-7.935,-39.673,-44.983
97,0.085,-0.463,-1.166,-31.616,-45.959,-26.245
98,0.088,-0.228,-0.971,-26.978,-46.021,-16.418
99,0.098,-0.059,-0.83,-20.386,-40.344,-13.245
100,0.105,-0.004,-0.743,-15.442,-31.982,-15.198
101,0.102,-0.046,-0.729,-11.597,-21.057,-19.409
102,0.095,-0.145,-0.778,-8.24,-10.376,-22.705
103,0.086,-0.259,-0.872,-6.165,-1.892,-23.071
104,0.076,-0.338,-0.974,-4.578,3.662,-20.203
105,0.073,-0.353,-1.059,-3.54,5.737,-14.16
106,0.07,-0.313,-1.117,-3.845,4.883,-7.385
107,0.065,-0.249,-1.137,-5.615,1.77,-1.587
108,0.066,-0.174,-1.127,-7.019,-1.831,3.052
109,0.067,-0.091,-1.096,-7.202,-4.7,6.409
110,0.066,-0.023,-1.05,-7.141,-6.348,7.874
111,0.07,0.019,-0.995,-6.653,-7.263,7.629
112,0.074,0.031,-0.948,-5.92,-6.836,6.348
