count,aX,aY,aZ,gX,gY,gZ
72,0.346,0.569,-2.13,-5.615,138.184,25.635
73,0.398,0.571,-2.192,-12.939,126.77,15.503
74,0.432,0.436,-2.306,-19.348,116.333,3.601
75,0.444,0.199,-2.415,-24.353,102.417,-6.348
76,0.439,-0.031,-2.457,-26.489,83.191,-11.169
77,0.443,-0.171,-2.405,-24.597,59.998,-9.399
78,0.448,-0.193,-2.252,-19.592,36.194,-3.235
79,0.457,-0.128,-2.051,-13.733,14.709,4.7
80,0.459,-0.03,-1.816,-8.789,-2.502,11.047
81,0.463,0.065,-1.597,-4.395,-12.634,14.771
82,0.466,0.154,-1.416,-1.16,-17.334,16.113
83,0.469,0.219,-1.287,0.488,-17.517,15.564
84,0.461,0.255,-1.211,0.427,-15.076,13.184
85,0.454,0.278,-1.173,-0.61,-11.963,9.827
86,0.452,0.28,-1.157,-1.465,-9.277,5.92
87,0.448,0.245,-1.155,-2.319,-7.629,1.587
88,0.435,0.176,-1.157,-3.357,-7.141,-2.319
89,0.426,0.091,-1.153,-3.906,-8.301,-4.761
90,0.417,0.012,-1.135,-4.089,-10.376,-5.188
91,0.404,-0.031,-1.098,-3.723,-13.306,-4.15
92,0.396,-0.017,-1.038,-2.686,-16.479,-1.404
93,0.395,0.041,-0.967,-2.014,-18.677,1.953
94,0.396,0.109,-0.902,-1.77,-18.982,3.723
95,0.397,0.152,-0.848,-1.831,-17.883,3.357
96,0.395,0.162,-0.815,-2.38,-15.198,1.587
97,0.393,0.147,-0.799,-2.502,-11.23,-0.61
98,0.397,0.122,-0.799,-2.441,-7.385,-2.502
99,0.394,0.092,-0.814,-2.258,-4.028,-3.601
100,0.391,0.062,-0.842,-2.197,-1.099,-4.089
101,0.389,0.028,-0.872,-1.892,0.854,-3.845
102,0.385,0.01,-0.899,-2.197,2.075,-2.747
103,0.384,0.019,-0.92,-2.319,2.258,-1.099
104,0.387,0.058,-0.929,-1.892,1.526,0.488
105,0.392,0.104,-0.931,-2.319,0.549,1.221
106,0.394,0.136,-0.924,-2.991,0.122,0.732
107,0.396,0.139,-0.909,-3.174,-0.488,-0.793
108,0.401,0.121,-0.898,-3.113,0.061,-2.441
109,0.404,0.095,-0.893,-2.747,0.916,-3.601
110,0.404,0.076,-0.893,-2.38,2.136,-4.028
111,0.408,0.07,-0.901,-1.892,3.845,-3.845
112,0.41,0.074,-0.92,-1.282,5.676,-3.418
113,0.41,0.081,-0.952,-0.61,7.141,-3.235
114,0.409,0.081,-0.982,-0.427,7.751,-3.357
115,0.41,0.079,-1.003,-0.427,7.751,-3.479
116,0.412,0.075,-1.012,0,6.836,-3.723
117,0.412,0.071,-1.009,0.183,5.493,-3.845
118,0.411,0.063,-0.996,0.183,4.028,-4.089
119,0.413,0.04,-0.988,-0.244,3.052,-4.272

1,0.453,0.178,-2.261,2.014,-4.15,4.517
2,0.454,0.177,-2.477,1.404,-15.259,2.747
3,0.429,0.15,-2.674,1.038,-31.189,0.305
4,0.376,0.143,-2.818,1.831,-52.979,-1.038
5,0.328,0.182,-2.881,2.258,-80.872,-1.343
6,0.272,0.263,-2.87,3.662,-111.633,-1.709
7,0.215,0.333,-2.779,4.944,-143.188,-4.028
8,0.17,0.35,-2.624,5.249,-173.95,-9.033
9,0.119,0.287,-2.428,4.272,-202.576,-16.541
10,0.065,0.146,-2.196,1.221,-229.37,-23.926
11,0.033,-0.034,-1.982,-0.549,-250,-28.442
12,-0.021,-0.176,-1.75,-0.916,-265.625,-28.809
13,-0.05,-0.238,-1.528,-1.465,-277.161,-24.414
14,-0.042,-0.231,-1.329,-1.587,-284.424,-17.822
15,-0.04,-0.182,-1.168,-1.77,-287.781,-10.986
16,-0.028,-0.123,-1.037,-2.014,-289.673,-5.737
17,-0.006,-0.086,-0.965,1.404,-289.307,-2.686
18,-0.026,-0.076,-0.92,5.188,-289.49,-0.916
19,-0.06,-0.075,-0.893,6.714,-291.138,-0.122
20,-0.091,-0.061,-0.874,8.789,-294.861,0.916
21,-0.158,-0.045,-0.819,8.24,-301.575,1.587
22,-0.208,0.005,-0.709,3.784,-311.218,1.892
23,-0.23,0.083,-0.576,-0.427,-322.205,2.136
24,-0.255,0.162,-0.398,-4.761,-334.351,1.099
25,-0.272,0.21,-0.215,-10.376,-343.201,-1.709
26,-0.271,0.207,-0.017,-14.648,-349.304,-6.165
27,-0.289,0.181,0.18,-17.212,-351.624,-10.803
28,-0.266,0.147,0.384,-19.653,-350.22,-14.587
29,-0.237,0.09,0.559,-16.907,-345.215,-17.395
30,-0.209,0.048,0.729,-16.968,-335.449,-18.555
31,-0.188,0.029,0.875,-17.517,-322.266,-17.7
32,-0.167,0.056,1.004,-19.226,-307.129,-14.954
33,-0.134,0.118,1.133,-21.912,-291.565,-12.207
34,-0.087,0.191,1.267,-25.696,-275.085,-10.559
35,-0.031,0.218,1.386,-27.771,-256.226,-11.597
36,-0.002,0.206,1.481,-28.748,-233.582,-14.771
37,0.03,0.179,1.568,-30.396,-210.632,-18.005
38,0.068,0.147,1.637,-32.41,-186.279,-20.142
39,0.099,0.105,1.674,-33.081,-159.912,-21.545
40,0.122,0.065,1.677,-32.288,-132.568,-22.278
41,0.165,0.037,1.648,-32.349,-105.896,-21.729
42,0.187,0.01,1.624,-31.189,-81.482,-20.569
43,0.194,-0.013,1.607,-24.109,-59.753,-18.921
44,0.225,-0.021,1.598,-18.555,-39.49,-16.479
45,0.234,-0.031,1.558,-15.381,-18.188,-14.465
46,0.233,-0.044,1.513,-12.695,1.953,-12.573
47,0.228,-0.059,1.472,-8.972,19.836,-10.071
48,0.227,-0.084,1.441,-5.615,36.133,-7.324
49,0.226,-0.108,1.415,-2.319,52.002,-4.7
50,0.225,-0.117,1.377,0.854,67.627,-0.916
51,0.22,-0.107,1.328,3.113,82.947,3.845
52,0.224,-0.069,1.281,4.456,97.534,8.545
53,0.239,-0.021,1.238,5.371,111.206,12.695
54,0.254,0.024,1.199,5.737,124.573,15.198
55,0.26,0.068,1.155,6.409,138,16.724
56,0.264,0.099,1.094,6.775,152.893,16.724
57,0.273,0.118,1.019,6.653,168.152,15.564
58,0.263,0.124,0.929,7.446,183.35,13.794
59,0.266,0.129,0.832,8.789,196.533,12.512
60,0.276,0.13,0.739,10.01,207.764,11.292
61,0.291,0.118,0.643,11.902,218.384,10.193
62,0.302,0.094,0.54,13.611,228.21,9.277
63,0.31,0.06,0.422,15.137,238.708,8.484
64,0.308,0.048,0.283,17.334,247.986,8.179
65,0.303,0.072,0.147,18.555,254.822,9.216
66,0.302,0.125,0.027,17.7,258.85,10.132
67,0.297,0.193,-0.077,15.137,260.498,9.827
68,0.304,0.241,-0.168,11.047,260.498,7.935
69,0.3,0.268,-0.249,7.507,259.949,3.906
70,0.306,0.266,-0.318,6.653,258.423,-0.977
71,0.314,0.232,-0.376,9.216,256.775,-5.615
72,0.322,0.189,-0.427,13.55,255.615,-9.46
73,0.319,0.158,-0.476,19.409,255.371,-11.658
74,0.31,0.148,-0.54,26.123,256.653,-12.268
75,0.308,0.14,-0.616,29.114,258.24,-12.329
76,0.308,0.112,-0.718,27.466,260.742,-12.634
77,0.296,0.056,-0.849,24.597,264.648,-13.611
78,0.278,-0.012,-0.989,20.325,264.587,-14.343
79,0.273,-0.065,-1.117,14.282,260.315,-13.55
80,0.267,-0.074,-1.22,7.507,252.014,-11.353
81,0.293,-0.051,-1.315,1.465,242.249,-8.301
82,0.306,-0.016,-1.382,-2.747,230.591,-5.92
83,0.326,0.012,-1.414,-4.395,216.98,-5.127
84,0.35,0.039,-1.441,-2.197,205.933,-4.761
85,0.357,0.068,-1.47,1.831,197.083,-4.089
86,0.359,0.103,-1.519,6.836,190.979,-3.357
87,0.362,0.147,-1.569,12.207,184.265,-2.502
88,0.374,0.204,-1.617,16.296,176.88,-2.258
89,0.393,0.252,-1.676,18.005,168.152,-3.296
90,0.393,0.274,-1.744,17.029,157.471,-5.554
91,0.4,0.255,-1.805,13.611,144.47,-9.033
92,0.414,0.181,-1.844,9.155,130.371,-13.611
93,0.423,0.06,-1.845,5.066,116.089,-17.517
94,0.442,-0.071,-1.814,2.441,101.807,-19.104
95,0.458,-0.183,-1.778,1.404,89.294,-17.09
96,0.467,-0.244,-1.745,1.343,78.674,-12.146
97,0.471,-0.239,-1.717,1.831,69.153,-5.249
98,0.469,-0.159,-1.694,2.808,60.608,2.258
99,0.469,-0.024,-1.667,2.808,52.002,8.972
100,0.466,0.133,-1.63,2.319,43.518,12.512
101,0.476,0.264,-1.579,1.953,35.522,12.329
102,0.482,0.333,-1.528,1.465,28.198,8.179
103,0.482,0.326,-1.483,0.854,21.484,1.953
104,0.478,0.265,-1.432,-0.122,15.503,-4.395
105,0.475,0.171,-1.376,-1.221,9.705,-9.094
106,0.475,0.062,-1.321,-2.869,4.333,-12.39
107,0.477,-0.035,-1.272,-4.761,0.366,-13.306
108,0.473,-0.1,-1.229,-5.615,-2.625,-11.597
109,0.47,-0.117,-1.191,-6.287,-4.822,-7.996
110,0.461,-0.084,-1.151,-6.409,-6.714,-4.089
111,0.456,-0.01,-1.108,-5.737,-8.85,-0.366
112,0.456,0.07,-1.056,-4.883,-10.681,1.648
113,0.458,0.125,-1.004,-4.578,-11.658,1.404
114,0.456,0.137,-0.954,-4.089,-11.902,-0.549
115,0.456,0.105,-0.91,-4.211,-11.414,-3.418
116,0.455,0.054,-0.882,-3.662,-9.399,-5.188
117,0.446,0.012,-0.873,-2.93,-6.226,-5.371
118,0.44,-0.014,-0.878,-2.808,-3.174,-4.944
119,0.434,-0.025,-0.902,-2.93,-0.488,-3.479

1,0.502,0.114,-2.24,-8.789,-8.911,3.296
2,0.485,0.065,-2.457,-10.681,-20.996,1.343
3,0.433,0.017,-2.63,-12.512,-38.696,-0.244
4,0.395,0.012,-2.731,-13.123,-62.439,0.122
5,0.366,0.09,-2.741,-14.587,-90.698,2.563
6,0.359,0.192,-2.709,-13.855,-118.469,4.333
7,0.332,0.238,-2.638,-10.681,-144.897,2.441
8,0.293,0.194,-2.545,-6.226,-168.762,-2.136
9,0.244,0.072,-2.428,-0.244,-190.796,-6.836
10,0.185,-0.072,-2.287,4.944,-211.792,-9.705
11,0.129,-0.17,-2.113,7.446,-232.666,-8.362
12,0.107,-0.156,-1.952,8.911,-249.573,-3.235
13,0.06,-0.05,-1.804,9.766,-262.329,3.54
14,0.019,0.086,-1.675,6.531,-273.987,7.935
15,-0.033,0.227,-1.556,1.16,-285.645,8.24
16,-0.099,0.346,-1.422,-5.615,-298.401,4.517
17,-0.146,0.409,-1.258,-16.052,-312.195,-1.953
18,-0.197,0.411,-1.083,-27.039,-324.768,-10.254
19,-0.242,0.346,-0.898,-36.499,-336.182,-19.836
20,-0.266,0.229,-0.701,-43.03,-345.886,-28.503
21,-0.298,0.079,-0.494,-45.471,-355.286,-34.546
22,-0.301,-0.093,-0.286,-44.434,-362.671,-37.109
23,-0.286,-0.253,-0.093,-39.001,-363.037,-35.767
24,-0.281,-0.334,0.106,-31.494,-362,-30.029
25,-0.283,-0.335,0.29,-21.79,-357.056,-21.667
26,-0.26,-0.266,0.477,-19.958,-350.159,-12.085
27,-0.229,-0.122,0.659,-26.001,-340.881,-3.601
28,-0.2,0.049,0.833,-35.034,-329.529,3.113
29,-0.158,0.175,0.993,-36.072,-314.636,4.395
30,-0.098,0.228,1.135,-34.241,-297.058,0.854
31,-0.049,0.219,1.269,-33.02,-277.344,-4.517
32,-0.005,0.166,1.379,-32.288,-253.784,-9.827
33,0.044,0.104,1.468,-33.63,-227.905,-13.977
34,0.099,0.054,1.535,-34.668,-201.538,-15.808
35,0.16,-0.002,1.573,-34.058,-173.035,-15.747
36,0.214,-0.071,1.567,-32.104,-143.005,-14.648
37,0.256,-0.136,1.511,-28.076,-112.732,-12.085
38,0.283,-0.175,1.417,-23.254,-84.595,-7.507
39,0.304,-0.174,1.306,-17.761,-60.242,-1.953
40,0.32,-0.127,1.184,-12.024,-39.978,4.7
41,0.336,-0.046,1.091,-8.728,-25.94,10.254
42,0.35,0.029,1.018,-7.812,-15.808,13.367
43,0.359,0.088,0.975,-8.606,-8.911,13.977
44,0.362,0.128,0.952,-9.399,-4.211,12.878
45,0.359,0.147,0.95,-9.644,-0.366,10.254
46,0.364,0.144,0.972,-9.949,3.357,7.202
47,0.37,0.117,1.008,-10.193,7.385,3.967
48,0.375,0.072,1.057,-9.705,12.268,1.343
49,0.377,0.024,1.104,-8.423,20.691,-0.122
50,0.376,-0.015,1.141,-6.47,31.189,0.183
51,0.38,-0.034,1.167,-4.333,43.518,1.648
52,0.39,-0.019,1.187,-1.892,57.19,4.272
53,0.397,0.022,1.196,-0.244,72.388,6.775
54,0.401,0.069,1.187,1.465,88.623,8.362
55,0.397,0.109,1.154,3.723,105.957,8.484
56,0.385,0.129,1.098,5.859,122.864,7.629
57,0.372,0.128,1.033,8.24,139.465,5.92
58,0.361,0.104,0.961,11.169,156.189,4.028
59,0.352,0.081,0.878,13.428,171.021,2.808
60,0.342,0.068,0.776,15.259,185.547,2.441
61,0.333,0.065,0.666,15.991,198.669,2.258
62,0.342,0.059,0.554,16.846,209.595,2.136
63,0.345,0.052,0.447,18.555,218.811,1.831
64,0.335,0.037,0.348,21.362,226.746,1.16
65,0.325,0.017,0.267,24.658,232.483,0.916
66,0.315,-0.004,0.204,27.222,236.816,1.709
67,0.301,-0.019,0.144,29.541,241.577,3.052
68,0.293,-0.017,0.079,31.616,246.704,5.249
69,0.28,0.012,0.002,33.508,253.235,8.24
70,0.288,0.062,-0.095,32.959,260.925,10.742
71,0.288,0.114,-0.233,31.433,270.325,11.963
72,0.28,0.16,-0.392,29.358,278.564,11.536
73,0.282,0.192,-0.561,26.428,283.569,9.644
74,0.266,0.194,-0.747,24.353,285.583,6.165
75,0.258,0.183,-0.88,22.217,278.442,2.441
76,0.251,0.172,-0.986,21.912,267.639,-0.549
77,0.287,0.141,-1.055,21.301,255.249,-3.296
78,0.319,0.088,-1.114,19.775,243.713,-5.432
79,0.325,0.029,-1.167,18.677,234.558,-6.897
80,0.33,-0.008,-1.212,17.09,224.243,-7.08
81,0.344,-0.021,-1.252,15.564,215.027,-5.92
82,0.357,-0.006,-1.277,13.794,205.627,-4.7
83,0.366,0.008,-1.303,12.878,197.021,-3.906
84,0.372,0.017,-1.319,11.414,188.904,-3.418
85,0.394,0.016,-1.347,10.62,182.007,-3.296
86,0.414,-0.016,-1.403,9.033,177.734,-3.357
87,0.423,-0.06,-1.486,6.714,175.11,-3.479
88,0.416,-0.087,-1.593,4.578,171.57,-2.075
89,0.418,-0.092,-1.71,2.93,165.833,0.61
90,0.428,-0.077,-1.822,2.441,155.823,3.845
91,0.44,-0.054,-1.922,1.892,142.334,6.592
92,0.446,-0.028,-1.978,1.404,128.052,8.85
93,0.453,0.01,-1.998,0.488,112.671,10.62
94,0.456,0.063,-1.972,-1.343,96.252,11.902
95,0.47,0.128,-1.907,-3.479,79.956,12.329
96,0.477,0.197,-1.819,-5.249,65.247,11.536
97,0.495,0.241,-1.729,-6.042,52.551,9.094
98,0.505,0.234,-1.653,-5.31,42.603,5.249
99,0.506,0.183,-1.59,-3.845,34.79,0.977
100,0.509,0.11,-1.539,-1.953,28.198,-2.014
101,0.501,0.024,-1.5,0.244,22.888,-3.418
102,0.496,-0.045,-1.464,1.282,17.944,-3.052
103,0.493,-0.068,-1.418,1.831,13.428,-0.61
104,0.494,-0.039,-1.378,1.77,9.521,2.991
105,0.493,0.028,-1.343,0.732,6.531,6.409
106,0.496,0.105,-1.315,-0.916,3.662,8.118
107,0.498,0.162,-1.291,-2.747,1.099,7.507
108,0.497,0.183,-1.267,-4.639,-1.953,5.188
109,0.491,0.173,-1.233,-5.798,-5.249,2.014
110,0.486,0.15,-1.186,-5.737,-8.606,-0.916
111,0.48,0.121,-1.125,-5.737,-12.207,-2.991
112,0.47,0.1,-1.059,-5.31,-15.137,-4.333
113,0.466,0.086,-0.997,-4.211,-16.785,-4.944
114,0.469,0.066,-0.941,-3.479,-17.517,-5.188
115,0.47,0.034,-0.898,-2.991,-16.418,-5.615
116,0.467,0.01,-0.875,-2.625,-13.489,-5.432
117,0.463,0.005,-0.867,-2.441,-10.376,-4.7
118,0.454,0.018,-0.87,-2.258,-7.996,-3.479
119,0.45,0.025,-0.875,-2.563,-6.226,-2.563

1,0.503,0.166,-2.247,-1.038,-0.854,9.094
2,0.5,0.185,-2.412,-0.488,-14.16,7.935
3,0.493,0.176,-2.559,1.831,-31.006,6.165
4,0.466,0.146,-2.683,6.47,-50.72,4.272
5,0.398,0.121,-2.751,12.817,-74.524,3.052
6,0.356,0.142,-2.745,16.418,-102.356,2.869
7,0.284,0.231,-2.657,18.799,-131.226,3.357
8,0.236,0.35,-2.493,19.043,-160.034,2.197
9,0.211,0.433,-2.294,15.564,-186.218,-2.563
10,0.215,0.426,-2.109,10.376,-208.862,-10.132
11,0.161,0.3,-1.98,5.493,-224.609,-19.958
12,0.113,0.132,-1.874,-0.793,-237.61,-27.527
13,0.068,-0.001,-1.792,-4.761,-250,-30.518
14,0.003,-0.042,-1.695,-9.521,-263.916,-28.931
15,-0.055,0.005,-1.581,-13.367,-278.992,-24.902
16,-0.114,0.09,-1.464,-15.198,-294.678,-21.729
17,-0.183,0.137,-1.301,-16.785,-311.218,-21.606
18,-0.226,0.131,-1.108,-19.714,-327.026,-23.499
19,-0.271,0.072,-0.897,-19.897,-340.149,-26.184
20,-0.308,-0.016,-0.687,-18.005,-351.135,-28.32
21,-0.342,-0.098,-0.456,-14.343,-362.427,-28.564
22,-0.363,-0.139,-0.215,-11.169,-371.765,-26.917
23,-0.373,-0.15,0.046,-9.399,-377.502,-24.109
24,-0.363,-0.135,0.318,-8.484,-380.005,-21.484
25,-0.326,-0.121,0.562,-7.263,-375.61,-19.958
26,-0.264,-0.094,0.817,-17.029,-366.577,-17.7
27,-0.197,-0.097,1.025,-22.095,-350.403,-16.602
28,-0.096,-0.101,1.197,-26.733,-327.332,-15.747
29,0.007,-0.103,1.318,-28.748,-298.95,-14.221
30,0.084,-0.106,1.386,-30.151,-266.296,-12.756
31,0.145,-0.111,1.408,-29.236,-233.276,-11.169
32,0.185,-0.119,1.379,-26.306,-201.05,-9.277
33,0.208,-0.126,1.328,-24.536,-171.387,-6.958
34,0.227,-0.125,1.284,-23.804,-147.217,-5.005
35,0.246,-0.102,1.244,-24.231,-127.991,-2.563
36,0.267,-0.063,1.217,-25.635,-111.328,-0.122
37,0.295,-0.039,1.198,-27.649,-96.619,1.343
38,0.323,-0.041,1.189,-28.992,-83.13,1.465
39,0.346,-0.048,1.185,-29.846,-70.313,1.648
40,0.362,-0.053,1.189,-29.785,-57.373,2.563
41,0.382,-0.037,1.192,-28.87,-44.617,3.906
42,0.405,0,1.184,-27.527,-30.64,5.31
43,0.427,0.041,1.148,-25.391,-15.747,6.409
44,0.442,0.066,1.091,-22.034,-1.221,6.287
45,0.44,0.066,1.024,-17.517,11.902,5.554
46,0.435,0.043,0.967,-13.428,22.949,4.822
47,0.432,0.015,0.923,-10.925,30.334,4.883
48,0.436,0.006,0.899,-8.789,36.133,5.859
49,0.441,0.018,0.901,-7.507,40.649,7.507
50,0.446,0.038,0.92,-6.714,46.021,8.972
51,0.458,0.06,0.952,-6.348,52.368,10.071
52,0.471,0.087,0.997,-5.859,59.448,10.681
53,0.484,0.118,1.031,-4.456,69.946,10.742
54,0.485,0.156,1.05,-3.052,83.313,10.132
55,0.481,0.198,1.044,-1.282,98.267,8.972
56,0.475,0.237,1.005,-0.183,114.441,6.836
57,0.475,0.26,0.947,0.305,129.7,3.601
58,0.475,0.255,0.87,0.183,145.203,-0.793
59,0.476,0.213,0.789,0.244,160.156,-5.371
60,0.473,0.14,0.697,0.488,173.523,-10.071
61,0.46,0.037,0.579,1.526,187.683,-13.733
62,0.437,-0.085,0.446,3.296,200.317,-15.259
63,0.414,-0.184,0.314,6.958,210.144,-13.428
64,0.402,-0.228,0.192,10.376,215.637,-8.179
65,0.406,-0.19,0.093,11.353,217.896,-1.038
66,0.419,-0.068,0.013,11.902,218.628,6.592
67,0.44,0.099,-0.043,11.597,218.018,11.902
68,0.465,0.25,-0.092,9.338,217.773,12.695
69,0.48,0.336,-0.149,6.531,219.849,8.362
70,0.474,0.337,-0.231,8.667,223.389,-0.061
71,0.464,0.252,-0.328,11.78,226.868,-9.155
72,0.454,0.087,-0.434,15.076,229.309,-17.029
73,0.454,-0.056,-0.542,18.494,229.858,-20.447
74,0.46,-0.144,-0.612,16.357,225.525,-18.311
75,0.476,-0.098,-0.671,14.221,220.947,-13.489
76,0.475,-0.056,-0.738,12.207,218.14,-9.46
77,0.491,0.036,-0.769,8.789,214.355,-7.935
78,0.475,0.067,-0.818,7.69,209.9,-8.85
79,0.461,0.052,-0.89,6.47,208.618,-12.146
80,0.443,-0.008,-0.945,7.507,204.041,-14.465
81,0.445,-0.075,-1.002,10.681,198.669,-14.832
82,0.453,-0.13,-1.06,12.939,192.688,-12.878
83,0.451,-0.145,-1.112,15.015,186.768,-9.277
84,0.467,-0.135,-1.16,16.602,179.871,-5.737
85,0.477,-0.125,-1.208,15.747,172.791,-3.235
86,0.474,-0.12,-1.259,12.573,166.443,-1.038
87,0.465,-0.107,-1.292,8.545,158.875,0.977
88,0.464,-0.083,-1.316,4.211,149.963,3.113
89,0.47,-0.047,-1.332,1.099,141.296,4.822
90,0.474,-0.004,-1.331,0.793,132.446,6.165
91,0.49,0.023,-1.324,2.014,124.268,6.409
92,0.498,0.028,-1.329,4.517,118.713,5.554
93,0.502,0.016,-1.353,7.996,114.624,4.456
94,0.5,0.008,-1.389,10.071,111.267,4.089
95,0.488,0.02,-1.421,10.742,106.506,4.456
96,0.473,0.036,-1.45,9.155,100.83,4.7
97,0.464,0.048,-1.458,5.554,93.994,4.456
98,0.464,0.049,-1.45,2.38,86.548,4.089
99,0.469,0.048,-1.432,0.427,79.895,3.967
100,0.473,0.046,-1.419,-0.122,74.646,4.15
101,0.477,0.047,-1.414,0.549,70.374,4.211
102,0.478,0.071,-1.42,1.587,67.017,4.395
103,0.485,0.103,-1.443,2.075,64.575,4.822
104,0.49,0.109,-1.495,1.77,62.5,4.028
105,0.49,0.088,-1.557,0.488,58.838,2.441
106,0.484,0.055,-1.611,-0.977,52.673,1.343
107,0.475,0.035,-1.642,-1.343,44.373,1.16
108,0.474,0.037,-1.642,-1.221,34.485,1.953
109,0.478,0.059,-1.613,-0.854,23.865,2.808
110,0.485,0.088,-1.557,-0.549,13.855,3.113
111,0.493,0.105,-1.49,-1.16,5.066,2.502
112,0.495,0.097,-1.408,-2.319,-2.502,0.977
113,0.493,0.071,-1.324,-3.235,-8.057,-0.61
114,0.494,0.045,-1.235,-3.662,-12.878,-1.465
115,0.491,0.028,-1.151,-3.784,-16.174,-1.587
116,0.489,0.022,-1.078,-3.357,-17.639,-1.099
117,0.488,0.021,-1.02,-3.54,-17.578,-0.61
118,0.483,0.026,-0.978,-3.296,-17.09,0.122
119,0.48,0.035,-0.95,-2.991,-15.381,0.427

1,0.522,0.095,-2.249,-2.441,9.399,6.287
2,0.51,0.053,-2.469,-2.502,-2.014,4.883
3,0.481,0.042,-2.651,-1.038,-18.188,5.188
4,0.437,0.076,-2.79,1.282,-40.344,6.836
5,0.376,0.155,-2.85,3.906,-68.726,8.423
6,0.327,0.252,-2.832,5.981,-100.159,8.179
7,0.26,0.31,-2.74,9.277,-131.958,4.944
8,0.225,0.31,-2.605,14.771,-162.109,-0.732
9,0.179,0.243,-2.442,22.949,-189.209,-7.385
10,0.115,0.142,-2.252,28.015,-214.233,-13.55
