aX,aY,aZ,gX,gY,gZ
0.382,-0.151,0.785,-13.489,-129.578,-14.221
0.390,-0.128,0.821,-12.695,-123.779,-10.803
0.391,-0.085,0.865,-12.573,-118.042,-7.874
0.394,-0.021,0.918,-13.123,-111.755,-5.676
0.398,0.042,0.970,-13.428,-104.553,-5.249
0.403,0.083,1.017,-13.367,-96.436,-6.348
0.406,0.090,1.064,-12.390,-88.013,-9.399
0.400,0.053,1.107,-10.864,-78.369,-13.123
0.391,0.002,1.147,-9.094,-67.993,-16.541
0.385,-0.039,1.187,-6.836,-57.129,-18.250
0.383,-0.070,1.220,-4.822,-46.204,-18.677
0.380,-0.109,1.252,-4.028,-34.912,-19.043
0.379,-0.152,1.288,-4.700,-23.193,-18.738
0.375,-0.203,1.323,-4.700,-10.681,-18.005
0.373,-0.265,1.346,-4.089,2.869,-16.235
0.369,-0.328,1.353,-3.296,18.127,-13.062
0.362,-0.380,1.352,-1.221,33.997,-8.301
0.364,-0.402,1.343,0.732,50.415,-2.136
0.368,-0.379,1.315,4.211,67.688,6.104
0.368,-0.315,1.264,8.728,84.961,14.648
0.369,-0.226,1.197,12.329,101.807,21.729
0.361,-0.139,1.113,15.198,118.225,26.489
0.353,-0.070,1.018,17.090,133.789,28.870
0.346,-0.028,0.923,16.846,146.912,29.053
0.333,-0.031,0.830,16.968,157.837,28.076
0.315,-0.067,0.746,17.761,166.321,26.672
0.287,-0.108,0.681,19.287,172.668,26.550
0.288,-0.121,0.638,20.386,176.941,28.564
0.305,-0.088,0.619,19.836,180.969,31.738
0.315,-0.017,0.609,19.226,186.584,34.668
0.325,0.049,0.578,17.822,195.679,35.400
0.316,0.087,0.523,16.663,207.031,33.875
0.294,0.078,0.455,16.602,218.567,31.128
0.272,0.052,0.376,17.883,229.187,28.809
0.276,0.028,0.294,20.264,239.075,28.198
0.284,0.000,0.188,24.475,249.390,28.687
0.284,-0.030,0.049,28.687,261.414,29.785
0.268,-0.049,-0.116,31.738,272.888,31.555
0.251,-0.038,-0.286,31.982,280.884,33.997
0.239,-0.002,-0.453,30.579,284.851,36.926
0.228,0.061,-0.607,27.710,284.546,39.124
0.220,0.146,-0.735,21.667,279.175,40.039
0.232,0.236,-0.835,14.282,269.653,39.063
0.263,0.302,-0.911,9.705,258.240,34.851
0.311,0.299,-0.974,5.981,247.070,27.954
0.333,0.240,-1.036,3.662,238.464,19.714
0.354,0.146,-1.079,3.296,229.919,12.390
0.360,0.055,-1.123,4.578,222.595,8.240
0.364,-0.009,-1.175,6.287,217.224,7.690
0.364,-0.017,-1.237,7.874,211.487,10.254
0.365,0.025,-1.298,8.850,204.834,14.404
0.369,0.098,-1.333,8.423,194.031,17.700
0.395,0.163,-1.362,8.362,184.082,18.677
0.420,0.189,-1.375,7.507,174.377,17.090
0.432,0.187,-1.374,6.531,166.016,14.038
0.451,0.146,-1.399,5.127,160.828,10.315
0.466,0.066,-1.452,3.357,158.630,7.507
0.477,-0.024,-1.542,0.977,157.715,6.165
0.474,-0.092,-1.650,-1.099,155.457,7.629
0.463,-0.105,-1.754,-2.563,150.085,11.597
0.470,-0.061,-1.851,-2.075,141.235,16.785
0.478,0.021,-1.911,-0.122,127.625,21.484
0.479,0.116,-1.958,1.526,113.708,24.536
0.484,0.224,-1.967,2.502,98.877,25.574
0.490,0.333,-1.939,3.540,82.886,24.414
0.510,0.417,-1.882,3.723,67.200,20.508
0.522,0.445,-1.799,2.380,52.917,13.794
0.535,0.422,-1.711,1.038,40.405,5.859
0.535,0.347,-1.630,-0.183,30.334,-1.953
0.527,0.258,-1.546,-1.221,22.034,-7.629
0.529,0.180,-1.454,-1.587,14.587,-11.230
0.533,0.111,-1.361,-1.648,8.667,-13.000
0.535,0.054,-1.278,-1.648,4.883,-13.550
0.529,0.011,-1.212,-1.892,2.991,-12.817
0.519,-0.018,-1.166,-1.282,2.563,-11.169
0.507,-0.030,-1.131,-0.427,2.625,-8.789
0.493,-0.024,-1.096,0.366,2.258,-6.104
0.484,-0.002,-1.063,0.549,1.892,-3.784

0.501,0.139,-2.038,-1.038,23.499,7.690
0.485,0.141,-2.201,0.061,13.550,7.080
0.462,0.156,-2.333,0.854,-0.305,6.409
0.414,0.185,-2.399,2.136,-16.968,5.798
0.409,0.206,-2.432,6.897,-37.476,4.700
0.375,0.225,-2.454,5.981,-56.641,3.418
0.348,0.235,-2.472,6.775,-77.271,0.854
0.309,0.220,-2.479,6.470,-98.938,-2.014
0.262,0.196,-2.472,6.165,-121.216,-4.456
0.194,0.186,-2.430,7.263,-144.653,-5.493
0.126,0.208,-2.345,7.568,-169.495,-6.226
0.066,0.259,-2.212,6.897,-194.885,-7.202
0.005,0.324,-2.044,4.517,-220.215,-9.033
-0.025,0.361,-1.857,0.854,-243.835,-12.817
-0.057,0.350,-1.675,-2.808,-262.573,-18.799
-0.075,0.301,-1.484,-6.287,-277.832,-25.391
-0.086,0.235,-1.310,-9.949,-289.062,-31.067
-0.117,0.185,-1.147,-14.282,-297.363,-34.485
-0.111,0.148,-0.986,-19.592,-303.772,-36.011
-0.112,0.129,-0.844,-24.719,-307.373,-36.438
-0.128,0.137,-0.721,-31.311,-310.120,-36.194
-0.128,0.152,-0.595,-36.987,-313.538,-35.950
-0.115,0.167,-0.487,-39.246,-314.270,-36.560
-0.119,0.168,-0.367,-39.734,-315.979,-37.964
-0.129,0.148,-0.231,-38.818,-317.810,-40.100
-0.108,0.107,-0.090,-34.790,-318.665,-42.297
-0.084,0.059,0.049,-29.419,-316.895,-44.128
-0.050,0.012,0.174,-23.560,-311.218,-44.800
-0.039,-0.041,0.275,-18.066,-302.856,-44.922
-0.017,-0.084,0.361,-14.526,-293.274,-44.006
0.003,-0.085,0.438,-14.648,-283.569,-41.260
0.033,-0.059,0.508,-17.273,-273.437,-37.903
0.072,-0.021,0.581,-20.264,-263.489,-35.156
0.105,0.005,0.648,-21.301,-253.052,-34.058
0.141,0.017,0.718,-22.522,-242.310,-34.119
0.162,0.006,0.778,-21.484,-230.774,-34.973
0.186,-0.026,0.832,-19.836,-218.201,-35.706
0.204,-0.063,0.877,-17.578,-205.444,-35.522
0.212,-0.086,0.922,-16.357,-193.237,-34.424
0.217,-0.106,0.968,-14.832,-182.007,-32.959
0.231,-0.111,1.017,-14.099,-171.631,-30.945
0.236,-0.091,1.073,-14.282,-161.011,-28.870
0.247,-0.058,1.141,-15.503,-150.818,-27.283
0.263,-0.033,1.211,-16.541,-139.771,-26.733
0.287,-0.035,1.279,-16.541,-127.625,-27.405
0.326,-0.067,1.331,-16.235,-113.037,-28.748
0.349,-0.135,1.352,-15.076,-95.642,-30.334
0.369,-0.225,1.342,-13.611,-76.599,-30.579
0.375,-0.308,1.312,-11.536,-58.105,-28.992
0.377,-0.376,1.277,-9.033,-41.748,-25.024
0.369,-0.422,1.245,-6.287,-27.649,-19.531
0.357,-0.446,1.219,-3.540,-15.442,-12.634
0.351,-0.441,1.214,-1.709,-5.798,-4.944
0.352,-0.395,1.222,0.183,2.625,2.747
0.353,-0.329,1.245,1.648,11.780,10.315
0.357,-0.262,1.267,2.747,21.851,16.052
0.363,-0.208,1.276,3.113,34.119,19.775
0.380,-0.175,1.269,3.540,48.096,22.095
0.391,-0.158,1.234,4.456,63.171,23.376
0.398,-0.150,1.181,5.676,78.430,24.536
0.402,-0.144,1.116,6.165,92.651,25.696
0.405,-0.146,1.045,6.531,106.567,26.611
0.395,-0.154,0.976,6.836,118.713,27.588
0.407,-0.147,0.913,6.897,129.272,29.236
0.403,-0.115,0.852,8.118,138.306,31.494
0.407,-0.079,0.791,8.667,146.851,33.203
0.425,-0.024,0.744,7.019,154.114,34.180
0.435,0.025,0.703,5.249,160.889,33.875
0.445,0.042,0.651,3.784,169.067,31.677
0.455,0.012,0.578,3.113,178.711,28.259
0.444,-0.050,0.500,4.089,188.110,25.269
0.427,-0.117,0.433,6.287,195.312,24.048
0.422,-0.152,0.378,9.827,201.294,25.757
0.423,-0.138,0.311,15.198,208.618,30.457
0.438,-0.079,0.221,21.606,217.041,36.377
0.453,-0.007,0.104,28.564,226.074,41.687
0.465,0.064,-0.027,33.752,233.948,44.983
0.461,0.139,-0.178,37.354,240.051,46.570
0.458,0.201,-0.332,39.246,243.408,46.570
0.465,0.232,-0.478,39.307,242.554,44.189
0.465,0.216,-0.614,38.635,238.281,39.490
0.463,0.171,-0.709,36.438,228.760,34.241
0.470,0.143,-0.758,32.776,215.454,30.273
0.479,0.156,-0.760,29.419,201.233,28.503
0.502,0.211,-0.728,24.109,187.012,27.466
0.520,0.294,-0.674,17.273,177.002,25.574
0.520,0.370,-0.603,10.864,169.983,21.362
0.510,0.401,-0.530,6.348,166.199,14.465
0.509,0.360,-0.465,3.723,165.833,6.042
0.498,0.234,-0.431,4.822,170.898,-2.563
0.464,0.057,-0.442,7.690,180.603,-7.629
0.422,-0.103,-0.486,9.705,190.308,-8.240
0.386,-0.205,-0.556,10.986,199.707,-4.150
0.364,-0.221,-0.647,11.353,209.167,3.845
0.342,-0.161,-0.754,11.047,216.553,13.428
0.326,-0.054,-0.883,9.949,222.168,21.729
0.301,0.076,-1.016,8.728,225.220,27.161
0.291,0.188,-1.146,7.690,223.755,28.992
0.289,0.256,-1.272,7.385,219.666,26.978
0.293,0.259,-1.365,7.629,210.876,22.705
0.298,0.215,-1.444,7.324,200.989,17.639
0.319,0.147,-1.508,6.836,191.101,13.794
0.334,0.089,-1.571,5.249,181.580,12.085
0.349,0.077,-1.636,3.357,173.035,12.817
0.371,0.123,-1.716,1.038,164.856,14.648
0.392,0.201,-1.814,-1.343,156.494,16.052
0.410,0.278,-1.934,-2.930,145.691,15.320
0.421,0.316,-2.035,-3.906,130.188,11.780
0.424,0.312,-2.103,-4.333,113.586,6.470
0.428,0.278,-2.113,-3.052,93.872,1.038
0.446,0.236,-2.050,-2.258,72.998,-3.235
0.463,0.195,-1.943,-1.831,53.101,-5.676
0.478,0.166,-1.809,-2.502,35.828,-7.141
0.486,0.146,-1.665,-4.700,21.790,-8.118
0.494,0.123,-1.528,-6.714,11.292,-9.033
0.493,0.098,-1.407,-7.568,5.188,-9.888
0.498,0.062,-1.307,-7.324,1.953,-9.949
0.500,0.020,-1.232,-6.348,1.099,-9.766
0.501,-0.017,-1.184,-4.333,2.258,-8.911

0.458,0.228,-2.176,-12.268,17.151,7.812
0.425,0.214,-2.348,-12.146,4.456,5.615
0.417,0.216,-2.489,-11.658,-12.207,3.601
0.406,0.231,-2.580,-10.193,-32.532,2.014
0.389,0.232,-2.640,-8.362,-55.664,-0.183
0.362,0.212,-2.667,-6.409,-80.383,-3.357
0.317,0.185,-2.649,-4.761,-106.384,-5.676
0.237,0.185,-2.561,-3.967,-133.606,-6.958
0.206,0.232,-2.413,-3.357,-160.095,-7.690
0.183,0.273,-2.228,-3.113,-184.570,-9.583
0.179,0.264,-2.049,-2.625,-205.261,-13.733
0.140,0.170,-1.913,-0.977,-219.421,-19.409
0.084,0.025,-1.800,-0.122,-230.591,-24.048
0.043,-0.080,-1.692,0.488,-240.906,-24.536
0.016,-0.093,-1.568,-0.427,-251.160,-20.569
-0.006,-0.037,-1.443,-1.587,-260.620,-14.771
-0.010,0.051,-1.320,-2.747,-268.799,-10.681
-0.007,0.134,-1.207,-4.700,-275.452,-9.338
-0.020,0.190,-1.108,-7.874,-280.945,-10.742
-0.057,0.209,-1.024,-12.146,-285.828,-14.282
-0.081,0.197,-0.932,-16.174,-291.382,-18.799
-0.109,0.174,-0.829,-18.188,-297.485,-22.949
-0.114,0.127,-0.723,-18.311,-304.077,-26.611
-0.118,0.061,-0.610,-15.381,-309.998,-29.663
-0.153,0.017,-0.485,-11.719,-314.636,-31.250
-0.176,-0.011,-0.347,-8.545,-319.519,-31.616
-0.182,-0.022,-0.213,-6.714,-323.425,-30.884
-0.197,-0.002,-0.075,-6.470,-326.111,-29.663
-0.205,0.028,0.070,-8.362,-328.003,-29.053
-0.194,0.050,0.210,-11.230,-326.965,-29.541
-0.182,0.057,0.346,-12.634,-323.242,-31.250
-0.175,0.054,0.466,-12.451,-317.627,-33.386
-0.173,0.063,0.597,-16.785,-311.035,-35.034
-0.161,0.077,0.738,-21.362,-303.833,-36.072
-0.132,0.091,0.893,-23.621,-295.349,-37.170
-0.098,0.085,1.040,-22.034,-284.119,-39.001
-0.069,0.040,1.186,-20.325,-269.104,-41.504
-0.043,-0.043,1.319,-17.883,-252.014,-43.518
-0.005,-0.116,1.445,-13.977,-232.849,-43.335
0.037,-0.168,1.556,-11.108,-211.670,-41.138
0.082,-0.209,1.635,-9.399,-186.035,-37.598
0.125,-0.230,1.687,-7.629,-159.607,-33.203
0.168,-0.243,1.703,-6.042,-131.897,-28.442
0.208,-0.253,1.684,-5.493,-104.004,-23.865
0.242,-0.259,1.634,-5.432,-76.965,-19.653
0.274,-0.274,1.557,-5.493,-51.392,-15.808
0.305,-0.288,1.461,-6.226,-28.809,-12.207
0.317,-0.294,1.339,-6.165,-8.667,-8.240
0.326,-0.297,1.215,-5.127,8.362,-4.456
0.336,-0.296,1.122,-4.883,18.860,-0.366
0.336,-0.289,1.052,-3.052,26.001,4.211
0.341,-0.283,1.019,-0.549,30.212,8.789
0.347,-0.258,1.013,1.526,33.081,13.550
0.350,-0.214,1.031,5.249,36.743,18.372
0.356,-0.157,1.061,7.629,41.748,21.973
0.372,-0.106,1.093,8.606,47.974,24.048
0.381,-0.073,1.118,7.751,55.969,24.536
0.388,-0.058,1.133,6.165,66.772,23.926
0.393,-0.064,1.137,4.761,78.613,23.132
0.394,-0.081,1.120,5.066,91.980,22.400
0.387,-0.106,1.069,5.554,106.689,21.912
0.384,-0.109,1.016,5.615,119.629,22.644
0.379,-0.089,0.968,6.897,131.836,24.292
0.388,-0.057,0.918,8.118,143.250,25.879
0.392,-0.030,0.865,9.644,154.419,26.733
0.385,-0.028,0.799,10.864,166.016,26.428
0.371,-0.052,0.729,12.329,177.124,25.757
0.357,-0.086,0.651,13.794,187.256,25.696
0.341,-0.095,0.572,14.832,196.411,27.100
0.340,-0.063,0.505,15.747,203.186,29.785
0.347,0.009,0.434,16.663,209.656,33.020
0.353,0.092,0.355,16.113,216.309,34.485
0.361,0.142,0.269,15.747,223.206,33.386
0.365,0.136,0.186,15.686,229.858,29.846
0.374,0.066,0.104,16.357,235.962,25.452
0.367,-0.045,0.000,18.494,243.835,22.461
0.353,-0.145,-0.118,22.400,251.404,22.827
0.341,-0.172,-0.239,26.184,256.897,27.588
0.333,-0.105,-0.365,27.832,260.010,35.400
0.329,0.026,-0.477,26.489,260.498,42.480
0.327,0.182,-0.573,23.132,257.935,46.448
0.345,0.321,-0.654,16.113,252.869,45.959
0.368,0.403,-0.735,8.362,247.253,39.978
0.381,0.407,-0.811,5.371,242.798,29.968
0.397,0.313,-0.891,1.343,237.305,18.372
0.400,0.132,-0.971,-0.977,231.995,7.507
0.380,-0.068,-1.028,-1.526,224.670,0.977
0.364,-0.215,-1.043,-0.732,214.905,1.038
0.356,-0.266,-1.026,0.366,205.383,6.897
0.335,-0.212,-0.981,1.282,197.876,15.930
0.327,-0.092,-0.930,2.258,192.444,24.841
0.325,0.057,-0.887,1.953,190.369,30.762
0.306,0.193,-0.872,0.793,191.589,33.020
0.297,0.285,-0.882,0.366,195.435,31.433
0.277,0.321,-0.933,0.916,203.125,27.222
0.261,0.316,-1.009,1.221,210.815,22.217
0.238,0.295,-1.136,2.441,218.628,17.883
0.216,0.280,-1.306,3.540,225.037,14.587
0.219,0.262,-1.503,3.296,226.685,12.390
0.221,0.235,-1.721,1.953,223.816,10.010
0.232,0.204,-1.944,-0.793,215.454,7.812
0.236,0.181,-2.139,-2.686,198.792,6.714
0.247,0.179,-2.302,-4.822,176.575,6.042
0.267,0.195,-2.376,-6.165,151.917,5.859
0.308,0.215,-2.386,-7.019,125.244,4.944
0.344,0.231,-2.341,-7.202,99.121,2.991
0.372,0.232,-2.254,-6.714,74.402,0.488
0.387,0.216,-2.138,-6.042,52.368,-2.258
0.405,0.188,-2.009,-6.836,33.508,-4.700
0.408,0.143,-1.866,-8.972,17.639,-6.104
0.421,0.110,-1.721,-10.681,5.066,-6.897
0.426,0.086,-1.583,-11.414,-3.967,-6.958
0.433,0.066,-1.451,-11.536,-9.644,-6.531
0.440,0.046,-1.346,-10.132,-12.634,-5.859
0.437,0.024,-1.260,-8.362,-13.428,-5.188
0.434,0.015,-1.198,-6.165,-13.000,-4.089
0.428,0.028,-1.149,-3.784,-11.658,-2.075
0.421,0.061,-1.121,-1.709,-10.010,-0.183
0.421,0.095,-1.112,-0.977,-8.362,0.793

0.404,0.211,-2.233,-2.808,23.132,21.667
0.403,0.258,-2.415,-2.075,12.634,19.958
0.363,0.266,-2.592,-3.418,-1.587,16.357
0.300,0.244,-2.723,-4.822,-21.179,11.902
0.253,0.223,-2.803,-5.493,-46.814,8.545
0.218,0.213,-2.818,-5.676,-76.599,6.287
0.167,0.193,-2.764,-6.653,-108.215,4.333
0.114,0.176,-2.647,-6.897,-138.550,2.930
0.079,0.174,-2.499,-4.883,-166.992,2.441
0.041,0.175,-2.340,-1.892,-192.810,2.136
0.006,0.172,-2.182,1.404,-215.820,1.099
-0.057,0.189,-2.001,4.211,-235.352,0.183
-0.141,0.225,-1.803,5.615,-252.747,-0.671
-0.151,0.284,-1.567,3.662,-267.944,-1.953
-0.132,0.355,-1.328,1.892,-279.663,-4.028
-0.117,0.420,-1.078,-1.831,-286.743,-7.568
-0.064,0.422,-0.881,-6.348,-288.635,-14.160
-0.020,0.363,-0.742,-10.376,-286.377,-22.278
0.024,0.264,-0.637,-15.381,-281.860,-30.090
0.044,0.164,-0.589,-20.752,-272.461,-35.339
0.057,0.089,-0.582,-25.146,-263.855,-37.048
0.060,0.042,-0.597,-28.748,-257.202,-36.804
0.058,0.023,-0.601,-31.616,-255.005,-35.583
0.061,0.022,-0.589,-33.386,-255.981,-33.997
0.062,0.031,-0.554,-32.593,-259.583,-32.532
0.050,0.026,-0.487,-29.419,-265.442,-31.921
0.051,-0.000,-0.401,-24.353,-271.484,-32.043
0.048,-0.028,-0.298,-18.555,-277.344,-31.860
0.042,-0.055,-0.176,-13.611,-282.166,-31.189
0.045,-0.087,-0.044,-9.888,-285.156,-29.907
0.066,-0.113,0.088,-7.385,-285.339,-28.442
0.080,-0.105,0.216,-6.775,-282.410,-26.367
0.112,-0.091,0.336,-6.592,-277.588,-24.109
0.154,-0.085,0.428,-8.789,-268.616,-22.339
0.195,-0.086,0.504,-11.658,-257.263,-21.057
0.249,-0.095,0.559,-13.550,-244.385,-19.470
0.271,-0.123,0.572,-11.047,-229.065,-18.250
0.275,-0.126,0.589,-11.230,-216.064,-16.113
0.272,-0.081,0.617,-11.658,-206.482,-12.329
0.272,-0.000,0.669,-10.437,-199.768,-8.972
0.269,0.089,0.748,-10.376,-195.190,-7.507
0.263,0.147,0.840,-9.033,-190.369,-9.216
0.271,0.149,0.945,-8.301,-184.814,-13.611
0.281,0.102,1.048,-7.751,-177.124,-19.165
0.288,0.021,1.157,-7.568,-167.175,-23.987
0.300,-0.069,1.262,-7.629,-155.212,-27.161
0.314,-0.150,1.351,-8.362,-139.771,-27.588
0.322,-0.205,1.420,-10.010,-121.460,-25.696
0.334,-0.232,1.464,-10.437,-101.257,-21.790
0.350,-0.242,1.482,-9.949,-80.139,-16.907
0.355,-0.230,1.476,-8.667,-58.533,-11.902
0.354,-0.203,1.441,-6.897,-37.537,-7.141
0.351,-0.168,1.381,-5.615,-18.066,-3.540
0.347,-0.133,1.324,-5.066,-2.319,-0.610
0.342,-0.106,1.275,-3.540,11.047,1.587
0.350,-0.097,1.243,-1.709,22.522,3.052
0.354,-0.109,1.217,0.854,33.508,4.211
0.353,-0.120,1.192,3.174,44.189,5.859
0.357,-0.120,1.170,6.042,54.749,8.118
0.374,-0.099,1.158,8.484,65.613,10.864
0.393,-0.067,1.138,10.925,77.026,13.245
0.406,-0.041,1.100,12.024,89.294,14.526
0.414,-0.021,1.065,11.841,101.746,14.465
0.428,-0.014,1.022,12.817,114.258,13.794
0.425,-0.032,0.965,13.306,127.197,12.817
0.424,-0.063,0.879,13.000,140.808,11.658
0.415,-0.117,0.782,13.611,152.954,11.353
0.402,-0.182,0.680,15.198,163.452,12.024
0.383,-0.240,0.588,18.005,171.082,14.771
0.366,-0.256,0.510,21.179,175.598,20.081
0.365,-0.209,0.461,23.926,177.917,26.978
0.381,-0.114,0.443,25.757,178.467,33.997
0.394,-0.001,0.443,25.940,179.993,38.574
0.411,0.101,0.434,25.574,185.120,39.856
0.421,0.157,0.410,23.315,192.932,37.903
0.411,0.146,0.358,21.240,203.247,33.203
0.389,0.084,0.283,19.470,213.989,27.954
0.367,0.016,0.197,19.104,223.816,24.536
0.360,-0.017,0.104,19.348,232.605,24.109
0.353,-0.016,-0.003,20.142,241.089,25.391
0.357,-0.001,-0.123,20.874,248.291,27.039
0.355,0.003,-0.266,20.874,255.737,27.832
0.343,-0.002,-0.420,19.409,261.719,27.954
0.332,-0.009,-0.573,16.418,263.794,28.198
0.320,0.008,-0.716,11.475,261.841,29.236
0.322,0.085,-0.816,5.005,253.235,30.823
0.330,0.203,-0.866,1.282,242.310,31.189
0.354,0.320,-0.865,-2.686,228.943,28.381
0.387,0.373,-0.853,-5.615,218.262,21.545
0.414,0.314,-0.866,-5.676,213.196,10.925
0.414,0.148,-0.904,-3.479,212.219,0.061
0.405,-0.052,-0.964,-0.183,213.440,-5.737
0.386,-0.217,-1.048,5.615,214.294,-5.554
0.351,-0.284,-1.117,12.024,212.708,0.061
0.320,-0.242,-1.157,15.930,207.275,9.949
0.311,-0.106,-1.174,16.602,200.256,20.569
0.316,0.067,-1.189,15.259,193.970,28.687
0.335,0.226,-1.212,11.230,189.636,31.311
0.337,0.326,-1.259,6.836,187.195,28.870
0.339,0.347,-1.329,3.784,184.875,22.827
0.343,0.291,-1.419,2.869,182.251,15.381
0.359,0.183,-1.512,3.845,178.650,8.911
0.365,0.067,-1.605,5.493,174.011,5.005
0.362,-0.007,-1.705,5.615,168.579,5.127
0.351,-0.017,-1.806,4.272,161.194,8.179
0.349,0.030,-1.901,2.869,149.841,12.451
0.355,0.112,-1.979,0.244,135.193,15.869
0.362,0.205,-2.027,-3.357,119.934,17.212
0.374,0.287,-2.048,-7.019,102.966,16.235
0.394,0.333,-2.034,-8.545,85.083,12.939
0.416,0.325,-1.996,-8.240,67.810,7.874
0.434,0.262,-1.934,-6.653,51.880,2.319
0.438,0.181,-1.858,-4.150,38.025,-1.892
0.445,0.124,-1.772,-1.648,26.184,-3.357
0.449,0.105,-1.688,0.183,15.869,-2.869
0.448,0.120,-1.596,0.061,7.080,-1.526
0.449,0.144,-1.505,-1.831,-0.183,-0.977
0.453,0.162,-1.419,-4.211,-5.737,-1.465
0.456,0.163,-1.340,-5.615,-9.705,-2.563

0.491,0.186,-2.033,1.709,-4.150,13.733
0.473,0.184,-2.182,1.892,-12.390,11.719
0.455,0.184,-2.293,1.770,-24.963,9.827
0.430,0.191,-2.377,1.099,-41.138,8.667
0.408,0.188,-2.438,-0.244,-59.875,7.385
0.373,0.171,-2.468,-1.831,-80.933,5.676
0.326,0.163,-2.474,-3.723,-102.844,4.639
0.265,0.180,-2.446,-4.578,-126.099,4.822
0.198,0.238,-2.366,-5.005,-150.330,5.432
0.134,0.323,-2.236,-6.348,-175.171,4.822
0.100,0.399,-2.074,-8.057,-198.914,1.770
0.068,0.444,-1.883,-10.010,-220.398,-3.479
0.038,0.440,-1.692,-11.780,-238.220,-10.437
0.038,0.402,-1.500,-12.024,-252.686,-18.311
0.023,0.301,-1.326,-10.071,-262.817,-26.062
0.029,0.194,-1.163,-10.132,-270.264,-31.860
0.031,0.089,-1.016,-9.155,-274.963,-35.400
0.021,-0.000,-0.878,-10.864,-278.381,-36.316
0.032,-0.074,-0.778,-12.268,-280.334,-35.156
0.024,-0.114,-0.685,-14.038,-281.372,-32.166
0.032,-0.115,-0.599,-16.907,-281.799,-27.893
0.029,-0.081,-0.519,-19.348,-282.043,-23.376
0.031,-0.022,-0.440,-21.240,-282.410,-19.836
0.019,0.042,-0.355,-22.339,-283.264,-17.395
0.045,0.096,-0.267,-22.156,-283.875,-17.029
0.026,0.111,-0.178,-20.264,-284.424,-18.677
0.048,0.090,-0.082,-18.738,-284.546,-21.606
0.039,0.056,0.021,-15.930,-284.363,-23.987
0.043,0.026,0.135,-12.817,-282.898,-25.513
0.070,0.003,0.263,-10.559,-281.555,-25.940
0.083,-0.019,0.376,-7.568,-276.855,-26.001
0.114,-0.044,0.474,-6.348,-268.799,-25.513
0.149,-0.075,0.550,-6.104,-258.789,-24.292
0.164,-0.093,0.620,-6.165,-248.352,-22.339
0.185,-0.089,0.702,-7.141,-238.647,-19.958
0.225,-0.070,0.797,-9.521,-229.187,-17.456
0.250,-0.044,0.890,-9.888,-217.224,-15.564
0.275,-0.020,0.972,-9.277,-203.552,-14.160
0.303,-0.008,1.046,-8.057,-188.721,-13.611
0.333,-0.004,1.112,-7.751,-172.913,-13.611
0.363,0.000,1.144,-5.798,-154.602,-13.489
0.373,0.003,1.157,-4.333,-136.108,-13.794
0.385,0.001,1.164,-4.150,-119.873,-14.526
0.396,-0.010,1.165,-3.418,-104.492,-15.442
0.400,-0.045,1.163,-3.540,-90.149,-16.846
0.404,-0.093,1.165,-4.822,-76.843,-17.822
0.403,-0.145,1.165,-5.310,-64.209,-17.700
0.397,-0.187,1.170,-6.042,-52.185,-16.418
0.394,-0.208,1.184,-6.470,-41.504,-13.794
0.395,-0.204,1.207,-6.470,-31.006,-10.437
0.396,-0.178,1.229,-5.920,-19.958,-6.653
0.403,-0.159,1.237,-4.700,-7.935,-3.967
0.407,-0.139,1.236,-2.625,5.127,-1.465
0.408,-0.136,1.228,-0.610,18.494,0.122
0.403,-0.142,1.207,2.197,32.288,1.648
0.427,-0.140,1.181,5.127,45.471,3.662
0.441,-0.134,1.158,7.812,57.800,5.798
0.455,-0.130,1.124,10.437,70.923,7.324
0.473,-0.121,1.087,11.597,84.412,8.667
0.487,-0.130,1.037,12.329,97.778,9.460
0.491,-0.137,0.967,11.963,111.755,10.376
0.483,-0.151,0.878,12.573,125.916,11.841
0.476,-0.184,0.793,13.184,137.207,13.184
0.465,-0.221,0.714,12.939,146.179,15.137
0.463,-0.250,0.632,13.489,154.419,18.188
0.450,-0.252,0.563,13.489,160.095,22.949
0.439,-0.227,0.511,13.489,164.673,28.320
0.445,-0.155,0.484,14.221,167.419,34.119
0.444,-0.051,0.474,16.418,170.471,39.185
0.438,0.062,0.466,18.311,175.598,41.931
0.442,0.166,0.447,19.104,182.922,41.809
0.429,0.237,0.403,19.470,192.261,39.185
0.433,0.261,0.332,19.592,202.576,34.302
0.430,0.225,0.244,18.555,212.585,27.771
0.430,0.141,0.135,16.663,222.778,21.423
0.436,0.032,0.005,14.526,232.483,16.479
0.414,-0.057,-0.118,12.512,239.990,14.099
0.420,-0.106,-0.240,10.559,244.507,14.771
0.419,-0.110,-0.365,6.958,247.742,17.395
0.408,-0.077,-0.484,2.563,249.817,20.630
0.407,-0.029,-0.600,-0.488,248.840,23.010
0.423,0.017,-0.690,-2.075,244.568,24.414
0.438,0.058,-0.783,-1.587,240.784,24.536
0.452,0.092,-0.865,1.465,235.657,23.804
0.460,0.110,-0.939,4.944,229.370,22.095
0.462,0.119,-1.008,7.996,222.717,20.386
0.462,0.106,-1.068,9.888,214.417,18.066
0.459,0.079,-1.122,10.437,205.627,16.052
0.468,0.050,-1.172,9.033,196.411,14.771
0.469,0.026,-1.209,7.446,185.913,14.709
0.468,0.025,-1.215,4.700,173.950,15.442
0.486,0.047,-1.204,0.854,162.170,16.296
