count,aX,aY,aZ,gX,gY,gZ
8,0.307,0.243,-2.177,-4.761,-151.489,9.338
9,0.285,0.209,-2.098,-9.888,-170.532,5.066
10,0.26,0.146,-1.951,-11.536,-189.392,1.16
11,0.242,0.051,-1.786,-11.658,-206.238,-1.892
12,0.227,0.013,-1.619,-10.742,-220.154,-2.991
13,0.205,0.038,-1.463,-7.446,-230.713,-2.93
14,0.191,0.044,-1.282,-5.615,-240.234,-4.089
15,0.192,-0.008,-1.089,-4.089,-247.437,-5.92
16,0.184,-0.109,-0.925,-2.625,-250.366,-7.874
17,0.193,-0.211,-0.787,-1.709,-251.16,-8.362
18,0.194,-0.269,-0.714,-1.465,-249.268,-6.409
19,0.186,-0.274,-0.663,-2.38,-247.803,-3.052
20,0.193,-0.2,-0.615,-4.456,-249.634,1.709
21,0.175,-0.098,-0.568,-7.385,-252.747,5.005
22,0.157,-0.053,-0.463,-12.878,-258.24,5.554
23,0.165,-0.044,-0.272,-15.564,-267.517,4.944
24,0.171,-0.037,-0.052,-15.808,-273.621,4.15
25,0.192,-0.046,0.155,-13.611,-272.583,3.113
26,0.216,-0.083,0.358,-10.559,-267.029,1.831
27,0.247,-0.123,0.497,-5.066,-254.395,1.465
28,0.275,-0.14,0.567,-1.282,-234.558,2.991
29,0.313,-0.138,0.597,2.93,-215.515,5.066
30,0.346,-0.119,0.601,5.249,-197.205,7.507
31,0.369,-0.092,0.592,6.287,-180.908,9.827
32,0.391,-0.062,0.598,6.409,-168.03,11.78
33,0.421,-0.041,0.626,5.493,-157.959,13.062
34,0.442,-0.037,0.667,5.493,-148.193,13.794
35,0.455,-0.038,0.727,5.798,-138.245,14.709
36,0.481,-0.041,0.792,6.47,-127.502,15.869
37,0.5,-0.014,0.833,7.446,-113.464,17.517
38,0.522,0.055,0.84,9.155,-96.863,19.409
39,0.545,0.137,0.811,9.155,-79.956,19.958
40,0.564,0.192,0.746,6.836,-63.232,18.25
41,0.577,0.198,0.654,4.944,-48.218,14.465
42,0.585,0.177,0.558,2.808,-37.109,10.498
43,0.593,0.151,0.486,0.854,-30.579,7.385
44,0.605,0.128,0.444,-0.793,-27.405,5.066
45,0.61,0.108,0.437,-1.77,-25.94,3.235
46,0.619,0.086,0.463,-2.258,-25.208,2.075
47,0.629,0.058,0.502,-2.991,-23.315,1.221
48,0.63,0.032,0.541,-4.089,-19.47,0.854
49,0.629,0.015,0.57,-4.211,-14.16,1.221
50,0.625,0.013,0.579,-5.249,-7.629,2.258
51,0.619,0.025,0.589,-5.737,-2.014,3.357
52,0.612,0.03,0.623,-6.897,2.38,4.15
53,0.609,0.037,0.675,-7.507,6.287,4.883
54,0.608,0.062,0.732,-7.141,12.207,5.676
55,0.606,0.103,0.792,-6.47,20.02,5.981
56,0.603,0.131,0.838,-5.371,29.907,5.371
57,0.597,0.144,0.861,-3.235,42.48,3.906
58,0.594,0.146,0.851,-0.183,56.946,2.197
59,0.589,0.137,0.806,2.808,72.632,0.305
60,0.578,0.107,0.741,5.31,86.548,-1.221
61,0.571,0.062,0.665,8.118,99.609,-2.075
62,0.565,0.021,0.589,10.132,110.657,-1.953
63,0.555,-0.017,0.517,12.512,119.629,-0.732
64,0.547,-0.024,0.458,14.587,126.953,1.709
65,0.543,0.013,0.418,16.418,132.874,4.639
66,0.537,0.057,0.38,17.273,138.733,6.714
67,0.519,0.063,0.336,17.456,145.935,7.08
68,0.504,0.045,0.301,18.005,152.161,7.08
69,0.48,0.012,0.266,18.982,158.203,7.812
70,0.45,-0.001,0.229,20.447,164.795,9.46
71,0.43,0.038,0.213,22.095,169.922,12.573
72,0.412,0.102,0.218,22.095,174.561,15.259
73,0.399,0.168,0.222,21.057,181.58,16.235
74,0.385,0.229,0.19,19.287,192.2,15.32
75,0.373,0.293,0.095,15.869,206.177,13.062
76,0.365,0.34,-0.049,10.376,220.581,8.484
77,0.361,0.325,-0.238,5.798,233.337,1.831
78,0.351,0.237,-0.461,4.639,242.615,-5.493
79,0.337,0.065,-0.665,3.662,243.958,-11.475
80,0.335,-0.15,-0.797,2.563,237,-14.404
81,0.334,-0.31,-0.881,4.944,229.126,-11.292
82,0.337,-0.325,-0.91,9.827,218.262,-2.686
83,0.339,-0.175,-0.887,13.123,207.458,8.057
84,0.336,0.053,-0.841,13.245,199.158,16.174
85,0.335,0.243,-0.767,8.118,194.397,18.066
86,0.329,0.336,-0.716,-0.183,194.153,14.221
87,0.317,0.326,-0.746,-7.874,199.28,6.714
88,0.296,0.266,-0.834,-13.916,207.642,-0.977
89,0.269,0.193,-0.989,-18.127,218.445,-6.409
90,0.252,0.133,-1.178,-20.081,224.06,-10.315
91,0.252,0.039,-1.401,-20.691,224.487,-13.489
92,0.255,-0.106,-1.609,-21.606,217.773,-15.503
93,0.269,-0.21,-1.842,-19.653,206.238,-13.855
94,0.301,-0.207,-2.038,-16.113,188.782,-8.972
95,0.329,-0.214,-2.171,-13.794,169.739,-4.211
96,0.353,-0.197,-2.24,-13.123,148.132,0.183
97,0.378,-0.081,-2.231,-11.963,125.977,5.31
98,0.403,0.094,-2.136,-12.756,105.103,8.85
99,0.42,0.229,-2.007,-15.747,86.731,8.24
100,0.426,0.252,-1.885,-20.386,72.205,3.479
101,0.432,0.177,-1.78,-24.536,61.157,-2.136
102,0.439,0.069,-1.692,-26.367,52.429,-5.737
103,0.436,-0.002,-1.611,-24.231,45.837,-6.714
104,0.446,-0.023,-1.545,-19.287,41.016,-5.981
105,0.449,-0.043,-1.511,-13.489,38.269,-5.188
106,0.45,-0.068,-1.527,-8.301,36.682,-4.395
107,0.443,-0.063,-1.58,-4.15,33.936,-2.747
108,0.434,-0.042,-1.607,-2.38,28.564,-1.038
109,0.425,-0.028,-1.568,-3.113,20.874,0.183
110,0.416,-0.039,-1.479,-4.822,12.573,0.793
111,0.406,-0.038,-1.379,-6.165,5.737,1.892
112,0.399,0.011,-1.293,-5.981,1.526,3.54
113,0.393,0.084,-1.232,-4.456,0.061,4.517
114,0.386,0.112,-1.198,-3.601,-0.61,3.54
115,0.38,0.093,-1.159,-3.845,-1.282,1.282
116,0.377,0.078,-1.129,-3.113,-1.953,-0.305
117,0.376,0.077,-1.118,-1.953,-1.953,-1.465
118,0.376,0.074,-1.124,-0.854,-1.831,-2.747
119,0.374,0.043,-1.132,-0.61,-2.441,-4.333

1,0.468,0.137,-2.163,6.287,-15.869,6.042
2,0.468,0.17,-2.246,3.54,-31.616,3.723
3,0.463,0.143,-2.294,-0.732,-48.767,0.366
4,0.455,0.071,-2.313,-5.981,-66.406,-2.869
5,0.425,0.023,-2.264,-9.888,-85.205,-3.967
6,0.413,0.009,-2.141,-11.353,-102.844,-3.54
7,0.41,0.004,-2.009,-10.01,-117.249,-2.869
8,0.397,0.001,-1.91,-5.554,-127.808,-2.319
9,0.392,-0.024,-1.905,2.502,-134.338,-2.075
10,0.37,-0.082,-1.989,12.329,-140.808,-2.014
11,0.326,-0.13,-2.051,20.63,-151.55,-0.977
12,0.281,-0.122,-1.987,27.771,-167.786,1.16
13,0.26,-0.091,-1.823,31.677,-185.12,3.235
14,0.243,-0.053,-1.652,32.104,-200.012,4.333
15,0.218,-0.01,-1.528,30.579,-209.29,5.066
16,0.197,0.102,-1.453,27.1,-216.125,5.432
17,0.178,0.232,-1.399,21.362,-223.999,3.54
18,0.14,0.296,-1.356,12.512,-233.215,-1.343
19,0.094,0.24,-1.29,3.296,-243.958,-7.751
20,0.078,0.122,-1.159,-4.883,-256.653,-13.977
21,0.056,-0.037,-1.055,-9.521,-266.235,-18.066
22,0.03,-0.179,-0.899,-11.658,-276.123,-18.433
23,0.019,-0.205,-0.687,-10.132,-285.217,-14.404
24,0.006,-0.135,-0.482,-7.141,-291.626,-8.85
25,0.042,-0.063,-0.292,-5.676,-295.532,-5.432
26,0.029,-0.007,-0.143,-3.418,-294.312,-4.639
27,0.047,0.032,-0.001,-4.15,-290.161,-4.578
28,0.071,0.043,0.152,-4.822,-287.292,-5.615
29,0.091,0.018,0.286,-6.653,-281.25,-7.385
30,0.102,-0.03,0.389,-5.676,-271.484,-9.521
31,0.127,-0.082,0.5,-5.981,-262.39,-10.132
32,0.158,-0.146,0.617,-6.165,-253.357,-9.155
33,0.192,-0.179,0.756,-6.042,-243.591,-6.226
34,0.23,-0.166,0.914,-6.042,-231.567,-2.136
35,0.277,-0.113,1.068,-4.822,-216.492,2.93
36,0.323,-0.057,1.185,-2.014,-195.007,6.958
37,0.362,-0.025,1.256,1.953,-169.373,8.789
38,0.399,-0.001,1.29,5.615,-142.578,9.583
39,0.433,0.019,1.283,8.423,-115.906,9.949
40,0.46,0.036,1.238,10.01,-89.233,10.01
41,0.484,0.062,1.15,9.705,-64.575,9.766
42,0.503,0.108,1.034,7.812,-41.992,9.216
43,0.525,0.146,0.891,4.883,-22.095,7.935
44,0.541,0.151,0.733,2.441,-7.385,5.005
45,0.554,0.125,0.602,1.221,1.16,1.526
46,0.572,0.095,0.503,0.671,4.456,-1.16
47,0.578,0.068,0.441,0.183,5.432,-3.052
48,0.588,0.056,0.429,-1.404,3.296,-4.333
49,0.595,0.042,0.462,-3.235,0.366,-5.005
50,0.599,0.016,0.519,-5.066,-0.916,-5.432
51,0.604,-0.022,0.59,-6.653,-0.427,-5.92
52,0.602,-0.077,0.653,-8.423,3.662,-5.676
53,0.597,-0.122,0.703,-9.277,10.376,-4.333
54,0.592,-0.132,0.751,-9.521,17.822,-0.916
55,0.588,-0.101,0.782,-8.667,27.039,3.601
56,0.582,-0.046,0.803,-7.202,37.598,7.69
57,0.569,0.026,0.821,-5.31,48.706,10.742
58,0.572,0.107,0.846,-3.235,59.937,11.963
59,0.568,0.162,0.863,-1.648,72.754,11.353
60,0.564,0.173,0.841,1.038,88.257,8.911
61,0.555,0.144,0.772,3.845,104.492,5.493
62,0.544,0.087,0.664,5.554,120.728,2.686
63,0.534,0.034,0.536,7.996,134.827,1.282
64,0.517,-0.013,0.42,10.132,143.677,1.343
65,0.501,-0.041,0.328,10.742,149.048,2.747
66,0.501,-0.028,0.266,11.169,151.184,5.31
67,0.502,0.019,0.236,10.254,151.733,7.507
68,0.502,0.072,0.236,8.545,152.161,8.362
69,0.502,0.095,0.262,7.141,153.992,7.202
70,0.494,0.069,0.287,5.188,158.447,4.822
71,0.473,-0.001,0.295,2.869,165.894,2.502
72,0.44,-0.073,0.264,2.136,175.476,2.197
73,0.413,-0.086,0.199,3.662,186.768,4.761
74,0.383,-0.061,0.097,5.92,198.608,8.423
75,0.359,-0.007,-0.002,7.019,206.543,11.902
76,0.341,0.093,-0.076,7.324,210.693,14.526
77,0.339,0.232,-0.131,8.057,213.074,15.32
78,0.332,0.345,-0.197,5.249,217.041,12.085
79,0.325,0.403,-0.299,0.366,223.267,4.944
80,0.313,0.382,-0.444,-2.93,230.225,-4.272
81,0.301,0.244,-0.628,-7.202,234.497,-14.099
82,0.307,0.025,-0.81,-12.939,234.741,-22.522
83,0.313,-0.165,-0.976,-16.479,232.605,-25.635
84,0.339,-0.275,-1.107,-17.212,225.952,-23.254
85,0.364,-0.381,-1.227,-16.846,218.811,-18.372
86,0.381,-0.477,-1.347,-15.686,212.402,-11.658
87,0.389,-0.46,-1.464,-12.573,204.651,-2.075
88,0.391,-0.306,-1.535,-10.62,191.772,9.338
89,0.399,-0.101,-1.53,-11.719,175.781,18.311
90,0.418,0.092,-1.449,-15.32,161.743,21.912
91,0.439,0.236,-1.328,-19.348,151.733,20.752
92,0.447,0.297,-1.253,-22.339,148.437,15.747
93,0.446,0.308,-1.295,-22.827,149.963,8.667
94,0.438,0.192,-1.415,-22.461,153.931,0.977
95,0.425,0.03,-1.649,-19.165,159.363,-4.333
96,0.423,-0.106,-1.934,-14.282,156.433,-5.249
97,0.43,-0.193,-2.212,-9.583,145.813,-3.113
98,0.448,-0.236,-2.4,-6.653,126.709,1.953
99,0.471,-0.222,-2.442,-5.188,101.807,8.179
100,0.492,-0.104,-2.301,-4.211,74.341,14.832
101,0.511,0.083,-2.068,-3.601,50.598,19.47
102,0.524,0.233,-1.824,-6.592,32.532,19.653
103,0.528,0.305,-1.626,-11.108,22.034,15.686
104,0.523,0.294,-1.507,-13.794,17.395,9.338
105,0.519,0.216,-1.45,-15.686,15.381,3.113
106,0.516,0.112,-1.416,-15.686,13.611,-1.709
107,0.511,0.017,-1.386,-12.817,10.986,-3.967
108,0.505,-0.038,-1.352,-8.972,8.301,-3.906
109,0.5,-0.046,-1.312,-5.31,5.371,-2.38
110,0.496,-0.017,-1.267,-2.808,2.38,-0.488
111,0.491,0.016,-1.235,-1.77,0.366,0.732
112,0.484,0.023,-1.212,-2.319,-1.709,0.854
113,0.477,0.018,-1.194,-3.479,-3.723,0.427
114,0.472,0.022,-1.165,-4.211,-5.737,0.427
115,0.463,0.028,-1.122,-4.822,-8.179,0.122
116,0.46,0.032,-1.07,-5.005,-10.132,-0.244
117,0.456,0.041,-1.022,-4.578,-11.108,-0.549
118,0.452,0.05,-0.983,-4.089,-11.292,-1.099
119,0.449,0.055,-0.947,-3.357,-10.803,-1.953

1,0.572,-0.047,-2.084,9.888,-8.118,-1.648
2,0.568,-0.124,-2.108,10.437,-21.667,-0.854
3,0.553,-0.187,-2.121,10.132,-34.18,2.014
4,0.544,-0.164,-2.184,9.766,-44.312,7.019
5,0.531,-0.01,-2.328,9.949,-53.284,12.817
6,0.509,0.163,-2.483,8.301,-67.017,15.808
7,0.473,0.222,-2.565,4.395,-87.769,13.611
8,0.429,0.16,-2.51,1.221,-113.647,8.423
9,0.381,0.087,-2.34,0.366,-138.306,4.761
10,0.355,0.057,-2.153,-0.122,-159.119,3.052
11,0.32,0.046,-2.034,1.953,-175.232,2.075
12,0.264,0.012,-1.974,3.418,-187.561,0.977
13,0.21,-0.053,-1.88,1.648,-202.576,0.122
14,0.17,-0.082,-1.767,0.916,-218.262,0.427
15,0.128,-0.099,-1.663,2.136,-232.117,1.343
16,0.068,-0.112,-1.559,1.221,-245.911,2.075
17,0.011,-0.109,-1.423,-0.305,-260.01,3.479
18,-0.019,-0.096,-1.24,-3.845,-274.292,4.7
19,-0.047,-0.063,-1.01,-7.874,-287.17,5.737
20,-0.063,-0.036,-0.743,-11.414,-296.875,6.165
21,-0.036,-0.02,-0.511,-14.526,-302.124,5.798
22,-0.049,0.028,-0.346,-14.343,-304.382,4.883
23,-0.033,-0.006,-0.199,-17.029,-299.744,2.686
24,0.015,-0.092,-0.068,-15.991,-296.204,0.549
25,0.035,-0.193,0.007,-13.916,-286.316,0.305
26,0.051,-0.245,0.077,-10.193,-277.283,2.991
27,0.068,-0.252,0.158,-6.226,-270.935,7.751
28,0.092,-0.236,0.258,-1.526,-265.808,12.756
29,0.106,-0.2,0.376,4.395,-261.23,17.578
30,0.129,-0.132,0.538,2.197,-256.042,22.4
31,0.164,-0.07,0.696,0.305,-248.901,26.245
32,0.194,-0.007,0.83,0.122,-235.718,28.625
33,0.23,0.071,0.928,-1.343,-218.323,30.212
34,0.266,0.134,0.999,-3.052,-199.524,30.273
35,0.302,0.158,1.061,-4.211,-180.115,28.259
36,0.341,0.169,1.117,-6.165,-160.767,25.879
37,0.379,0.167,1.156,-7.019,-140.32,23.56
38,0.416,0.146,1.175,-7.324,-118.835,21.423
39,0.451,0.138,1.156,-6.531,-95.642,20.508
40,0.47,0.158,1.076,-3.723,-71.655,20.63
41,0.491,0.195,0.976,-0.671,-50.476,20.752
42,0.509,0.242,0.841,1.282,-32.043,20.081
43,0.522,0.298,0.713,1.892,-19.104,18.25
44,0.532,0.322,0.607,1.465,-11.963,14.771
45,0.539,0.318,0.548,0.854,-9.338,10.132
46,0.556,0.3,0.538,0.366,-9.827,5.249
47,0.568,0.265,0.554,-1.16,-9.583,0.793
48,0.573,0.222,0.581,-2.747,-8.118,-3.113
49,0.578,0.171,0.629,-4.761,-6.714,-5.432
50,0.586,0.121,0.672,-6.47,-3.662,-7.019
51,0.586,0.076,0.709,-7.751,1.526,-7.568
52,0.583,0.049,0.749,-8.911,7.385,-6.836
53,0.582,0.059,0.791,-8.789,14.282,-5.432
54,0.585,0.082,0.832,-7.629,22.339,-4.456
55,0.583,0.092,0.854,-6.47,32.715,-3.418
56,0.577,0.097,0.86,-4.639,44.739,-2.991
57,0.58,0.113,0.859,-2.747,56.946,-2.747
58,0.583,0.127,0.833,-1.343,69.946,-2.502
59,0.582,0.136,0.775,-0.61,83.557,-2.869
60,0.58,0.14,0.704,0.244,96.497,-3.784
61,0.576,0.127,0.628,1.038,108.154,-4.883
62,0.575,0.109,0.562,1.892,116.821,-5.493
63,0.575,0.105,0.511,3.296,123.718,-5.92
64,0.583,0.108,0.474,4.15,129.761,-6.348
65,0.578,0.101,0.437,4.15,136.292,-7.141
66,0.58,0.089,0.408,3.784,142.944,-8.362
67,0.586,0.046,0.365,3.906,150.269,-9.827
68,0.571,-0.045,0.309,3.967,159.241,-10.925
69,0.543,-0.157,0.237,5.981,167.847,-9.705
70,0.516,-0.238,0.153,10.62,175.659,-5.493
71,0.49,-0.227,0.098,13.55,179.565,2.319
72,0.472,-0.103,0.08,14.282,181.03,11.902
73,0.462,0.091,0.067,15.076,183.838,19.348
74,0.452,0.278,0.038,12.451,189.941,21.606
75,0.443,0.428,-0.007,6.042,197.144,18.799
76,0.436,0.482,-0.079,1.282,204.102,11.292
77,0.418,0.407,-0.189,0.61,212.708,0.793
78,0.395,0.272,-0.308,-0.61,220.337,-8.057
79,0.37,0.093,-0.43,-0.183,225.037,-14.221
80,0.343,-0.1,-0.596,2.014,228.699,-16.052
81,0.329,-0.215,-0.758,1.648,228.149,-12.085
82,0.343,-0.172,-0.916,1.709,224.426,-4.333
83,0.366,0.034,-1.026,0.549,214.233,4.028
84,0.397,0.27,-1.062,-4.578,199.097,7.446
85,0.422,0.374,-1.026,-14.343,182.617,2.93
86,0.433,0.331,-0.954,-25.208,170.471,-6.042
87,0.427,0.219,-0.889,-33.02,164.673,-14.954
88,0.408,0.054,-0.842,-36.255,162.476,-21.362
89,0.396,-0.091,-0.833,-34.18,163.025,-23.743
90,0.391,-0.125,-0.835,-27.344,164.795,-21.484
91,0.391,-0.038,-0.837,-17.822,166.87,-17.212
92,0.377,0.073,-0.859,-9.766,169.678,-14.893
93,0.36,0.078,-0.911,-6.226,174.988,-16.785
94,0.343,-0.013,-1.026,-4.089,184.326,-20.142
95,0.316,-0.159,-1.23,-2.502,194.58,-21.729
96,0.292,-0.272,-1.517,-2.319,199.341,-19.165
97,0.292,-0.304,-1.836,-2.563,192.81,-12.878
98,0.323,-0.257,-2.063,-5.127,172.546,-5.432
99,0.35,-0.167,-2.138,-9.827,149.353,0.916
100,0.384,-0.039,-2,-14.343,124.207,5.31
101,0.41,0.047,-1.791,-16.724,105.347,6.653
102,0.417,0.063,-1.64,-17.822,94.727,5.066
103,0.411,0.047,-1.61,-15.32,91.919,3.052
104,0.4,0.057,-1.705,-10.132,91.064,1.892
105,0.395,0.07,-1.819,-5.676,87.097,1.282
106,0.391,0.071,-1.863,-2.075,77.942,0.427
107,0.393,0.071,-1.812,0.61,65.918,-0.183
108,0.396,0.094,-1.717,2.197,54.81,-0.732
109,0.401,0.103,-1.652,2.441,46.875,-1.526
110,0.4,0.052,-1.692,0.854,42.053,-2.93
111,0.396,-0.03,-1.799,-2.136,36.743,-3.601
112,0.391,-0.045,-1.873,-5.127,27.222,-2.319
113,0.391,0.005,-1.822,-8.118,12.878,0.305
114,0.398,0.067,-1.64,-11.536,-2.625,1.648
115,0.4,0.104,-1.407,-14.343,-14.587,1.099
116,0.402,0.116,-1.198,-16.052,-21.057,-0.366
117,0.4,0.102,-1.062,-14.709,-20.081,-2.563
118,0.399,0.063,-1.009,-11.23,-15.198,-4.578
119,0.393,0.012,-1.024,-6.958,-9.827,-5.31

1,0.427,0.061,-2.331,1.099,-38.147,5.066
2,0.423,0.107,-2.345,-2.014,-59.143,4.639
3,0.427,0.122,-2.27,-5.188,-79.651,2.991
4,0.434,0.097,-2.179,-6.897,-96.375,0.61
5,0.437,0.073,-2.119,-7.629,-109.619,-1.282
6,0.429,0.053,-2.097,-7.507,-120.911,-2.747
7,0.407,0.029,-2.097,-7.69,-131.897,-3.662
8,0.389,0.051,-2.088,-5.981,-143.555,-4.089
9,0.364,0.075,-2.023,-2.502,-157.471,-4.761
10,0.343,0.048,-1.879,2.136,-172.668,-6.287
11,0.341,-0.043,-1.671,9.216,-187.317,-9.277
12,0.338,-0.206,-1.484,19.531,-195.801,-11.292
13,0.335,-0.37,-1.311,29.358,-199.707,-10.437
14,0.338,-0.44,-1.214,39.001,-200.073,-5.92
15,0.336,-0.382,-1.197,46.265,-198.486,0.854
16,0.318,-0.258,-1.22,47.302,-199.707,7.08
17,0.297,-0.164,-1.238,42.236,-204.895,9.949
18,0.275,-0.111,-1.233,33.203,-213.257,10.071
19,0.231,-0.113,-1.187,22.278,-223.999,9.521
20,0.197,-0.151,-1.111,11.475,-236.023,9.094
21,0.17,-0.13,-1.03,3.479,-247.559,10.315
22,0.155,-0.04,-0.95,-0.671,-258.362,12.573
23,0.067,-0.023,-0.851,-2.258,-269.958,12.573
24,0.053,-0.049,-0.68,-5.554,-281.494,11.047
25,0.031,-0.047,-0.464,-4.395,-294.006,11.047
26,0.032,-0.031,-0.191,-3.54,-306.519,11.658
27,0.063,-0.006,0.086,-2.441,-311.401,11.475
28,0.095,0.014,0.308,-1.526,-304.504,10.681
29,0.124,0.016,0.456,-0.244,-290.222,9.46
30,0.152,0.026,0.558,-3.601,-272.949,8.911
31,0.181,0.054,0.633,-6.714,-255.92,8.85
32,0.208,0.07,0.701,-9.033,-240.784,8.118
33,0.246,0.075,0.79,-12.024,-227.661,7.263
34,0.279,0.06,0.87,-13.611,-213.074,6.226
35,0.305,0.037,0.939,-14.343,-196.594,6.165
36,0.346,0.039,0.996,-14.099,-179.199,7.202
37,0.388,0.047,1.022,-13.367,-159.668,8.85
38,0.42,0.06,1.025,-11.536,-139.282,10.254
39,0.446,0.073,1.008,-8.972,-119.69,11.047
40,0.471,0.08,0.978,-6.348,-100.708,11.536
41,0.489,0.099,0.941,-3.418,-83.923,12.207
42,0.505,0.132,0.904,-0.427,-69.336,12.573
43,0.522,0.167,0.868,1.099,-56.213,12.146
44,0.536,0.177,0.833,1.648,-44.434,10.62
45,0.552,0.171,0.796,1.465,-33.875,8.362
46,0.56,0.159,0.762,0.61,-24.109,6.409
47,0.57,0.141,0.737,-0.61,-15.808,4.578
48,0.578,0.123,0.711,-0.61,-8.118,3.601
49,0.583,0.105,0.683,-0.366,-1.038,3.052
50,0.584,0.11,0.671,0.122,5.188,3.052
51,0.591,0.124,0.658,0.244,11.047,3.052
52,0.594,0.144,0.647,0.061,17.395,2.625
53,0.602,0.149,0.641,-0.183,22.766,1.465
54,0.61,0.127,0.625,-1.038,28.503,-0.305
55,0.614,0.087,0.615,-1.953,33.508,-1.831
56,0.615,0.035,0.624,-2.136,37.842,-2.136
57,0.608,-0.016,0.655,-1.953,41.931,-0.916
58,0.605,-0.036,0.714,-0.488,45.471,1.953
59,0.602,-0.006,0.775,2.197,51.88,5.92
60,0.598,0.061,0.817,4.639,62.439,9.338
61,0.593,0.126,0.828,6.836,75.5,11.353
62,0.59,0.165,0.781,8.667,91.003,11.23
63,0.575,0.171,0.699,8.972,106.201,9.705
64,0.564,0.157,0.596,9.338,119.568,8.057
65,0.553,0.127,0.502,10.315,128.54,6.653
66,0.543,0.082,0.435,11.108,133.972,5.92
67,0.529,0.044,0.395,12.451,137.512,6.47
68,0.518,0.038,0.381,13.55,140.32,8.606
69,0.513,0.053,0.383,14.282,143.738,10.925
70,0.503,0.073,0.382,13.855,149.17,12.573
71,0.495,0.109,0.364,12.756,156.616,13.733
72,0.486,0.156,0.322,11.108,165.771,14.038
73,0.479,0.222,0.254,8.85,175.659,13.062
74,0.474,0.283,0.168,5.493,184.692,10.376
75,0.469,0.311,0.08,0.793,191.833,5.493
76,0.465,0.284,-0.005,-3.235,196.472,-0.793
77,0.449,0.181,-0.087,-5.859,200.562,-6.592
78,0.433,0.035,-0.157,-6.348,203.125,-10.925
79,0.417,-0.087,-0.206,-4.211,204.468,-11.475
80,0.416,-0.127,-0.246,-0.305,205.505,-8.179
81,0.409,-0.097,-0.296,1.953,208.374,-3.723
82,0.398,-0.034,-0.383,2.502,213.562,0.305
83,0.378,0.023,-0.521,0.183,219.055,2.686
84,0.358,0.082,-0.671,-5.676,219.971,3.418
85,0.342,0.126,-0.802,-13.306,216.614,2.625
86,0.339,0.14,-0.889,-22.949,208.191,0.549
87,0.34,0.153,-0.918,-30.64,197.021,-1.953
88,0.344,0.165,-0.848,-35.156,184.082,-4.456
89,0.353,0.165,-0.734,-35.95,175.964,-7.019
90,0.356,0.148,-0.655,-32.532,176.27,-10.559
91,0.347,0.161,-0.669,-26.123,183.472,-13.611
92,0.329,0.211,-0.804,-17.761,196.045,-16.296
93,0.31,0.205,-1.067,-12.512,213.745,-20.508
94,0.289,0.117,-1.414,-11.841,226.501,-25.452
95,0.297,0.02,-1.769,-13.367,221.13,-28.687
96,0.323,-0.071,-2,-16.418,196.411,-29.053
97,0.358,-0.158,-2.015,-22.278,166.443,-27.1
98,0.402,-0.214,-1.845,-28.625,141.357,-23.437
99,0.441,-0.203,-1.675,-31.494,125,-18.494
100,0.462,-0.169,-1.632,-32.593,118.164,-13.855
101,0.469,-0.136,-1.712,-33.142,115.601,-10.62
102,0.477,-0.104,-1.846,-32.654,111.267,-8.362
103,0.486,-0.089,-1.947,-31.433,102.783,-6.958
104,0.492,-0.098,-1.957,-29.419,89.661,-6.042
105,0.499,-0.13,-1.854,-25.818,75.073,-5.31
106,0.502,-0.149,-1.711,-19.348,63.11,-3.967
107,0.5,-0.157,-1.603,-11.169,55.969,-1.343
108,0.49,-0.145,-1.569,-3.235,52.856,1.831
109,0.479,-0.088,-1.589,3.357,50.476,5.188
110,0.467,-0.018,-1.633,6.165,46.509,7.629
111,0.46,0.033,-1.67,5.676,40.161,8.484
112,0.455,0.058,-1.684,2.319,31.616,7.935
113,0.453,0.064,-1.663,-1.648,22.034,6.653
114,0.449,0.044,-1.596,-5.493,12.024,5.249
115,0.448,0.027,-1.494,-7.751,2.93,4.028
116,0.446,0.024,-1.383,-8.362,-4.089,3.357
117,0.443,0.034,-1.272,-8.423,-8.972,2.869
118,0.439,0.051,-1.181,-7.202,-11.108,1.953
119,0.436,0.063,-1.121,-6.348,-11.597,0.671

1,0.501,0.129,-2.25,8.301,-28.748,8.301
2,0.501,0.208,-2.332,5.676,-47.241,6.165
3,0.498,0.226,-2.313,2.869,-68.359,2.197
4,0.496,0.195,-2.203,0.977,-88.745,-2.502
5,0.492,0.134,-2.072,0.916,-105.713,-5.859
6,0.477,0.077,-1.965,1.709,-119.019,-8.24
7,0.474,0.03,-1.861,1.16,-129.822,-9.399
8,0.469,0.02,-1.772,0.366,-138.245,-9.46
9,0.466,0.006,-1.688,1.282,-145.813,-9.46
10,0.457,-0.09,-1.647,3.052,-151.55,-10.193
11,0.452,-0.269,-1.66,7.568,-155.457,-10.193
12,0.434,-0.424,-1.751,14.038,-159.485,-6.775
13,0.391,-0.426,-1.899,22.644,-166.809,0.61
14,0.335,-0.299,-1.984,28.076,-180.42,9.644
15,0.267,-0.105,-1.93,28.564,-201.416,15.93
16,0.198,0.027,-1.775,25.024,-224.548,17.273
17,0.138,0.087,-1.58,17.334,-245.789,14.893
18,0.081,0.14,-1.403,7.08,-263.367,11.23
19,0.037,0.168,-1.233,-0.244,-277.893,7.202
20,0.006,0.108,-1.05,-6.653,-290.588,2.014
21,-0.026,-0.034,-0.829,-11.536,-302.49,-2.869
22,-0.04,-0.173,-0.591,-12.817,-312.378,-4.395
