count,aX,aY,aZ,gX,gY,gZ
47,0.042,-0.274,0.33,-9.888,0.183,205.444
48,0.044,-0.185,0.357,-7.507,0.549,206.482
49,0.063,-0.068,0.441,-2.686,-1.099,206.787
50,0.078,0.007,0.548,4.822,-0.732,204.773
51,0.094,0.067,0.653,11.902,4.883,201.172
52,0.12,0.128,0.746,15.381,14.221,197.693
53,0.133,0.156,0.798,15.442,28.687,193.787
54,0.12,0.175,0.815,14.343,46.143,189.392
55,0.109,0.233,0.815,13,63.904,185.852
56,0.104,0.318,0.798,11.597,82.153,182.129
57,0.101,0.414,0.756,8.118,100.403,177.612
58,0.106,0.482,0.689,4.822,119.385,171.387
59,0.108,0.477,0.6,2.808,137.756,162.842
60,0.111,0.412,0.513,5.981,154.48,154.663
61,0.098,0.342,0.426,11.658,168.945,148.56
62,0.066,0.308,0.32,17.517,182.739,146.362
63,0.05,0.356,0.23,21.423,193.42,147.278
64,0.041,0.495,0.152,23.376,200.684,149.17
65,0.034,0.676,0.05,18.677,209.595,149.231
66,0.055,0.835,-0.09,13.245,219.849,144.653
67,0.063,0.88,-0.26,9.521,229.004,134.399
68,0.078,0.85,-0.457,7.263,234.009,122.07
69,0.116,0.832,-0.644,7.263,233.887,111.511
70,0.118,0.804,-0.79,8.728,228.882,101.929
71,0.139,0.826,-0.862,13.367,217.346,93.628
72,0.153,0.883,-0.839,18.494,202.515,85.266
73,0.17,0.932,-0.754,20.996,191.406,76.416
74,0.188,0.988,-0.668,21.179,186.584,67.139
75,0.184,1.054,-0.635,21.057,187.561,57.373
76,0.148,1.093,-0.682,18.799,191.772,46.204
77,0.139,1.097,-0.752,13.062,196.289,34.424
78,0.13,1.072,-0.833,6.653,201.233,23.01
79,0.128,1.019,-0.9,-0.671,202.209,12.39
80,0.124,0.916,-1.015,-5.432,204.773,2.197
81,0.12,0.774,-1.148,-7.629,206.36,-5.554
82,0.108,0.653,-1.297,-6.226,205.2,-10.071
83,0.1,0.61,-1.425,-0.854,200.5,-11.047
84,0.081,0.633,-1.5,7.751,189.697,-10.01
85,0.1,0.75,-1.495,17.7,176.392,-8.667
86,0.11,0.917,-1.406,25.879,165.283,-9.277
87,0.123,1.008,-1.272,29.358,157.104,-14.526
88,0.128,1.012,-1.15,30.762,153.992,-22.949
89,0.111,0.978,-1.102,29.663,156.128,-31.982
90,0.094,0.95,-1.152,25.94,161.499,-39.856
91,0.051,0.888,-1.275,19.958,166.504,-47.241
92,0.013,0.855,-1.409,13.306,167.786,-53.406
93,0.004,0.853,-1.525,6.653,165.161,-59.021
94,0.001,0.823,-1.616,-0.427,158.203,-66.223
95,0.009,0.755,-1.709,-6.104,150.208,-74.707
96,0.028,0.634,-1.814,-9.888,141.968,-83.618
97,0.047,0.414,-1.918,-13.611,132.629,-91.614
98,0.067,0.145,-2.026,-15.93,121.826,-96.863
99,0.098,-0.111,-2.15,-15.686,109.863,-97.595
100,0.133,-0.296,-2.258,-14.282,94.482,-93.018
101,0.159,-0.4,-2.313,-12.207,74.707,-84.473
102,0.186,-0.416,-2.263,-11.292,50.659,-73.425
103,0.211,-0.376,-2.087,-11.841,26.001,-62.073
104,0.214,-0.299,-1.834,-14.893,3.784,-52.368
105,0.222,-0.209,-1.542,-19.775,-12.268,-44.434
106,0.212,-0.146,-1.271,-23.682,-19.043,-38.635
107,0.215,-0.107,-1.08,-25.94,-17.761,-34.79
108,0.22,-0.081,-0.982,-24.902,-10.864,-31.86
109,0.219,-0.085,-0.99,-22.461,-2.197,-29.846
110,0.214,-0.129,-1.077,-20.569,5.615,-27.771
111,0.202,-0.18,-1.165,-17.334,9.583,-24.963
112,0.198,-0.201,-1.203,-12.878,8.85,-20.569
113,0.199,-0.186,-1.188,-8.118,5.981,-15.198
114,0.197,-0.144,-1.142,-4.639,2.991,-9.888
115,0.196,-0.077,-1.103,-3.113,0.793,-5.798
116,0.19,-0.048,-1.089,-4.333,-0.122,-3.174
117,0.18,-0.015,-1.075,-7.08,-1.709,-0.488
118,0.18,0.001,-1.055,-10.315,-2.563,2.319
119,0.169,0.038,-1.063,-11.963,-2.747,4.883

1,-0.042,1.244,-1.422,-101.929,27.588,-85.205
2,-0.074,1.26,-1.464,-101.196,23.56,-106.079
3,-0.114,1.22,-1.512,-104.37,19.836,-127.441
4,-0.162,1.121,-1.584,-112.549,15.686,-148.621
5,-0.229,0.968,-1.645,-122.559,9.033,-168.884
6,-0.262,0.745,-1.66,-134.338,-0.793,-187.317
7,-0.291,0.342,-1.655,-145.447,-10.681,-203.735
8,-0.303,-0.189,-1.689,-153.198,-19.775,-214.722
9,-0.253,-0.718,-1.74,-154.846,-28.748,-215.759
10,-0.198,-1.152,-1.806,-153.687,-37.903,-205.933
11,-0.148,-1.44,-1.887,-143.127,-47.668,-187.073
12,-0.107,-1.494,-1.947,-128.113,-59.937,-161.255
13,-0.081,-1.301,-1.934,-124.939,-76.294,-132.385
14,-0.076,-0.984,-1.848,-118.774,-93.14,-109.802
15,-0.092,-0.711,-1.73,-118.958,-108.398,-96.985
16,-0.093,-0.605,-1.627,-122.314,-120.972,-93.506
17,-0.099,-0.687,-1.558,-126.648,-131.165,-94.849
18,-0.111,-0.937,-1.513,-131.287,-140.198,-95.825
19,-0.105,-1.217,-1.468,-132.202,-149.597,-91.553
20,-0.102,-1.415,-1.41,-129.089,-159.363,-80.078
21,-0.104,-1.513,-1.317,-122.925,-168.762,-63.232
22,-0.092,-1.509,-1.201,-114.868,-177.734,-43.579
23,-0.078,-1.434,-1.074,-107.178,-184.57,-23.804
24,-0.073,-1.341,-0.948,-100.098,-189.453,-6.47
25,-0.063,-1.256,-0.827,-92.712,-193.237,7.629
26,-0.058,-1.158,-0.708,-84.9,-195.74,19.897
27,-0.039,-1.018,-0.644,-74.219,-196.045,29.175
28,-0.027,-1.005,-0.532,-70.984,-196.35,35.156
29,-0.022,-1.005,-0.438,-64.575,-196.533,40.894
30,-0.006,-0.995,-0.347,-57.312,-195.801,47.058
31,0.013,-0.974,-0.272,-49.5,-191.528,53.589
32,0.04,-0.973,-0.21,-42.419,-186.707,59.448
33,0.067,-0.982,-0.16,-37.17,-180.176,65.125
34,0.086,-0.99,-0.119,-34.851,-172.729,71.777
35,0.109,-1,-0.087,-33.325,-165.955,79.163
36,0.126,-1.008,-0.078,-31.25,-158.02,87.219
37,0.137,-0.99,-0.074,-31.311,-149.292,96.375
38,0.143,-0.933,-0.075,-31.555,-141.968,106.14
39,0.154,-0.856,-0.069,-29.724,-135.986,115.295
40,0.169,-0.778,-0.057,-26.489,-131.775,122.498
41,0.187,-0.698,-0.036,-22.217,-128.784,128.723
42,0.208,-0.618,0.006,-18.921,-126.343,133.606
43,0.228,-0.554,0.066,-14.099,-123.84,136.78
44,0.243,-0.517,0.124,-9.216,-119.202,138.489
45,0.268,-0.483,0.163,-6.775,-112.488,139.893
46,0.3,-0.44,0.196,-7.324,-104.37,141.296
47,0.314,-0.4,0.224,-9.033,-97.107,142.09
48,0.328,-0.362,0.237,-13.489,-88.379,142.578
49,0.349,-0.335,0.245,-20.203,-79.407,142.456
50,0.375,-0.303,0.251,-25.818,-70.984,142.273
51,0.405,-0.279,0.259,-28.931,-62.805,142.151
52,0.424,-0.266,0.276,-31.006,-55.298,141.541
53,0.441,-0.255,0.301,-30.09,-47.607,140.869
54,0.465,-0.269,0.336,-26.428,-39.307,140.198
55,0.472,-0.303,0.372,-19.104,-29.602,139.526
56,0.459,-0.342,0.396,-11.169,-17.334,140.259
57,0.453,-0.367,0.394,-5.432,-3.479,143.005
58,0.442,-0.343,0.364,-3.662,11.719,148.193
59,0.426,-0.273,0.323,-2.258,26.062,154.297
60,0.4,-0.185,0.281,-1.16,37.476,159.851
61,0.381,-0.073,0.235,-0.732,47.974,164.062
62,0.372,0.049,0.196,-0.061,56.702,166.26
63,0.363,0.153,0.171,1.709,63.538,165.649
64,0.347,0.241,0.158,4.761,69.824,163.086
65,0.338,0.311,0.162,8.179,75.562,158.63
66,0.329,0.354,0.171,12.695,82.214,152.893
67,0.312,0.365,0.174,19.531,89.905,146.606
68,0.289,0.35,0.18,23.071,98.45,141.235
69,0.269,0.34,0.192,26.978,107.3,137.451
70,0.247,0.354,0.197,31.921,116.394,135.498
71,0.219,0.391,0.171,33.752,127.686,135.01
72,0.191,0.445,0.098,29.236,141.663,134.949
73,0.168,0.537,-0.037,20.203,156.433,135.132
74,0.144,0.663,-0.212,10.132,168.152,133.728
75,0.136,0.809,-0.389,1.343,174.683,130.127
76,0.147,0.958,-0.546,-1.221,174.438,122.986
77,0.173,1.061,-0.676,-4.028,169.189,112.549
78,0.198,1.115,-0.782,-6.836,161.499,98.938
79,0.223,1.114,-0.853,-8.362,151.428,83.862
80,0.249,1.058,-0.854,-7.874,138.794,68.787
81,0.276,0.969,-0.777,-5.371,125.916,55.42
82,0.286,0.862,-0.679,-2.319,118.896,44.373
83,0.282,0.758,-0.591,0.671,116.333,36.255
84,0.264,0.668,-0.528,1.282,116.882,31.738
85,0.244,0.641,-0.515,0.61,122.437,30.518
86,0.219,0.671,-0.565,-2.075,131.226,31.25
87,0.205,0.723,-0.652,-5.737,139.038,31.128
88,0.201,0.772,-0.764,-9.827,146.545,29.236
89,0.192,0.812,-0.906,-13.55,154.236,26.001
90,0.185,0.859,-1.016,-15.747,153.809,21.729
91,0.18,0.899,-1.083,-17.212,148.499,16.541
92,0.186,0.923,-1.113,-17.029,141.907,10.193
93,0.193,0.909,-1.111,-14.771,135.498,2.808
94,0.194,0.856,-1.094,-10.62,130.859,-4.456
95,0.187,0.76,-1.089,-5.615,129.089,-10.498
96,0.192,0.669,-1.119,-0.732,129.7,-14.954
97,0.188,0.611,-1.187,2.869,131.836,-16.724
98,0.175,0.609,-1.291,3.967,133.484,-16.479
99,0.16,0.677,-1.38,1.953,129.761,-15.564
100,0.148,0.771,-1.456,-1.709,124.451,-16.357
101,0.135,0.84,-1.5,-7.324,116.821,-20.142
102,0.134,0.858,-1.5,-13,107.178,-26.367
103,0.144,0.872,-1.461,-16.357,97.229,-33.325
104,0.157,0.878,-1.391,-16.174,89.05,-40.71
105,0.162,0.884,-1.311,-14.343,84.045,-48.767
106,0.172,0.846,-1.278,-11.169,82.703,-58.044
107,0.176,0.725,-1.32,-7.874,84.351,-67.749
108,0.174,0.563,-1.396,-6.042,85.632,-75.623
109,0.177,0.411,-1.493,-5.798,85.266,-80.322
110,0.187,0.262,-1.601,-7.08,81.787,-82.092
111,0.198,0.16,-1.674,-9.46,74.28,-80.566
112,0.221,0.107,-1.684,-11.597,63.232,-77.209
113,0.24,0.053,-1.639,-13,52.002,-74.036
114,0.253,0.003,-1.572,-13.733,42.358,-70.801
115,0.259,-0.028,-1.509,-13.428,35.645,-67.078
116,0.262,-0.049,-1.475,-13,30.884,-63.293
117,0.265,-0.059,-1.471,-12.268,27.466,-59.57
118,0.265,-0.088,-1.481,-12.024,23.804,-56.152
119,0.259,-0.15,-1.491,-11.658,18.982,-52.979

1,-0.021,1.392,-1.485,-91.614,55.054,-80.078
2,-0.056,1.42,-1.602,-93.445,47.791,-99.792
3,-0.114,1.403,-1.649,-96.313,36.743,-120.361
4,-0.16,1.347,-1.635,-100.22,24.536,-141.235
5,-0.218,1.236,-1.61,-102.417,14.343,-162.781
6,-0.275,1.045,-1.612,-105.103,6.592,-184.143
7,-0.333,0.781,-1.657,-108.398,0.732,-203.308
8,-0.383,0.503,-1.734,-111.511,-4.578,-218.689
9,-0.398,0.232,-1.832,-110.657,-10.437,-229.675
10,-0.388,-0.167,-1.921,-111.45,-18.372,-236.877
11,-0.363,-0.592,-2.002,-110.657,-28.809,-237.122
12,-0.329,-0.915,-2.053,-106.384,-41.748,-228.027
13,-0.294,-1.11,-2.069,-102.295,-57.312,-210.999
14,-0.237,-1.143,-2.006,-94.543,-74.951,-189.148
15,-0.202,-1.04,-1.91,-88.44,-91.858,-166.931
16,-0.189,-0.944,-1.806,-85.999,-106.079,-149.292
17,-0.167,-0.931,-1.742,-84.412,-117.126,-137.451
18,-0.168,-1.011,-1.677,-85.876,-126.404,-128.967
19,-0.163,-1.107,-1.647,-84.839,-134.033,-119.751
20,-0.156,-1.172,-1.612,-82.214,-143.25,-108.459
21,-0.161,-1.227,-1.531,-76.477,-155.212,-96.497
22,-0.159,-1.285,-1.417,-68.542,-166.077,-84.29
23,-0.141,-1.317,-1.286,-73.303,-175.903,-68.481
24,-0.123,-1.306,-1.137,-71.167,-183.411,-52.185
25,-0.111,-1.256,-1.016,-70.007,-187.439,-35.889
26,-0.098,-1.176,-0.907,-69.824,-189.758,-20.691
27,-0.08,-1.094,-0.815,-68.848,-190.796,-7.874
28,-0.069,-1.037,-0.732,-68.176,-191.284,2.197
29,-0.046,-1.025,-0.664,-66.895,-190.552,10.62
30,-0.034,-1.051,-0.611,-63.904,-189.331,18.005
31,-0.023,-1.062,-0.553,-60.852,-188.232,26.428
32,-0.005,-1.021,-0.489,-57.312,-188.11,36.438
33,0.019,-0.944,-0.408,-54.26,-188.354,46.448
34,0.047,-0.854,-0.315,-52.246,-187.561,54.993
35,0.083,-0.798,-0.217,-50.293,-185.73,61.035
36,0.105,-0.77,-0.117,-47.974,-182.251,65.491
37,0.136,-0.758,-0.033,-44.8,-175.354,69.519
38,0.168,-0.774,0.03,-41.443,-166.321,73.486
39,0.189,-0.788,0.077,-40.161,-155.273,78.735
40,0.212,-0.775,0.109,-39.978,-143.738,85.938
41,0.24,-0.723,0.127,-41.443,-132.141,94.177
42,0.266,-0.627,0.135,-42.48,-121.338,102.173
43,0.291,-0.523,0.133,-43.701,-110.901,108.276
44,0.312,-0.436,0.128,-45.898,-101.135,111.816
45,0.345,-0.383,0.108,-47.791,-91.736,113.037
46,0.378,-0.361,0.088,-48.584,-82.825,112.793
47,0.407,-0.354,0.07,-47.974,-75.134,112.061
48,0.429,-0.359,0.062,-46.936,-68.604,111.267
49,0.45,-0.379,0.066,-44.373,-62.988,111.145
50,0.472,-0.404,0.088,-41.87,-58.533,111.572
51,0.483,-0.42,0.116,-37.781,-53.772,112.915
52,0.488,-0.402,0.152,-33.386,-47.485,115.723
53,0.492,-0.357,0.191,-29.602,-40.161,118.835
54,0.506,-0.308,0.228,-26.062,-31.555,120.972
55,0.52,-0.282,0.254,-23.071,-20.996,122.131
56,0.526,-0.267,0.258,-19.531,-8.728,122.742
57,0.525,-0.259,0.241,-15.991,4.15,123.596
58,0.519,-0.247,0.205,-12.207,17.212,124.878
59,0.511,-0.235,0.15,-8.179,29.602,126.526
60,0.5,-0.213,0.078,-4.028,41.809,128.357
61,0.482,-0.18,0.002,0.61,51.636,130.859
62,0.458,-0.135,-0.068,4.883,58.777,133.423
63,0.447,-0.086,-0.126,10.62,63.11,135.681
64,0.428,-0.029,-0.165,14.526,65.186,137.695
65,0.414,0.04,-0.184,17.09,66.528,139.282
66,0.419,0.123,-0.18,19.958,66.101,139.893
67,0.417,0.191,-0.161,22.217,66.284,139.221
68,0.405,0.251,-0.146,23.254,67.688,137.146
69,0.397,0.29,-0.14,23.193,70.007,134.399
70,0.381,0.312,-0.15,21.973,72.632,131.226
71,0.36,0.337,-0.176,19.165,76.111,128.845
72,0.34,0.363,-0.2,14.587,79.712,126.77
73,0.325,0.394,-0.219,12.451,82.581,124.695
74,0.319,0.413,-0.233,11.536,84.595,122.131
75,0.298,0.425,-0.24,11.536,86.609,119.507
76,0.283,0.445,-0.227,12.573,88.013,117.31
77,0.28,0.492,-0.207,12.695,90.515,115.356
78,0.271,0.553,-0.195,12.329,94.604,113.77
79,0.255,0.628,-0.207,11.047,100.281,111.389
80,0.24,0.698,-0.24,8.728,107.178,107.788
81,0.231,0.74,-0.313,2.808,115.845,103.516
82,0.224,0.811,-0.389,-8.057,124.329,98.999
83,0.21,0.838,-0.481,2.136,128.052,91.125
84,0.205,0.846,-0.583,2.075,132.324,83.618
85,0.207,0.854,-0.67,1.16,133.484,76.416
86,0.211,0.857,-0.738,0.366,132.202,69.519
87,0.214,0.837,-0.793,-0.732,130.432,62.561
88,0.217,0.795,-0.841,-1.038,128.54,55.786
89,0.209,0.74,-0.89,-0.671,126.343,50.171
90,0.204,0.699,-0.932,0.488,123.596,46.387
91,0.208,0.7,-0.953,1.953,119.995,44.373
92,0.214,0.742,-0.936,3.357,115.479,42.725
93,0.219,0.79,-0.893,3.845,112.122,39.917
94,0.225,0.821,-0.861,3.54,111.938,35.645
95,0.215,0.833,-0.873,2.686,114.807,30.334
96,0.198,0.811,-0.93,1.099,118.835,24.719
97,0.181,0.763,-1.035,-1.282,124.573,19.592
98,0.164,0.719,-1.169,-4.761,127.197,15.93
99,0.16,0.712,-1.302,-7.812,122.437,13.916
100,0.173,0.74,-1.363,-10.376,111.877,12.451
101,0.196,0.762,-1.348,-11.169,100.281,9.949
102,0.207,0.771,-1.276,-9.216,90.454,6.165
103,0.216,0.767,-1.187,-5.798,84.229,1.831
104,0.219,0.744,-1.123,-2.991,81.909,-2.441
105,0.21,0.717,-1.106,-0.854,82.52,-5.615
106,0.189,0.703,-1.138,-0.122,84.351,-7.996
107,0.172,0.705,-1.186,0.244,84.656,-10.315
108,0.164,0.723,-1.212,-0.122,82.703,-12.634
109,0.165,0.745,-1.202,-1.221,79.468,-15.32
110,0.174,0.742,-1.191,-1.282,77.209,-19.287
111,0.186,0.713,-1.198,-0.793,77.209,-24.292
112,0.191,0.648,-1.256,-1.038,78.247,-28.992
113,0.19,0.58,-1.339,-1.892,78.796,-32.593
114,0.183,0.527,-1.441,-2.136,78.125,-34.424
115,0.183,0.49,-1.537,-2.808,73.669,-35.461
116,0.185,0.465,-1.578,-4.395,64.758,-36.072
117,0.192,0.448,-1.541,-5.127,53.772,-36.926
118,0.203,0.432,-1.448,-5.371,43.213,-38.086
119,0.225,0.4,-1.337,-4.7,36.316,-40.039

1,-0.08,1.465,-1.161,-119.385,35.645,-78.552
2,-0.114,1.527,-1.169,-119.446,32.898,-98.694
3,-0.173,1.522,-1.194,-121.155,31.677,-121.155
4,-0.24,1.481,-1.219,-123.84,30.945,-144.165
5,-0.293,1.391,-1.258,-127.014,30.823,-167.847
6,-0.365,1.196,-1.333,-129.7,30.884,-191.589
7,-0.419,0.895,-1.437,-132.629,29.968,-214.111
8,-0.439,0.535,-1.597,-132.629,28.259,-231.873
9,-0.473,0.163,-1.764,-133.484,23.682,-243.103
10,-0.458,-0.168,-1.92,-133.728,14.526,-246.765
11,-0.418,-0.49,-2.067,-133.667,1.831,-244.324
12,-0.373,-0.797,-2.182,-134.583,-14.099,-236.023
13,-0.336,-1.039,-2.238,-133.484,-34.058,-221.497
14,-0.307,-1.192,-2.193,-130.92,-57.556,-202.332
15,-0.263,-1.23,-2.058,-125.488,-81.299,-180.054
16,-0.209,-1.148,-1.865,-118.164,-103.088,-157.471
17,-0.177,-1.004,-1.651,-112.244,-120.911,-137.817
18,-0.161,-0.908,-1.505,-108.337,-127.991,-123.779
19,-0.15,-0.92,-1.447,-104.858,-130.005,-114.197
20,-0.136,-0.998,-1.448,-100.159,-131.409,-106.079
21,-0.129,-1.074,-1.469,-93.384,-134.338,-97.046
22,-0.124,-1.099,-1.471,-85.083,-140.503,-85.938
23,-0.116,-1.076,-1.424,-76.843,-149.78,-73.669
24,-0.11,-1.016,-1.333,-70.435,-160.706,-62.012
25,-0.095,-0.96,-1.209,-67.749,-171.204,-52.063
26,-0.086,-0.958,-1.089,-68.237,-179.138,-44.373
27,-0.06,-1.003,-0.972,-70.923,-184.692,-37.231
28,-0.047,-1.056,-0.867,-72.998,-188.11,-28.992
29,-0.036,-1.075,-0.785,-73.975,-189.453,-18.738
30,-0.024,-1.054,-0.713,-72.998,-190.063,-7.568
31,-0.016,-1.008,-0.641,-70.801,-190.063,3.052
32,-0.001,-0.957,-0.569,-67.2,-189.697,13.123
33,0.023,-0.905,-0.496,-62.561,-188.904,21.606
34,0.054,-0.872,-0.41,-57.068,-187.988,28.259
35,0.083,-0.843,-0.32,-48.889,-185.486,33.508
36,0.122,-0.836,-0.239,-42.175,-180.176,38.086
37,0.153,-0.852,-0.18,-37.537,-172.363,42.419
38,0.181,-0.873,-0.137,-31.189,-164.001,47.546
39,0.204,-0.891,-0.111,-27.039,-154.48,53.711
40,0.226,-0.893,-0.102,-30.212,-144.104,61.523
41,0.24,-0.88,-0.097,-33.203,-135.254,70.068
42,0.253,-0.847,-0.097,-35.706,-127.686,78.674
43,0.265,-0.8,-0.1,-38.269,-119.812,86.914
44,0.275,-0.748,-0.112,-39.307,-112.732,94.116
45,0.288,-0.698,-0.123,-39.795,-106.262,100.22
46,0.32,-0.661,-0.139,-39.856,-100.403,105.164
47,0.335,-0.622,-0.142,-38.879,-95.703,109.314
48,0.338,-0.589,-0.128,-37.048,-91.919,113.281
49,0.342,-0.545,-0.104,-34.058,-88.562,117.065
50,0.355,-0.504,-0.068,-29.785,-86.182,119.812
51,0.373,-0.488,-0.02,-25.818,-83.74,121.826
52,0.385,-0.489,0.012,-21.79,-78.186,123.535
53,0.388,-0.49,0.036,-19.592,-71.106,125.61
54,0.394,-0.48,0.06,-18.677,-64.392,128.479
55,0.406,-0.451,0.084,-17.761,-57.922,131.958
56,0.417,-0.411,0.107,-17.883,-51.208,135.864
57,0.422,-0.346,0.129,-18.005,-44.434,139.709
58,0.429,-0.266,0.154,-17.273,-37.659,142.761
59,0.436,-0.19,0.186,-16.968,-30.945,144.409
60,0.452,-0.131,0.205,-15.808,-22.095,144.409
61,0.471,-0.098,0.212,-13.611,-11.841,143.25
62,0.474,-0.099,0.22,-12.817,-2.38,141.541
63,0.474,-0.101,0.21,-12.085,8.24,140.686
64,0.471,-0.09,0.17,-11.475,20.142,140.93
65,0.453,-0.058,0.13,-11.414,30.212,142.151
66,0.437,0.008,0.095,-10.132,37.781,143.494
67,0.42,0.087,0.07,-8.789,43.335,144.226
68,0.406,0.181,0.052,-6.836,47.485,143.433
69,0.395,0.275,0.058,-7.385,50.781,140.991
70,0.38,0.339,0.071,-5.554,53.162,136.475
71,0.381,0.412,0.16,-10.864,55.42,130.92
72,0.384,0.423,0.199,-2.991,60.852,123.352
73,0.379,0.418,0.241,-0.854,70.19,117.004
74,0.372,0.391,0.241,2.808,84.045,111.267
75,0.361,0.354,0.192,5.31,100.525,107.056
76,0.335,0.327,0.093,7.141,117.737,104.614
77,0.311,0.331,-0.034,9.705,132.629,103.76
78,0.288,0.365,-0.169,9.277,143.372,104.187
79,0.262,0.428,-0.311,7.385,151.55,104.736
80,0.246,0.502,-0.447,4.822,156.067,104.736
81,0.257,0.583,-0.579,2.197,156.921,103.027
82,0.253,0.641,-0.681,-1.953,154.236,99.426
83,0.249,0.677,-0.784,-5.371,151.855,94.116
84,0.246,0.697,-0.87,-7.202,148.193,88.135
85,0.235,0.722,-0.931,-7.324,142.517,82.092
86,0.243,0.78,-0.965,-5.493,135.193,76.904
87,0.26,0.859,-0.979,-5.554,128.357,71.472
88,0.276,0.943,-0.97,-5.92,122.07,64.88
89,0.298,1.005,-0.961,-6.531,117.737,55.969
90,0.312,1.001,-0.974,-7.751,115.906,44.861
91,0.308,0.92,-0.998,-9.033,115.051,33.081
92,0.295,0.793,-1.021,-10.01,113.525,22.827
93,0.291,0.665,-1.04,-9.766,111.328,16.174
94,0.299,0.552,-1.049,-8.301,108.826,12.573
95,0.309,0.481,-1.053,-6.836,106.445,12.146
96,0.31,0.469,-1.057,-5.127,104.37,13.977
97,0.309,0.501,-1.065,-3.662,103.027,16.296
98,0.309,0.543,-1.089,-3.784,102.722,17.09
99,0.315,0.583,-1.144,-3.479,103.638,16.602
100,0.315,0.605,-1.212,-3.174,102.6,14.587
101,0.31,0.614,-1.265,-2.625,98.083,11.597
102,0.301,0.622,-1.292,-1.709,92.651,8.423
103,0.302,0.632,-1.297,-0.977,86.67,5.005
104,0.305,0.619,-1.289,-0.427,80.688,1.404
105,0.302,0.584,-1.256,-0.305,75.317,-2.563
106,0.314,0.55,-1.221,-0.061,71.472,-5.371
107,0.319,0.499,-1.205,-0.61,69.519,-7.812
108,0.314,0.44,-1.23,-1.953,68.665,-9.949
109,0.306,0.397,-1.279,-3.54,67.81,-10.681
110,0.303,0.389,-1.323,-4.7,65.308,-10.315
111,0.305,0.402,-1.357,-5.127,61.218,-9.583
112,0.312,0.422,-1.361,-5.615,55.786,-9.644
113,0.325,0.422,-1.334,-4.456,50.415,-10.803
114,0.338,0.404,-1.302,-2.319,46.509,-12.817
115,0.347,0.375,-1.294,-0.488,44.617,-15.076
116,0.349,0.355,-1.32,0.61,43.884,-16.724
117,0.346,0.336,-1.371,0.244,42.664,-17.761
118,0.336,0.3,-1.424,-1.648,39.673,-19.104
119,0.326,0.252,-1.457,-4.211,34.485,-20.02

1,-0.295,1.173,-1.42,-40.588,114.868,-107.727
2,-0.332,1.17,-1.448,-45.898,104.431,-123.718
